strike,2021-04-16,2021-05-21,2021-07-16
0.5,1.0,1.375,1.25
1.0,1.0,1.375,1.25
1.5,1.375,1.4375,1.375
2.0,1.875,1.5,1.5
2.5,1.875,1.5,1.625
3.0,1.875,1.75,1.4375
3.5,1.875,1.9375,1.96875
5.0,1.875,1.9375,1.6875
