strike,2021-05-14,2021-05-21,2021-05-28,2021-06-04,2021-06-11,2021-06-18,2021-06-30,2021-07-16,2021-08-20,2021-09-17,2021-09-30,2021-11-19,2021-12-17,2021-12-31
145.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
150.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
151.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
152.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
153.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
154.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
155.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
158.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
160.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
161.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
162.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
163.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
164.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
165.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
166.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
167.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
168.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
169.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
170.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
171.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.41015625,0.3525390625
172.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.3955078125,0.3525390625
173.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.380859375,0.3525390625
174.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.498046875,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.3662109375,0.3525390625
175.0,0.3515625,0.951171875,0.25390625,0.130859375,0.21875,0.46484375,0.6337890625,0.24609375,0.18115234375,0.3310546875,0.359375,0.119140625,0.3515625,0.3525390625
