strike,2021-04-16,2021-05-21,2021-07-16
0.5,1.75,1.75,1.5
1.0,1.75,1.75,1.375
1.5,1.75,1.5,1.4375
2.0,1.0,1.75,1.875
2.5,1.0,1.375,1.6875
3.0,1.0,1.375,1.6875
3.5,1.0,1.375,1.6875
5.0,1.0,1.375,1.6875
