strike,2021-04-16,2021-05-21,2021-08-20
2.0,1.75,1.375,0.984375
3.0,1.75,1.375,0.984375
3.5,1.5,1.375,0.984375
4.0,1.25,0.96875,0.984375
4.5,1.0,0.875,1.0625
5.0,0.75,0.90625,1.34375
5.5,0.828125,0.875,1.078125
6.0,0.90625,0.90625,1.078125
7.0,0.96875,0.90625,1.078125
8.0,0.8125,0.90625,1.40625
9.0,0.9583333333333334,0.59375,1.265625
10.0,1.1041666666666667,1.078125,1.203125
11.0,1.25,1.03125,1.640625
12.0,1.25,1.3125,1.6875
13.0,1.25,1.28125,1.734375
14.0,1.25,1.25,1.453125
15.0,1.25,1.25,1.078125
16.0,1.25,1.25,1.078125
17.0,1.25,1.25,1.078125
18.0,1.25,1.25,1.078125
19.0,1.25,1.25,1.078125
20.0,1.25,1.25,1.078125
