strike,2021-04-01,2021-04-16,2021-04-23,2021-04-30,2021-05-21,2021-06-18,2021-09-17
7.0,1.28125,0.5,1.03125,0.4375,0.6875,0.59375,0.4453125
8.0,1.28125,0.5,1.03125,0.4375,0.6875,0.59375,0.4453125
9.0,1.28125,0.5,1.03125,0.4375,0.59375,0.53125,0.4453125
10.0,1.28125,0.5,1.03125,0.4375,0.5,0.46875,0.4375
10.5,1.28125,0.5,1.03125,0.4375,0.484375,0.44921875,0.4296875
11.0,1.28125,0.5,1.03125,0.4375,0.46875,0.4296875,0.421875
11.5,1.28125,0.4375,1.03125,0.4375,0.44921875,0.41796875,0.4140625
12.0,1.28125,0.375,1.03125,0.4375,0.4296875,0.40625,0.40625
12.5,1.28125,0.3671875,1.03125,0.4375,0.41796875,0.40234375,0.41015625
13.0,1.28125,0.359375,1.03125,0.46875,0.40625,0.3984375,0.4140625
13.5,1.28125,0.3984375,1.03125,0.5390625,0.421875,0.42578125,0.412109375
14.0,1.28125,0.4375,1.03125,0.515625,0.4375,0.453125,0.41015625
14.5,1.28125,0.40625,1.03125,0.3125,0.546875,0.4375,0.435546875
15.0,1.578125,0.375,1.03125,0.375,0.65625,0.421875,0.4609375
15.5,1.875,0.7734375,0.8125,0.4375,0.703125,0.4296875,0.458984375
16.0,1.0,1.171875,0.59375,0.4375,0.75,0.4375,0.45703125
16.5,1.2708333333333333,1.171875,0.59375,0.4375,0.6875,0.453125,0.412109375
17.0,1.5416666666666665,1.171875,0.59375,0.4375,0.625,0.46875,0.3671875
17.5,1.8125,1.171875,0.59375,0.4375,0.5625,0.52734375,0.51171875
18.0,1.8125,1.171875,0.59375,0.4375,0.5,0.5859375,0.65625
18.5,1.8125,1.171875,0.59375,0.4375,0.5,0.64453125,0.6484375
19.0,1.8125,1.171875,0.59375,0.4375,0.5,0.703125,0.640625
19.5,1.8125,1.171875,0.59375,0.4375,0.5,0.76171875,0.6796875
20.0,1.8125,1.171875,0.59375,0.4375,0.5,0.8203125,0.71875
20.5,1.8125,1.171875,0.59375,0.4375,0.5,0.9609375,0.71875
21.0,1.8125,1.171875,0.59375,0.4375,0.5,1.1015625,0.71875
22.0,1.8125,1.171875,0.59375,0.4375,0.5,1.021484375,0.71875
23.0,1.8125,1.171875,0.59375,0.4375,0.5,0.94140625,0.71875
24.0,1.8125,1.171875,0.59375,0.4375,0.5,0.861328125,0.71875
25.0,1.8125,1.171875,0.59375,0.4375,0.5,0.78125,0.71875
26.0,1.8125,1.171875,0.59375,0.4375,0.5,0.78125,0.71875
27.0,1.8125,1.171875,0.59375,0.4375,0.5,0.78125,0.71875
