strike,2021-05-21,2021-05-28,2021-06-04,2021-06-11,2021-06-18,2021-06-25,2021-06-30,2021-07-16,2021-08-20,2021-09-17,2021-09-30,2021-11-19,2021-12-17,2021-12-31
130.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
133.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
134.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
135.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
140.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
145.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
149.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
150.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
151.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
152.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
153.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
154.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
155.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
158.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
160.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
161.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
162.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
163.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
164.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
165.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
166.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
167.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
168.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
169.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
170.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
171.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.49609375,0.40966796875
172.0,1.19921875,0.267578125,0.265625,0.2705078125,0.77734375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.375732421875,0.40966796875
173.0,1.19921875,0.267578125,0.265625,0.2705078125,0.79443359375,0.24560546875,0.56640625,0.2451171875,0.31640625,0.45849609375,0.4892578125,0.3662109375,0.25537109375,0.40966796875
