strike,2021-03-26,2021-04-01,2021-04-09,2021-04-16,2021-04-23,2021-04-30,2021-05-21,2021-07-16
4.0,1.125,1.0,0.875,1.5,1.0625,1.375,1.2421875,1.734375
4.5,1.125,1.0,0.875,1.5,1.0625,1.375,1.2421875,1.734375
5.0,1.125,1.0,0.875,1.5,1.0625,1.375,1.2421875,1.734375
5.5,1.125,1.0,0.875,1.5,1.0625,1.375,1.2421875,1.4453125
6.0,1.125,1.0,0.875,1.0,1.0625,1.375,1.2421875,1.15625
7.0,1.125,1.0,0.875,1.0,1.0625,1.375,1.2421875,1.125
8.0,1.125,1.0,0.875,1.625,1.0625,1.375,1.2421875,1.15625
9.0,1.125,1.0,0.875,1.5,1.0625,1.375,1.2421875,1.15625
10.0,1.125,1.0,0.875,1.125,1.0625,1.375,1.2421875,1.1875
11.0,1.125,1.0,0.875,1.25,1.0625,1.375,1.2421875,1.1328125
12.0,1.125,1.375,0.875,1.09375,1.0625,1.375,1.2421875,1.140625
13.0,1.125,1.1875,0.875,1.09375,1.0625,1.375,1.2734375,1.09375
14.0,1.125,0.9375,0.875,1.078125,1.0625,1.375,1.203125,1.25
14.5,1.125,0.921875,0.875,1.09375,1.0625,1.375,1.2265625,1.197265625
15.0,1.125,0.90625,0.875,1.109375,1.0625,1.375,1.25,1.14453125
15.5,1.0,0.921875,0.875,1.12109375,1.0625,1.23828125,1.35546875,1.125
16.0,1.0,0.9375,0.875,1.1328125,1.234375,1.1015625,1.4609375,1.10546875
16.5,0.9375,0.9375,1.015625,1.12109375,1.546875,1.140625,1.4375,1.17578125
17.0,0.96875,0.9375,0.90625,1.109375,1.1015625,1.1796875,1.4140625,1.24609375
17.5,0.875,0.9765625,0.9375,1.14453125,1.171875,1.16796875,1.33984375,1.193359375
18.0,1.0,1.015625,1.03125,1.1796875,1.09375,1.15625,1.265625,1.140625
18.5,0.84375,1.0,1.140625,1.18359375,1.1484375,1.3359375,1.19140625,1.201171875
19.0,1.0625,0.984375,0.9453125,1.1875,0.984375,1.421875,1.1171875,1.26171875
19.5,1.0,0.7890625,0.984375,1.15625,0.90625,0.921875,1.1328125,1.24609375
20.0,1.1458333333333333,0.59375,1.03125,1.125,1.265625,1.3828125,1.1484375,1.23046875
20.5,1.2916666666666667,0.984375,0.3125,0.9609375,0.84375,1.546875,1.1484375,1.1796875
21.0,1.4375,1.375,0.828125,0.796875,0.890625,1.484375,1.1484375,1.12890625
21.5,1.4375,1.453125,0.890625,0.8984375,0.953125,1.3125,1.1484375,1.140625
22.0,1.4375,1.53125,0.921875,1.0,1.015625,1.140625,1.1484375,1.15234375
22.5,1.4375,1.609375,0.953125,1.0,1.546875,1.75,1.1484375,1.0703125
23.0,1.4375,1.6875,0.984375,1.0,1.546875,1.3125,1.1484375,0.98828125
23.5,1.4375,1.6875,1.015625,1.0,1.546875,0.875,1.1484375,0.892578125
24.0,1.4375,1.6875,1.015625,1.0,1.546875,0.875,1.1484375,0.796875
24.5,1.4375,1.6875,1.015625,1.0,1.546875,0.875,1.1484375,0.84453125
25.0,1.4375,1.6875,1.015625,1.0,1.546875,0.875,1.1484375,0.8921875
25.5,1.4375,1.6875,1.015625,1.0,1.546875,0.875,1.1484375,0.93984375
26.0,1.4375,1.6875,1.015625,1.0,1.546875,0.875,1.1484375,0.9875
26.5,1.4375,1.6875,1.015625,1.0,1.546875,0.875,1.1484375,1.03515625
27.0,1.4375,1.6875,1.015625,1.0,1.546875,0.875,1.1484375,1.0828125
27.5,1.4375,1.6875,1.015625,1.0,1.546875,0.875,1.1484375,1.13046875
