contractSymbol,lastTradeDate,strike,bid,ask,lastPrice,call_put,exp_date,time to maturity,implied volatility
BAC210312C00033500,2021-03-08 20:59:20,33.5,3.6,3.8,3.69,call,2021-03-12,0.010958904109589041,0.6005859375
BAC210312C00034000,2021-03-08 18:50:03,34.0,3.1,3.3,3.37,call,2021-03-12,0.010958904109589041,0.794677734375
BAC210312C00034500,2021-03-08 17:38:54,34.5,2.6,2.77,3.2,call,2021-03-12,0.010958904109589041,1.04248046875
BAC210312C00035000,2021-03-08 20:48:55,35.0,2.15,2.3,2.3,call,2021-03-12,0.010958904109589041,0.535888671875
BAC210312C00035500,2021-03-08 20:36:44,35.5,1.64,1.83,1.96,call,2021-03-12,0.010958904109589041,0.60791015625
BAC210312C00036000,2021-03-08 20:51:26,36.0,1.33,1.38,1.53,call,2021-03-12,0.010958904109589041,0.548095703125
BAC210312C00036500,2021-03-08 20:57:48,36.5,0.96,1.01,1.01,call,2021-03-12,0.010958904109589041,0.4052734375
BAC210312C00037000,2021-03-08 20:59:31,37.0,0.67,0.7,0.67,call,2021-03-12,0.010958904109589041,0.3857421875
BAC210312C00037500,2021-03-08 20:59:54,37.5,0.44,0.46,0.46,call,2021-03-12,0.010958904109589041,0.390625
BAC210312C00038000,2021-03-08 20:59:34,38.0,0.27,0.31,0.3,call,2021-03-12,0.010958904109589041,0.40771484375
BAC210312C00038500,2021-03-08 20:59:31,38.5,0.18,0.2,0.19,call,2021-03-12,0.010958904109589041,0.411376953125
BAC210312C00039500,2021-03-08 20:53:38,39.5,0.07,0.08,0.09,call,2021-03-12,0.010958904109589041,0.47607421875
BAC210312C00040000,2021-03-08 20:58:24,40.0,0.05,0.06,0.06,call,2021-03-12,0.010958904109589041,0.4833984375
BAC210312P00033500,2021-03-08 20:49:25,33.5,0.01,0.04,0.04,put,2021-03-12,0.010958904109589041,0.5810546875
BAC210312P00034000,2021-03-08 20:11:18,34.0,0.04,0.05,0.04,put,2021-03-12,0.010958904109589041,0.5126953125
BAC210312P00034500,2021-03-08 20:56:42,34.5,0.06,0.09,0.06,put,2021-03-12,0.010958904109589041,0.4931640625
BAC210312P00035000,2021-03-08 20:59:40,35.0,0.1,0.12,0.1,put,2021-03-12,0.010958904109589041,0.477294921875
BAC210312P00035500,2021-03-08 20:59:39,35.5,0.14,0.17,0.15,put,2021-03-12,0.010958904109589041,0.439453125
BAC210312P00036000,2021-03-08 20:59:03,36.0,0.23,0.25,0.24,put,2021-03-12,0.010958904109589041,0.440673828125
BAC210312P00036500,2021-03-08 20:59:23,36.5,0.36,0.38,0.35,put,2021-03-12,0.010958904109589041,0.394287109375
BAC210312P00037000,2021-03-08 20:58:48,37.0,0.54,0.59,0.56,put,2021-03-12,0.010958904109589041,0.40771484375
BAC210312P00037500,2021-03-08 20:59:16,37.5,0.8,0.87,0.83,put,2021-03-12,0.010958904109589041,0.399169921875
BAC210312P00038000,2021-03-08 20:58:12,38.0,1.15,1.22,1.11,put,2021-03-12,0.010958904109589041,0.377197265625
BAC210312P00038500,2021-03-08 20:59:59,38.5,1.56,1.64,1.56,put,2021-03-12,0.010958904109589041,0.42236328125
