contractSymbol,lastTradeDate,volume,strike,bid,ask,lastPrice,call_put,exp_date
MS210319C00040000,2021-02-08 15:48:07,1.0,40.0,42.4,42.75,41.75,call,2021-03-19
MS210319C00043000,2021-02-22 18:33:58,1.0,43.0,39.95,41.25,35.0,call,2021-03-19
MS210319C00045000,2021-02-25 17:07:27,5.0,45.0,36.7,40.5,34.6,call,2021-03-19
MS210319C00047000,2021-03-10 20:09:19,2.0,47.0,36.5,37.25,35.88,call,2021-03-19
MS210319C00050000,2021-03-12 20:57:10,4.0,50.0,33.7,34.05,34.2,call,2021-03-19
MS210319C00052500,2021-02-26 15:10:09,4.0,52.5,30.65,32.45,24.4,call,2021-03-19
MS210319C00055000,2021-03-15 18:29:54,2.0,55.0,28.55,29.05,28.55,call,2021-03-19
MS210319C00057500,2021-03-11 19:12:51,3.0,57.5,25.85,26.75,26.1,call,2021-03-19
MS210319C00060000,2021-03-15 16:14:09,12.0,60.0,23.7,24.05,23.3,call,2021-03-19
MS210319C00062500,2021-03-15 15:23:57,200.0,62.5,21.15,21.8,21.2,call,2021-03-19
MS210319C00065000,2021-03-15 18:40:26,12.0,65.0,18.6,19.05,18.65,call,2021-03-19
MS210319C00066000,2021-03-15 04:10:54,,66.0,16.5,18.85,16.7,call,2021-03-19
MS210319C00067000,2021-02-26 20:09:52,6.0,67.0,16.3,17.2,16.25,call,2021-03-19
MS210319C00067500,2021-03-15 19:34:27,3.0,67.5,16.05,16.8,15.93,call,2021-03-19
MS210319C00068000,2021-02-26 20:09:53,3.0,68.0,14.0,17.05,9.9,call,2021-03-19
MS210319C00069000,2021-03-15 17:29:15,2.0,69.0,12.6,16.6,14.4,call,2021-03-19
MS210319C00070000,2021-03-15 19:44:20,334.0,70.0,13.7,14.05,13.47,call,2021-03-19
MS210319C00071000,2021-03-12 20:03:52,3.0,71.0,11.7,14.15,13.2,call,2021-03-19
MS210319C00072000,2021-03-04 18:29:30,2.0,72.0,11.65,12.2,9.77,call,2021-03-19
MS210319C00072500,2021-03-15 19:45:13,1.0,72.5,10.95,11.55,10.96,call,2021-03-19
MS210319C00077000,2021-03-15 18:45:57,10.0,77.0,6.75,7.05,6.65,call,2021-03-19
MS210319C00077500,2021-03-15 17:35:25,42.0,77.5,6.25,6.6,5.84,call,2021-03-19
MS210319C00078000,2021-03-15 15:43:42,32.0,78.0,5.75,6.1,5.35,call,2021-03-19
MS210319C00079000,2021-03-15 13:46:17,6.0,79.0,4.8,5.15,4.5,call,2021-03-19
MS210319C00080000,2021-03-15 19:34:47,167.0,80.0,3.95,4.2,3.65,call,2021-03-19
MS210319C00081000,2021-03-15 17:37:11,18.0,81.0,3.0,3.3,2.75,call,2021-03-19
MS210319C00082000,2021-03-15 19:59:07,35.0,82.0,2.27,2.46,2.31,call,2021-03-19
MS210319C00082500,2021-03-15 19:55:11,85.0,82.5,1.92,2.05,1.85,call,2021-03-19
MS210319C00083000,2021-03-15 19:44:50,90.0,83.0,1.58,1.7,1.37,call,2021-03-19
MS210319C00084000,2021-03-15 18:44:03,265.0,84.0,1.02,1.13,1.01,call,2021-03-19
MS210319C00085000,2021-03-15 19:47:01,917.0,85.0,0.62,0.71,0.62,call,2021-03-19
MS210319C00086000,2021-03-15 19:57:50,375.0,86.0,0.36,0.42,0.39,call,2021-03-19
MS210319C00087000,2021-03-15 19:10:14,74.0,87.0,0.2,0.25,0.22,call,2021-03-19
MS210319C00088000,2021-03-15 19:09:01,114.0,88.0,0.1,0.13,0.09,call,2021-03-19
MS210319C00089000,2021-03-15 14:34:14,8.0,89.0,0.05,0.1,0.11,call,2021-03-19
MS210319C00090000,2021-03-15 19:34:47,37.0,90.0,0.02,0.04,0.03,call,2021-03-19
MS210319C00095000,2021-03-15 14:29:53,6.0,95.0,0.0,0.1,0.01,call,2021-03-19
MS210319C00100000,2021-03-10 15:32:56,15.0,100.0,0.0,0.03,0.03,call,2021-03-19
