contractSymbol,lastTradeDate,volume,strike,bid,ask,lastPrice,call_put,exp_date
USB210910C00053000,2021-08-26 14:59:33,,53.0,3.15,3.4,4.57,call,2021-09-10
USB210910C00054000,2021-09-01 13:49:08,1.0,54.0,2.23,2.35,2.69,call,2021-09-10
USB210910C00055000,2021-09-03 19:54:27,73.0,55.0,0.0,0.0,1.39,call,2021-09-10
USB210910C00056000,2021-09-03 19:39:10,63.0,56.0,0.0,0.0,0.7,call,2021-09-10
USB210910C00057000,2021-09-03 19:52:47,20.0,57.0,0.0,0.0,0.25,call,2021-09-10
USB210910C00057500,2021-09-03 19:08:07,7.0,57.5,0.0,0.0,0.14,call,2021-09-10
USB210910C00058000,2021-09-03 19:25:14,18.0,58.0,0.0,0.0,0.07,call,2021-09-10
USB210910C00059000,2021-09-03 14:40:49,23.0,59.0,0.0,0.0,0.04,call,2021-09-10
USB210910C00060000,2021-09-03 18:52:08,1.0,60.0,0.0,0.0,0.02,call,2021-09-10
USB210910C00061000,2021-08-30 13:30:04,2.0,61.0,0.01,0.08,0.09,call,2021-09-10
USB210910C00062000,2021-08-26 17:17:41,2.0,62.0,0.0,0.1,0.06,call,2021-09-10
USB210910C00063000,2021-08-26 19:47:31,16.0,63.0,0.0,0.09,0.08,call,2021-09-10
USB210910C00064000,2021-08-31 18:19:28,,64.0,0.0,0.38,0.02,call,2021-09-10
USB210910C00065000,2021-08-18 15:12:41,100.0,65.0,0.0,0.19,0.03,call,2021-09-10
USB210910P00045000,2021-08-25 21:31:55,8.0,45.0,0.0,0.15,0.12,put,2021-09-10
USB210910P00048000,2021-08-25 21:31:55,,48.0,0.0,0.18,0.12,put,2021-09-10
USB210910P00049000,2021-08-26 16:22:20,10.0,49.0,0.0,0.2,0.02,put,2021-09-10
USB210910P00050000,2021-09-03 14:59:37,10.0,50.0,0.0,0.0,0.01,put,2021-09-10
USB210910P00051000,2021-09-02 14:24:33,6.0,51.0,0.02,0.03,0.04,put,2021-09-10
USB210910P00052000,2021-09-03 19:42:52,30.0,52.0,0.0,0.0,0.03,put,2021-09-10
USB210910P00053000,2021-09-03 18:51:34,31.0,53.0,0.0,0.0,0.06,put,2021-09-10
USB210910P00054000,2021-09-03 15:26:12,7.0,54.0,0.0,0.0,0.12,put,2021-09-10
USB210910P00055000,2021-09-03 14:01:08,31.0,55.0,0.0,0.0,0.3,put,2021-09-10
USB210910P00056000,2021-09-03 17:43:33,14.0,56.0,0.0,0.0,0.56,put,2021-09-10
USB210910P00057000,2021-09-03 18:36:17,13.0,57.0,0.0,0.0,1.13,put,2021-09-10
USB210910P00057500,2021-09-03 16:39:52,38.0,57.5,0.0,0.0,1.71,put,2021-09-10
USB210910P00058000,2021-09-03 18:51:34,31.0,58.0,0.0,0.0,1.91,put,2021-09-10
USB210910P00059000,2021-09-01 15:06:43,2.0,59.0,2.61,2.99,2.54,put,2021-09-10
USB210910P00060000,2021-08-19 18:53:12,79.0,60.0,3.75,3.95,5.0,put,2021-09-10
USB210910P00062000,2021-09-03 17:47:26,1.0,62.0,0.0,0.0,5.95,put,2021-09-10
USB210917C00050000,2021-09-03 19:36:53,1.0,50.0,0.0,0.0,6.3,call,2021-09-17
USB210917C00052500,2021-09-03 13:53:36,1.0,52.5,0.0,0.0,3.84,call,2021-09-17
USB210917C00053000,2021-08-24 17:22:37,,53.0,3.3,3.45,4.17,call,2021-09-17
USB210917C00054000,2021-08-30 14:17:03,,54.0,2.39,2.6,3.45,call,2021-09-17
USB210917C00055000,2021-09-03 19:15:29,47.0,55.0,0.0,0.0,1.72,call,2021-09-17
USB210917C00056000,2021-09-03 19:59:33,166.0,56.0,0.0,0.0,1.0,call,2021-09-17
USB210917C00057000,2021-09-03 19:39:53,81.0,57.0,0.0,0.0,0.57,call,2021-09-17
USB210917C00057500,2021-09-03 19:39:53,64.0,57.5,0.0,0.0,0.41,call,2021-09-17
USB210917C00058000,2021-09-03 19:47:35,40.0,58.0,0.0,0.0,0.27,call,2021-09-17
USB210917C00059000,2021-09-02 13:33:37,1.0,59.0,0.09,0.14,0.17,call,2021-09-17
USB210917C00060000,2021-09-03 19:47:25,230.0,60.0,0.0,0.0,0.06,call,2021-09-17
USB210917C00061000,2021-08-31 18:18:48,28.0,61.0,0.03,0.04,0.1,call,2021-09-17
USB210917C00062000,2021-08-31 15:29:54,40.0,62.0,0.01,0.07,0.06,call,2021-09-17
USB210917C00062500,2021-09-03 17:11:35,1.0,62.5,0.0,0.0,0.04,call,2021-09-17
USB210917C00063000,2021-08-26 17:34:50,,63.0,0.01,0.03,0.07,call,2021-09-17
USB210917C00065000,2021-08-31 16:53:33,13.0,65.0,0.02,0.05,0.02,call,2021-09-17
USB210917C00067500,2021-08-25 21:31:52,11.0,67.5,0.0,0.07,0.08,call,2021-09-17
USB210917C00070000,2021-08-25 15:20:59,8.0,70.0,0.0,0.09,0.03,call,2021-09-17
USB210917C00075000,2021-08-25 21:31:52,16.0,75.0,0.0,0.03,0.01,call,2021-09-17
USB210917C00080000,2021-08-25 21:31:53,10.0,80.0,0.0,0.01,0.09,call,2021-09-17
