,AAPL,APHA,BAC,C,DT,GE,HEXO,IWM,JPM,MS,MSFT,NXTD,PLUG,TD,TLRY,TSLA,UAMY,USB,UVXY,XLE,XLV
AAPL,0.12704885015587478,0.04207203786891627,0.01468462447578787,0.01907341356120425,0.08921049212493318,-0.001374856339052618,0.05127719026416839,0.03781052486385952,0.008321523922012202,0.0260243081900422,0.07432870814332568,0.10866117067952269,0.11668295715965815,0.018698987139665793,0.052311304966542606,0.1364156665677499,0.06011537910036262,0.009312754418115892,-0.18876803575997114,0.016848605763415504,0.026495145320064403
APHA,0.04207203786891627,0.9898605636282449,0.077716926327958,0.10726497906512344,0.08333401775866338,0.10860565003049115,0.6992455322552598,0.09305736854666603,0.06734468122546725,0.08557102210494016,0.03063491450570894,0.16985590854864077,0.2590194776517537,0.05916431629008326,1.0846350785572803,0.19078907855898483,0.38421564494151705,0.07316228616992283,-0.24859596833237724,0.115808630185016,0.03447736091188259
BAC,0.01468462447578787,0.077716926327958,0.17457246841998372,0.18490272676461492,0.005272300570961823,0.1332363412232666,0.10974016582306986,0.08952346552020228,0.14711954290145718,0.12557597618373798,0.014380121966356693,0.067692054622009,0.08742312045949022,0.09163732095120805,0.12479731972261625,0.034290014230029156,0.019199502465744662,0.17202402703684216,-0.19760319830755532,0.1394673287691524,0.027704721718600056
C,0.01907341356120425,0.10726497906512344,0.18490272676461492,0.2397764439886362,0.009940223395998213,0.15600108286039924,0.13969463799467596,0.1045253691481883,0.16019591688310325,0.14364411734387794,0.019116844762001723,0.09561609377996015,0.13478002714208953,0.11016547362905663,0.14704421087850794,0.04562277157661097,0.03263192476625191,0.18751631194851767,-0.23910987239406822,0.16243479463108557,0.02873572273861421
DT,0.08921049212493318,0.08333401775866338,0.005272300570961823,0.009940223395998213,0.29840436081791527,-0.03061712564132466,0.07751348411763322,0.05511411678257364,0.0006058250505094003,0.02175003135850501,0.09165340020378951,0.23548068572413142,0.17440714473986377,0.01896020460890373,0.11895255406499831,0.15623976926008717,0.08551873881676501,0.0028414072064176007,-0.27602837278152853,0.024434465254470447,0.03675295639534569
GE,-0.001374856339052618,0.10860565003049115,0.1332363412232666,0.15600108286039924,-0.03061712564132466,0.2492690539813495,0.16068227933893348,0.08320492405213993,0.11552655522093905,0.11427377609213821,-0.002975517063454652,0.07134124882311252,0.08040018171869302,0.08492975746162595,0.13361112061038175,0.014096110374861259,0.0036683655310335976,0.13813620036843804,-0.19190214805010833,0.14306130218420465,0.024560088067274027
HEXO,0.05127719026416839,0.6992455322552598,0.10974016582306986,0.13969463799467596,0.07751348411763322,0.16068227933893348,1.2900438554488882,0.11180486962583518,0.08839759771368343,0.09679870482594428,0.030555806845774046,0.17672340768581593,0.2730382065826596,0.08534168473909806,0.9589382455033931,0.11706060121279425,0.27176880144292365,0.10941524687847841,-0.2927224200022432,0.11714134486272898,0.032808468876464776
IWM,0.03781052486385952,0.09305736854666603,0.08952346552020228,0.1045253691481883,0.05511411678257364,0.08320492405213993,0.11180486962583518,0.08573509532978645,0.07690943707538898,0.07802309433122244,0.03307077159583469,0.12212621582699172,0.1402454101333951,0.06068052579599282,0.11961957430221858,0.08041213205421717,0.05682689484827252,0.09317378158916564,-0.21333720829972358,0.0949608309166109,0.030197690781080852
JPM,0.008321523922012202,0.06734468122546725,0.14711954290145718,0.16019591688310325,0.0006058250505094003,0.11552655522093905,0.08839759771368343,0.07690943707538898,0.14060544626944033,0.1133373154852344,0.009600556711442257,0.04577167004258498,0.08282380701372814,0.07951950080486374,0.10419176866609904,0.025157803919017528,0.029210122501027662,0.15370667535657545,-0.16253348414029384,0.12024054412933113,0.023801234582541582
MS,0.0260243081900422,0.08557102210494016,0.12557597618373798,0.14364411734387794,0.02175003135850501,0.11427377609213821,0.09679870482594428,0.07802309433122244,0.1133373154852344,0.13301102380312985,0.02097271399207059,0.07350197783243843,0.0984434348448906,0.07808121711081518,0.10942902477222141,0.05314694819402969,0.02340175433197377,0.12894356568475832,-0.1874720872957678,0.11096193180934054,0.02769844113175163
MSFT,0.07432870814332568,0.03063491450570894,0.014380121966356693,0.019116844762001723,0.09165340020378951,-0.002975517063454652,0.030555806845774046,0.03307077159583469,0.009600556711442257,0.02097271399207059,0.0853588535853755,0.13137895398830962,0.093370238255932,0.017258006855598102,0.043725273624168774,0.112561675984497,0.0389104342803938,0.008772321234126008,-0.1706547856849437,0.020092375842071682,0.029928798263926384
NXTD,0.10866117067952269,0.16985590854864077,0.067692054622009,0.09561609377996015,0.23548068572413142,0.07134124882311252,0.17672340768581593,0.12212621582699172,0.04577167004258498,0.07350197783243843,0.13137895398830962,2.958878505054086,0.3736291250353046,0.035001050465871805,0.19208527786422658,0.2705925890303956,0.08730498026777689,0.06293827174304564,-0.5400701957015182,0.09254531414015807,0.05358350289316859
PLUG,0.11668295715965815,0.2590194776517537,0.08742312045949022,0.13478002714208953,0.17440714473986377,0.08040018171869302,0.2730382065826596,0.1402454101333951,0.08282380701372814,0.0984434348448906,0.093370238255932,0.3736291250353046,1.0526622012129665,0.0510707403022949,0.34074227827873327,0.3013084770546049,0.3814606117721162,0.08807629445234127,-0.45944103615236503,0.09870609295814509,0.04736750035159758
TD,0.018698987139665793,0.05916431629008326,0.09163732095120805,0.11016547362905663,0.01896020460890373,0.08492975746162595,0.08534168473909806,0.06068052579599282,0.07951950080486374,0.07808121711081518,0.017258006855598102,0.035001050465871805,0.0510707403022949,0.0782706165852835,0.06354599301220727,0.046918799314284686,0.027046568483736436,0.09750291739816057,-0.15469018087411057,0.0897820796612329,0.020711776534127903
TLRY,0.052311304966542606,1.0846350785572803,0.12479731972261625,0.14704421087850794,0.11895255406499831,0.13361112061038175,0.9589382455033931,0.11961957430221858,0.10419176866609904,0.10942902477222141,0.043725273624168774,0.19208527786422658,0.34074227827873327,0.06354599301220727,2.01453702441206,0.1566793703552383,0.5887984681907044,0.12180079566978753,-0.32072583839599544,0.14575805789141225,0.0328657828524108
