,AAPL,APHA,BAC,C,DT,GE,HEXO,IWM,JPM,MS,MSFT,NXTD,PLUG,TD,TLRY,TSLA,UAMY,USB,UVXY,XLE,XLV
AAPL,0.13893424767223,0.051781091282452486,0.029080912274594358,0.03736034057721363,0.10114154749057351,0.01673088898011409,0.04916061019488094,0.051514394318492154,0.023398168632972487,0.04313713129727891,0.085036474039051,0.10940744456514288,0.13256097759023164,0.0294077146650915,0.05631451247034711,0.14385015608728535,0.03826709839404225,0.024092003536732277,-0.21086979159874925,0.03040795533182564,0.03624155030199435
APHA,0.051781091282452486,0.9908959683430996,0.09011881181221876,0.12294798367429627,0.0954865680162456,0.12102298532841906,0.7207694236477833,0.10097345042237779,0.07890204653467793,0.09814978307253407,0.03446901950828528,0.16426833652040862,0.2617141941211211,0.06616225073111716,1.1136178686267937,0.19498337930946497,0.36720447659765726,0.08808408806458012,-0.25888404946720994,0.12634891048953045,0.03906595506004915
BAC,0.029080912274594358,0.09011881181221876,0.1933568865712179,0.20651819416715902,0.022243201619953062,0.15018671696106667,0.1027691418974812,0.1048307699103927,0.16553050207835507,0.14562380267518285,0.026610195653492673,0.07009885697144283,0.10212634266901209,0.1025520252235574,0.13710695006845425,0.042728196956606256,0.00018685989787142206,0.18894122938059113,-0.21616560885654884,0.15654270796296155,0.03937051911655835
C,0.03736034057721363,0.12294798367429627,0.20651819416715902,0.2666859618090689,0.03232742486879816,0.17903125740465894,0.13751414911502896,0.12340071731109249,0.1815899782087375,0.16651547671491293,0.034006395267374354,0.09636471448130589,0.15154760040335336,0.12291387424089825,0.1673506594759763,0.05597020450390774,0.00379479449591063,0.20975053130391358,-0.26119355782311926,0.18007174368090664,0.04236715332055628
DT,0.10114154749057351,0.0954865680162456,0.022243201619953062,0.03232742486879816,0.3151441676656882,-0.01022273722910234,0.0689692657845403,0.06928195893817399,0.01737108154757579,0.03640106297569271,0.10015250684500442,0.2391829951919143,0.1854675742939092,0.030576631773723165,0.13338784831631653,0.16740688519851135,0.06413539499217523,0.020491455446986363,-0.2880920093266226,0.03505864334311408,0.04569934307112578
GE,0.01673088898011409,0.12102298532841906,0.15018671696106667,0.17903125740465894,-0.01022273722910234,0.27589388774378565,0.16305750097996413,0.10166096264815194,0.13386446955602632,0.13335397607079713,0.012114144553788895,0.07364919910890391,0.0968362117792705,0.09976028901248657,0.14084631275467105,0.029223197042920725,-0.02651234194211955,0.15602553226370333,-0.22084687804671393,0.15772326865969982,0.03737158712257841
HEXO,0.04916061019488094,0.7207694236477833,0.1027691418974812,0.13751414911502896,0.0689692657845403,0.16305750097996413,1.5269693936214361,0.10877021961400117,0.08316114367739881,0.08913687519474309,0.01415087570053827,0.176718586944477,0.2927777390808345,0.09271787167091863,1.0818141453695864,0.138627224122312,0.28192688684922135,0.11868438584603136,-0.29544772713461864,0.11075026632007139,0.0164724488849155
IWM,0.051514394318492154,0.10097345042237779,0.1048307699103927,0.12340071731109249,0.06928195893817399,0.10166096264815194,0.10877021961400117,0.09884681836421663,0.09241057557424232,0.09429778663594258,0.044230569645664415,0.11970719427097959,0.14814331528041122,0.07157549401769656,0.12811398893547973,0.08773060462221227,0.031786047725762004,0.10895828067103062,-0.23208396903369655,0.10831745751299818,0.04072865051319505
JPM,0.023398168632972487,0.07890204653467793,0.16553050207835507,0.1815899782087375,0.01737108154757579,0.13386446955602632,0.08316114367739881,0.09241057557424232,0.1596775507604275,0.13260759428694746,0.023263318826383342,0.049055616221215355,0.09730051644544224,0.09134628965163939,0.10878913794171695,0.03255713824025268,0.009168400519905223,0.17018294277111434,-0.18332273804602808,0.1369742781277599,0.03538872130271585
MS,0.04313713129727891,0.09814978307253407,0.14562380267518285,0.16651547671491293,0.03640106297569271,0.13335397607079713,0.08913687519474309,0.09429778663594258,0.13260759428694746,0.15596807021085526,0.0361749643004207,0.07032822033143965,0.1118424537843069,0.08979840864974883,0.11931332676458048,0.06083997875796519,-0.000865170354774102,0.14750210265642752,-0.2158912950833166,0.13142541876534475,0.04180896747219151
MSFT,0.085036474039051,0.03446901950828528,0.026610195653492673,0.034006395267374354,0.10015250684500442,0.012114144553788895,0.01415087570053827,0.044230569645664415,0.023263318826383342,0.0361749643004207,0.09662092427783202,0.13019138531563468,0.10482475974547524,0.026173537242817457,0.028634134506522864,0.11592755301070795,0.018193867765335003,0.020657084236246917,-0.18911641598950774,0.031088488656034037,0.039744471479414206
NXTD,0.10940744456514288,0.16426833652040862,0.07009885697144283,0.09636471448130589,0.2391829951919143,0.07364919910890391,0.176718586944477,0.11970719427097959,0.049055616221215355,0.07032822033143965,0.13019138531563468,2.9449853952292595,0.3557491049457759,0.036838732150111894,0.18991839753908224,0.2679422921336561,0.08073373445266482,0.06257294375911293,-0.5356679287425093,0.09316901548556915,0.052065884218265475
PLUG,0.13256097759023164,0.2617141941211211,0.10212634266901209,0.15154760040335336,0.1854675742939092,0.0968362117792705,0.2927777390808345,0.14814331528041122,0.09730051644544224,0.1118424537843069,0.10482475974547524,0.3557491049457759,1.0325748262437715,0.061566384973219354,0.3605912828499333,0.30306319974438745,0.3393162944556103,0.10642516858104993,-0.4753581148963895,0.11148804862035291,0.05712176484836876
TD,0.0294077146650915,0.06616225073111716,0.1025520252235574,0.12291387424089825,0.030576631773723165,0.09976028901248657,0.09271787167091863,0.07157549401769656,0.09134628965163939,0.08979840864974883,0.026173537242817457,0.036838732150111894,0.061566384973219354,0.089291074033608,0.06691521384653118,0.05785365155622388,0.009561454613363302,0.1074530147643133,-0.17451028365729238,0.1006607494829429,0.02771513921234136
TLRY,0.05631451247034711,1.1136178686267937,0.13710695006845425,0.1673506594759763,0.13338784831631653,0.14084631275467105,1.0818141453695864,0.12811398893547973,0.10878913794171695,0.11931332676458048,0.028634134506522864,0.18991839753908224,0.3605912828499333,0.06691521384653118,2.1746480192336253,0.17330552363850948,0.5913059568165357,0.14556546181532828,-0.31411995194951403,0.1552658433401691,0.02905967089531025
TSLA,0.14385015608728535,0.19498337930946497,0.042728196956606256,0.05597020450390774,0.16740688519851135,0.029223197042920725,0.138627224122312,0.08773060462221227,0.03255713824025268,0.06083997875796519,0.11592755301070795,0.2679422921336561,0.30306319974438745,0.05785365155622388,0.17330552363850948,0.5859614794705736,0.1490994422409619,0.03752047067055684,-0.32122040163441806,0.05111887673919925,0.04956945781342919
UAMY,0.03826709839404225,0.36720447659765726,0.00018685989787142206,0.00379479449591063,0.06413539499217523,-0.02651234194211955,0.28192688684922135,0.031786047725762004,0.009168400519905223,-0.000865170354774102,0.018193867765335003,0.08073373445266482,0.3393162944556103,0.009561454613363302,0.5913059568165357,0.1490994422409619,2.2115757513972647,0.008279806474476216,-0.05740574076778646,0.05509942442956082,0.012117587259614777
USB,0.024092003536732277,0.08808408806458012,0.18894122938059113,0.20975053130391358,0.020491455446986363,0.15602553226370333,0.11868438584603136,0.10895828067103062,0.17018294277111434,0.14750210265642752,0.020657084236246917,0.06257294375911293,0.10642516858104993,0.1074530147643133,0.14556546181532828,0.03752047067055684,0.008279806474476216,0.21771440736620562,-0.2116503258751387,0.15722497299431865,0.0385190285720152
