contractSymbol,lastTradeDate,volume,strike,bid,ask,lastPrice,call_put,exp_date
UVXY210910C00022500,2021-09-03 20:14:47,1108.0,22.5,0.0,0.0,0.55,call,2021-09-10
UVXY210910C00023000,2021-09-03 20:03:58,1458.0,23.0,0.0,0.0,0.5,call,2021-09-10
UVXY210910C00023500,2021-09-03 19:59:23,772.0,23.5,0.0,0.0,0.4,call,2021-09-10
UVXY210910C00024000,2021-09-03 20:11:37,1209.0,24.0,0.0,0.0,0.34,call,2021-09-10
UVXY210910C00024500,2021-09-03 20:10:56,645.0,24.5,0.0,0.0,0.31,call,2021-09-10
UVXY210910C00025000,2021-09-03 20:04:32,2235.0,25.0,0.0,0.0,0.26,call,2021-09-10
UVXY210910C00025500,2021-09-03 19:56:01,450.0,25.5,0.0,0.0,0.2,call,2021-09-10
UVXY210910C00026000,2021-09-03 20:04:10,444.0,26.0,0.0,0.0,0.2,call,2021-09-10
UVXY210910C00026500,2021-09-03 20:02:31,428.0,26.5,0.0,0.0,0.18,call,2021-09-10
UVXY210910C00027000,2021-09-03 19:59:34,119.0,27.0,0.0,0.0,0.13,call,2021-09-10
UVXY210910C00027500,2021-09-03 20:00:11,138.0,27.5,0.0,0.0,0.13,call,2021-09-10
UVXY210910C00028000,2021-09-03 19:58:08,495.0,28.0,0.0,0.0,0.12,call,2021-09-10
UVXY210910C00028500,2021-09-03 19:53:27,131.0,28.5,0.0,0.0,0.1,call,2021-09-10
UVXY210910C00029000,2021-09-03 20:14:54,235.0,29.0,0.0,0.0,0.09,call,2021-09-10
UVXY210910C00029500,2021-09-03 19:45:16,115.0,29.5,0.0,0.0,0.09,call,2021-09-10
UVXY210910C00030000,2021-09-03 19:57:32,1732.0,30.0,0.0,0.0,0.08,call,2021-09-10
UVXY210910C00030500,2021-09-03 19:04:45,37.0,30.5,0.0,0.0,0.08,call,2021-09-10
UVXY210910C00031000,2021-09-03 19:58:17,164.0,31.0,0.0,0.0,0.08,call,2021-09-10
UVXY210910C00031500,2021-09-03 19:46:15,38.0,31.5,0.0,0.0,0.07,call,2021-09-10
UVXY210910C00032000,2021-09-03 18:28:45,117.0,32.0,0.0,0.0,0.06,call,2021-09-10
UVXY210910C00038000,2021-09-03 14:03:48,200.0,38.0,0.0,0.0,0.04,call,2021-09-10
UVXY210910C00039000,2021-09-03 19:59:21,25.0,39.0,0.0,0.0,0.05,call,2021-09-10
UVXY210910C00040000,2021-09-03 19:21:44,130.0,40.0,0.0,0.0,0.03,call,2021-09-10
UVXY210910C00041000,2021-09-03 19:18:47,15.0,41.0,0.0,0.0,0.04,call,2021-09-10
UVXY210910C00042000,2021-09-03 19:22:36,148.0,42.0,0.0,0.0,0.04,call,2021-09-10
UVXY210910C00043000,2021-09-03 19:41:09,70.0,43.0,0.0,0.0,0.04,call,2021-09-10
UVXY210910C00044000,2021-09-03 19:53:13,32.0,44.0,0.0,0.0,0.04,call,2021-09-10
UVXY210910C00045000,2021-09-03 19:36:51,78.0,45.0,0.0,0.0,0.04,call,2021-09-10
UVXY210910C00046000,2021-09-03 19:41:13,10.0,46.0,0.0,0.0,0.04,call,2021-09-10
UVXY210910C00047000,2021-09-01 19:57:43,90.0,47.0,0.0,4.8,0.05,call,2021-09-10
UVXY210910C00048000,2021-08-30 18:30:10,1.0,48.0,0.0,0.1,0.1,call,2021-09-10
UVXY210910C00049000,2021-09-03 18:47:10,95.0,49.0,0.0,0.0,0.03,call,2021-09-10
UVXY210910C00050000,2021-09-03 19:30:06,28.0,50.0,0.0,0.0,0.03,call,2021-09-10
UVXY210910C00051000,2021-09-02 18:39:50,401.0,51.0,0.0,0.19,0.03,call,2021-09-10
UVXY210910C00052000,2021-09-02 15:25:59,100.0,52.0,0.0,0.4,0.03,call,2021-09-10
UVXY210910C00053000,2021-09-02 19:10:43,206.0,53.0,0.0,0.08,0.03,call,2021-09-10
UVXY210910C00054000,2021-08-31 15:16:21,80.0,54.0,0.0,0.08,0.07,call,2021-09-10
