strike,2021-04-16,2021-05-21,2021-08-20
1.0,0.5,1.0,1.09375
2.0,0.5,1.0,1.09375
3.0,0.5,1.0,1.09375
3.5,0.5,1.0,1.09375
4.0,0.5,1.0,0.84375
4.5,0.5,1.09375,0.71875
5.0,0.5,0.71875,0.78125
5.5,0.5,0.8125,0.78125
6.0,0.5,0.75,0.796875
7.0,0.5,0.84375,0.8515625
8.0,0.5,0.9375,0.84375
9.0,0.5,1.0625,0.90625
10.0,0.5,1.0625,0.953125
11.0,0.5,1.25,0.984375
12.0,0.5,1.25,1.0
13.0,0.5,1.375,1.0
14.0,0.5,1.0,1.03125
15.0,0.5,1.0,1.03125
16.0,0.5,1.625,1.09375
17.0,0.5,1.75,1.125
18.0,0.5,1.8125,1.1875
19.0,0.5,1.875,1.0
20.0,0.5,1.75,1.21875
