strike,2021-03-12,2021-03-19,2021-03-26,2021-04-01,2021-04-09,2021-04-16,2021-04-23,2021-05-21,2021-06-18,2021-07-16,2021-08-20
34.0,0.8837890625,0.263671875,0.35400390625,0.3326416015625,0.335693359375,0.3350830078125,0.21728515625,0.3399658203125,0.30609130859375,0.3118896484375,0.285797119140625
34.5,,0.41015625,0.40283203125,0.29296875,,,0.3338623046875,,,,
35.0,0.517578125,0.335693359375,0.31494140625,0.2978515625,0.2978515625,0.33843994140625,0.3033447265625,0.3082275390625,0.297393798828125,0.299835205078125,0.291900634765625
35.5,0.419921875,0.32958984375,0.3875732421875,0.272216796875,,,0.2587890625,,,,
36.0,,0.33203125,0.318603515625,0.3204345703125,0.30029296875,0.31646728515625,0.303955078125,0.306396484375,0.2984619140625,0.29083251953125,0.2923583984375
36.5,0.2880859375,0.318603515625,0.318603515625,0.30548095703125,0.3070068359375,,0.31341552734375,,,,
37.0,0.33203125,0.30517578125,0.311279296875,0.3192138671875,0.330810546875,0.3216552734375,0.3228759765625,0.31585693359375,0.306396484375,0.3070068359375,0.303192138671875
37.5,0.34912109375,0.322265625,0.323486328125,0.3179931640625,0.3125,,0.3314208984375,,,,
38.0,0.37353515625,0.316162109375,0.3155517578125,0.3167724609375,0.2972412109375,0.3192138671875,0.30242919921875,0.31494140625,0.300140380859375,0.29541015625,0.29998779296875
38.5,0.3759765625,0.3314208984375,0.3265380859375,0.3070068359375,0.30548095703125,,0.30914306640625,,,,
39.0,,0.32470703125,,0.333251953125,0.311279296875,0.31646728515625,0.313720703125,0.311279296875,0.29541015625,0.29693603515625,0.288848876953125
39.5,0.4638671875,0.333251953125,,0.3466796875,0.333251953125,,0.30120849609375,,,,
40.0,0.546875,0.355224609375,0.330810546875,0.33203125,0.3204345703125,0.3363037109375,0.33782958984375,0.316162109375,0.298614501953125,0.28839111328125,0.291900634765625
40.5,,,,,0.3045654296875,,0.3131103515625,,,,
41.0,0.6787109375,0.3759765625,0.361328125,0.3350830078125,0.3155517578125,0.322265625,0.32470703125,0.32989501953125,0.306396484375,0.2996826171875,
