strike,2021-05-14,2021-05-21,2021-05-28,2021-06-04,2021-06-11,2021-06-18,2021-06-25,2021-06-30,2021-07-16,2021-08-20,2021-09-17,2021-09-30,2021-11-19,2021-12-17,2021-12-31
130.0,0.5,0.5625,0.361328125,0.39453125,0.41796875,0.4921875,0.3154296875,0.4609375,0.3984375,0.294921875,0.3857421875,0.40625,0.4345703125,0.46533203125,0.3837890625
133.0,0.5,0.5625,0.361328125,0.39453125,0.41796875,0.4921875,0.3154296875,0.4609375,0.3984375,0.294921875,0.3857421875,0.40625,0.4296875,0.46533203125,0.3837890625
134.0,0.5,0.5625,0.361328125,0.39453125,0.41796875,0.4921875,0.3154296875,0.4609375,0.3984375,0.294921875,0.3857421875,0.40625,0.427734375,0.46533203125,0.3837890625
140.0,0.5,0.5625,0.361328125,0.39453125,0.41796875,0.4921875,0.3154296875,0.4609375,0.3984375,0.294921875,0.3857421875,0.40625,0.4443359375,0.46533203125,0.3837890625
145.0,0.5,0.5625,0.361328125,0.39453125,0.41796875,0.4921875,0.3154296875,0.4609375,0.3984375,0.294921875,0.3857421875,0.40625,0.392578125,0.46533203125,0.3837890625
149.0,0.5,0.5625,0.361328125,0.39453125,0.41796875,0.4921875,0.3154296875,0.4609375,0.3984375,0.294921875,0.3857421875,0.40625,0.413330078125,0.46533203125,0.3837890625
150.0,0.5,0.5625,0.361328125,0.39453125,0.41796875,0.4921875,0.3154296875,0.4609375,0.3984375,0.294921875,0.3857421875,0.40625,0.43408203125,0.3857421875,0.3837890625
151.0,0.5,0.5625,0.361328125,0.39453125,0.41796875,0.4921875,0.3154296875,0.4609375,0.3984375,0.294921875,0.3857421875,0.40625,0.42265625,0.462890625,0.3837890625
152.0,0.5,0.5625,0.361328125,0.39453125,0.41796875,0.4921875,0.3154296875,0.4609375,0.3984375,0.294921875,0.3857421875,0.40625,0.41123046875,0.416015625,0.3837890625
153.0,0.5,0.5625,0.361328125,0.39453125,0.41796875,0.4921875,0.3154296875,0.4609375,0.3984375,0.294921875,0.3857421875,0.40625,0.3998046875,0.458984375,0.3837890625
154.0,0.5,0.5625,0.361328125,0.39453125,0.41796875,0.4921875,0.3154296875,0.4609375,0.3984375,0.294921875,0.3857421875,0.40625,0.38837890625,0.45654296875,0.3837890625
155.0,0.5,0.5625,0.361328125,0.39453125,0.41796875,0.4921875,0.3154296875,0.4609375,0.3984375,0.294921875,0.3857421875,0.40625,0.376953125,0.3935546875,0.3837890625
