strike,2021-04-16,2021-05-21,2021-07-16
0.5,1.75,1.5,1.25
1.0,1.75,1.5,1.5
1.5,1.625,1.75,1.625
2.0,1.5,1.5,1.6875
2.5,1.75,1.25,1.75
3.0,1.75,1.25,1.75
3.5,1.75,1.25,1.75
5.0,1.75,1.25,1.75
