contractSymbol,lastTradeDate,strike,bid,ask,lastPrice,put_call,exp_date
MSFT210305C00212500,2021-02-26 19:15:14,212.5,21.0,22.0,21.22,call,2021-03-05
MSFT210305C00215000,2021-03-02 20:31:52,215.0,18.5,19.55,20.4,call,2021-03-05
MSFT210305C00217500,2021-03-02 18:28:57,217.5,16.05,17.05,17.7,call,2021-03-05
MSFT210305C00220000,2021-03-02 20:24:14,220.0,13.7,14.3,14.9,call,2021-03-05
MSFT210305C00222500,2021-03-02 17:59:06,222.5,11.2,11.85,12.65,call,2021-03-05
MSFT210305C00225000,2021-03-02 20:56:39,225.0,8.85,9.45,9.31,call,2021-03-05
MSFT210305C00227500,2021-03-02 20:57:10,227.5,6.8,7.2,7.14,call,2021-03-05
MSFT210305C00230000,2021-03-02 20:59:56,230.0,4.55,5.1,4.9,call,2021-03-05
MSFT210305C00232500,2021-03-02 20:59:36,232.5,2.83,3.2,2.97,call,2021-03-05
MSFT210305C00235000,2021-03-02 20:59:40,235.0,1.54,1.88,1.66,call,2021-03-05
MSFT210305C00237500,2021-03-02 20:59:49,237.5,0.76,1.04,0.86,call,2021-03-05
MSFT210305C00240000,2021-03-02 20:58:49,240.0,0.35,0.45,0.36,call,2021-03-05
MSFT210305C00242500,2021-03-02 20:59:47,242.5,0.17,0.2,0.17,call,2021-03-05
MSFT210305C00245000,2021-03-02 20:57:54,245.0,0.1,0.12,0.1,call,2021-03-05
MSFT210305C00247500,2021-03-02 20:58:49,247.5,0.05,0.06,0.05,call,2021-03-05
MSFT210305C00250000,2021-03-02 20:58:19,250.0,0.02,0.04,0.03,call,2021-03-05
MSFT210305C00252500,2021-03-02 20:58:19,252.5,0.02,0.03,0.03,call,2021-03-05
MSFT210305C00255000,2021-03-02 19:25:25,255.0,0.01,0.02,0.02,call,2021-03-05
MSFT210305P00212500,2021-03-02 20:48:54,212.5,0.06,0.17,0.09,put,2021-03-05
MSFT210305P00215000,2021-03-02 20:51:59,215.0,0.07,0.11,0.11,put,2021-03-05
MSFT210305P00217500,2021-03-02 20:22:53,217.5,0.1,0.25,0.12,put,2021-03-05
MSFT210305P00220000,2021-03-02 20:57:18,220.0,0.17,0.22,0.19,put,2021-03-05
MSFT210305P00222500,2021-03-02 20:59:45,222.5,0.17,0.35,0.27,put,2021-03-05
MSFT210305P00225000,2021-03-02 20:59:25,225.0,0.35,0.45,0.39,put,2021-03-05
MSFT210305P00227500,2021-03-02 20:58:30,227.5,0.44,0.68,0.65,put,2021-03-05
MSFT210305P00230000,2021-03-02 20:59:56,230.0,0.9,1.09,0.99,put,2021-03-05
MSFT210305P00232500,2021-03-02 20:58:57,232.5,1.53,1.82,1.68,put,2021-03-05
MSFT210305P00235000,2021-03-02 20:58:13,235.0,2.71,2.81,3.0,put,2021-03-05
MSFT210305P00237500,2021-03-02 20:55:00,237.5,4.15,4.65,4.39,put,2021-03-05
MSFT210305P00240000,2021-03-02 20:44:36,240.0,6.3,6.85,5.85,put,2021-03-05
MSFT210305P00242500,2021-03-02 20:59:15,242.5,8.55,9.15,9.0,put,2021-03-05
MSFT210305P00245000,2021-03-02 20:43:53,245.0,11.0,11.65,10.35,put,2021-03-05
MSFT210305P00247500,2021-03-02 20:07:23,247.5,13.45,14.15,11.55,put,2021-03-05
MSFT210305P00250000,2021-03-01 17:44:54,250.0,15.75,16.65,13.1,put,2021-03-05
MSFT210305P00252500,2021-03-02 14:30:00,252.5,18.1,19.15,18.85,put,2021-03-05
MSFT210305P00255000,2021-02-25 17:55:16,255.0,20.9,21.6,25.25,put,2021-03-05
MSFT210312C00212500,2021-02-25 20:44:16,212.5,21.15,23.05,18.7,call,2021-03-12
MSFT210312C00215000,2021-02-26 20:02:19,215.0,19.0,19.9,21.0,call,2021-03-12
MSFT210312C00217500,2021-02-26 17:11:11,217.5,16.6,17.65,18.2,call,2021-03-12
MSFT210312C00220000,2021-03-02 19:28:48,220.0,14.1,15.3,15.64,call,2021-03-12
MSFT210312C00222500,2021-03-02 17:05:05,222.5,11.85,13.0,12.83,call,2021-03-12
MSFT210312C00225000,2021-03-02 20:31:03,225.0,9.9,10.55,11.2,call,2021-03-12
MSFT210312C00227500,2021-03-02 20:18:24,227.5,7.85,8.5,8.17,call,2021-03-12
MSFT210312C00230000,2021-03-02 20:38:57,230.0,6.1,6.6,6.85,call,2021-03-12
MSFT210312C00232500,2021-03-02 20:52:43,232.5,4.5,5.1,4.78,call,2021-03-12
MSFT210312C00235000,2021-03-02 20:59:49,235.0,3.25,3.65,3.33,call,2021-03-12
MSFT210312C00237500,2021-03-02 20:59:40,237.5,2.22,2.47,2.19,call,2021-03-12
MSFT210312C00240000,2021-03-02 20:57:47,240.0,1.3,1.6,1.36,call,2021-03-12
MSFT210312C00242500,2021-03-02 20:58:47,242.5,0.82,1.0,0.83,call,2021-03-12
MSFT210312C00245000,2021-03-02 20:57:47,245.0,0.5,0.75,0.52,call,2021-03-12
MSFT210312C00247500,2021-03-02 20:27:01,247.5,0.22,0.38,0.37,call,2021-03-12
MSFT210312C00250000,2021-03-02 20:48:53,250.0,0.15,0.3,0.21,call,2021-03-12
MSFT210312C00252500,2021-03-02 20:52:10,252.5,0.11,0.18,0.14,call,2021-03-12
MSFT210312C00255000,2021-03-02 20:47:54,255.0,0.03,0.1,0.11,call,2021-03-12
MSFT210312P00212500,2021-03-02 20:40:37,212.5,0.42,0.68,0.45,put,2021-03-12
MSFT210312P00215000,2021-03-02 20:53:11,215.0,0.36,0.64,0.55,put,2021-03-12
