strike,2021-04-23,2021-04-30,2021-05-07,2021-05-14,2021-05-21,2021-05-28,2021-06-18,2021-09-17
10.0,0.5,0.875,0.65625,0.703125,0.71875,0.84375,0.8203125,0.78125
11.0,0.5,0.875,0.65625,0.703125,0.71875,0.84375,0.8203125,0.78125
12.0,0.5,0.875,0.65625,0.703125,0.71875,0.84375,0.8203125,0.78125
13.0,0.5,0.875,0.65625,0.703125,0.71875,0.84375,0.8203125,0.78125
14.0,0.5,0.875,0.65625,0.703125,0.71875,0.84375,0.8203125,0.78125
15.0,0.5,0.875,0.65625,0.703125,0.71875,0.84375,0.8203125,0.78125
16.0,0.5,0.875,0.65625,0.703125,0.71875,0.84375,0.8203125,0.784375
17.0,0.5,0.875,0.65625,0.703125,0.71875,0.84375,0.8203125,0.7875
18.0,0.5,0.875,0.65625,0.703125,0.71875,0.84375,0.8203125,0.790625
19.0,0.5,0.875,0.65625,0.703125,0.71875,0.84375,0.8203125,0.79375
20.0,0.5,0.875,0.65625,0.703125,0.71875,0.84375,0.734375,0.796875
21.0,0.5,0.875,0.65625,0.703125,0.759765625,0.84375,0.7421875,0.80224609375
21.5,0.5,0.875,0.65625,0.703125,0.80078125,0.84375,0.80078125,0.8076171875
22.0,0.5,0.875,0.65625,0.703125,0.841796875,0.84375,0.859375,0.81298828125
22.5,0.5,0.875,0.71875,0.78125,0.8828125,0.84375,0.796875,0.818359375
23.0,0.5,0.875,0.78125,0.859375,0.8984375,0.84375,0.734375,0.82373046875
23.5,0.5,0.875,0.84375,0.765625,0.9140625,0.84375,0.783203125,0.8291015625
24.0,0.5,0.875,0.625,0.8671875,0.9296875,0.84375,0.83203125,0.83447265625
25.0,0.875,0.875,0.9296875,0.8671875,0.9453125,0.84375,0.88671875,0.83984375
26.0,0.9375,0.859375,0.9453125,0.953125,0.9453125,0.84375,0.88671875,0.83984375
26.5,0.921875,0.828125,0.9375,0.9140625,0.9453125,0.84375,0.892578125,0.83984375
27.0,1.0,0.890625,0.9140625,0.890625,0.9453125,0.84375,0.8984375,0.83984375
27.5,1.0,0.875,0.90625,0.8359375,0.9453125,0.84375,0.87890625,0.83984375
28.0,1.03125,0.859375,0.9453125,0.9375,0.9453125,0.84375,0.859375,0.83984375
28.5,1.046875,0.87890625,0.98046875,0.93359375,0.9453125,0.84375,0.845703125,0.83984375
29.0,1.0625,0.8984375,1.015625,0.9296875,0.9453125,0.84375,0.83203125,0.83984375
29.5,1.125,0.90234375,1.015625,0.8984375,0.9453125,0.84375,0.8377278645833334,0.83984375
30.0,1.1875,0.90625,1.015625,0.9765625,0.9453125,0.8828125,0.8434244791666666,0.83984375
30.5,1.25,0.921875,1.0,0.953125,0.9515625,0.7734375,0.84912109375,0.8427734375
31.0,1.3125,0.9375,1.0078125,0.953125,0.9578125,0.9140625,0.8548177083333334,0.845703125
31.5,1.3125,0.9375,1.0078125,0.9296875,0.9640625,0.875,0.8605143229166666,0.8486328125
32.0,1.3125,0.9375,1.015625,0.9453125,0.9703125,0.86328125,0.8662109375,0.8515625
32.5,1.25,0.953125,1.0234375,0.96875,0.9765625,0.8125,0.8719075520833334,0.8544921875
33.0,1.375,0.96875,1.01171875,0.953125,0.9828125,0.8671875,0.8776041666666666,0.857421875
33.5,1.4375,0.9375,1.0,0.90625,0.9890625,0.84375,0.88330078125,0.8603515625
34.0,1.5,1.03125,1.03125,1.03125,0.9953125,0.9140625,0.8889973958333334,0.86328125
34.5,1.25,1.03125,1.046875,1.0,1.0015625,0.9375,0.8946940104166666,0.8662109375
35.0,1.0,1.03125,1.0625,1.046875,1.0078125,0.953125,0.900390625,0.869140625
35.5,1.375,1.03125,1.015625,0.96875,1.01328125,0.96875,0.9060872395833334,0.8658203125
36.0,1.75,1.03125,1.046875,1.0390625,1.01875,0.859375,0.9117838541666666,0.8625
36.5,1.0,1.078125,1.0625,0.921875,1.02421875,0.9375,0.91748046875,0.8591796875
37.0,1.875,1.125,1.09375,1.046875,1.0296875,0.9453125,0.9231770833333334,0.855859375
37.5,1.0,1.125,1.140625,1.046875,1.03515625,0.96875,0.9288736979166666,0.8525390625
38.0,1.5,1.1875,1.125,1.046875,1.040625,0.96875,0.9345703125,0.84921875
38.5,1.5,1.125,1.09375,1.03125,1.04609375,0.98046875,0.9402669270833334,0.8458984375
39.0,1.5,1.15,1.15625,1.0859375,1.0515625,0.9921875,0.9459635416666666,0.842578125
39.5,1.5,1.175,1.125,1.15625,1.05703125,1.00390625,0.95166015625,0.8392578125
40.0,1.5,1.2,1.21875,1.140625,1.0625,1.015625,0.9573567708333333,0.8359375
40.5,1.5,1.225,1.1875,1.0,1.06875,1.021875,0.9630533854166666,0.841796875
41.0,1.5,1.25,1.1875,1.109375,1.075,1.028125,0.96875,0.84765625
41.5,1.5,1.275,1.21875,1.119140625,1.08125,1.034375,0.9609375,0.853515625
42.0,1.5,1.3,1.21875,1.12890625,1.0875,1.040625,0.953125,0.859375
42.5,1.5,1.325,1.2395833333333333,1.138671875,1.09375,1.046875,0.970703125,0.865234375
43.0,1.5,1.35,1.2604166666666667,1.1484375,1.1,1.053125,0.98828125,0.87109375
43.5,1.5,1.375,1.28125,1.158203125,1.10625,1.059375,0.994140625,0.876953125
44.0,1.5,1.375,1.3020833333333333,1.16796875,1.1125,1.065625,1.0,0.8828125
44.5,1.5,1.25,1.3229166666666667,1.177734375,1.11875,1.071875,1.0078125,0.888671875
45.0,1.5,1.375,1.34375,1.1875,1.125,1.078125,1.015625,0.89453125
45.5,1.5,1.5,1.359375,1.196875,1.1328125,1.078125,1.02734375,0.89296875
46.0,1.5,1.5,1.375,1.20625,1.140625,1.078125,1.0390625,0.89140625
46.5,1.5,1.5,1.390625,1.215625,1.1484375,1.078125,1.03125,0.88984375
47.0,1.5,1.625,1.40625,1.225,1.15625,1.078125,1.0234375,0.88828125
47.5,1.5,1.5,1.421875,1.234375,1.1640625,1.078125,1.04296875,0.88671875
48.0,1.5,1.5,1.4375,1.24375,1.171875,1.078125,1.0625,0.88515625
48.5,1.5,1.5,1.453125,1.253125,1.1796875,1.078125,1.0625,0.88359375
49.0,1.5,1.5,1.46875,1.2625,1.1875,1.078125,1.0625,0.88203125
49.5,1.5,1.625,1.484375,1.271875,1.1953125,1.078125,1.0703125,0.88046875
50.0,1.5,1.75,1.5,1.28125,1.203125,1.078125,1.078125,0.87890625
51.0,1.5,1.625,1.5,1.28125,1.20625,1.078125,1.084375,0.88359375
51.5,1.5,1.0,1.5,1.28125,1.209375,1.078125,1.090625,0.88828125
52.0,1.5,1.75,1.5,1.28125,1.2125,1.078125,1.096875,0.89296875
52.5,1.5,1.75,1.5,1.28125,1.215625,1.078125,1.103125,0.89765625
55.0,1.5,1.5,1.5,1.28125,1.21875,1.078125,1.109375,0.90234375
60.0,1.5,1.9375,1.5,1.28125,1.25,1.078125,1.15625,0.93359375
65.0,1.5,1.9375,1.5,1.28125,1.3125,1.078125,1.1875,0.9375
70.0,1.5,1.9375,1.5,1.28125,1.3125,1.078125,1.21875,0.953125
75.0,1.5,1.9375,1.5,1.28125,1.3125,1.078125,1.234375,0.9609375
80.0,1.5,1.9375,1.5,1.28125,1.3125,1.078125,1.265625,0.97265625
85.0,1.5,1.9375,1.5,1.28125,1.3125,1.078125,1.25,0.96875
90.0,1.5,1.9375,1.5,1.28125,1.3125,1.078125,1.34375,1.015625
95.0,1.5,1.9375,1.5,1.28125,1.3125,1.078125,1.25,0.9140625
