contractSymbol,lastTradeDate,volume,strike,bid,ask,lastPrice,call_put,exp_date
IWM210319C00156000,2021-03-12 19:18:45,2.0,156.0,77.96,78.77,76.4,call,2021-03-19
IWM210319C00157000,2021-03-10 14:51:22,2.0,157.0,76.96,77.77,70.74,call,2021-03-19
IWM210319C00158000,2021-03-02 14:34:44,2.0,158.0,75.96,76.77,67.33,call,2021-03-19
IWM210319C00159000,2021-03-04 19:00:29,1.0,159.0,74.96,75.77,51.3,call,2021-03-19
IWM210319C00160000,2021-03-05 15:12:48,2.0,160.0,73.97,74.75,72.79,call,2021-03-19
IWM210319C00161000,2021-03-15 14:14:01,5.0,161.0,72.96,73.77,71.92,call,2021-03-19
IWM210319C00162000,2021-03-15 14:14:01,5.0,162.0,71.96,72.76,70.94,call,2021-03-19
IWM210319C00163000,2021-03-10 19:35:47,4.0,163.0,70.96,71.77,64.47,call,2021-03-19
IWM210319C00164000,2021-03-08 14:48:35,2.0,164.0,69.48,69.66,56.38,call,2021-03-19
IWM210319C00165000,2021-03-11 15:50:30,3.0,165.0,68.98,69.74,67.37,call,2021-03-19
IWM210319C00166000,2021-02-23 16:18:33,2.0,166.0,67.97,68.76,54.5,call,2021-03-19
IWM210319C00167000,2021-02-19 15:03:02,1.0,167.0,66.97,67.76,56.76,call,2021-03-19
IWM210319C00168000,2021-03-12 17:01:16,1.0,168.0,65.97,66.76,64.49,call,2021-03-19
IWM210319C00169000,2021-03-01 20:05:48,3.0,169.0,64.97,65.76,57.72,call,2021-03-19
IWM210319C00170000,2021-03-15 13:40:16,1.0,170.0,63.98,64.74,63.58,call,2021-03-19
IWM210319C00171000,2021-03-08 16:38:34,1.0,171.0,62.97,63.76,49.79,call,2021-03-19
IWM210319C00172000,2021-02-26 15:22:42,1.0,172.0,61.97,62.76,44.68,call,2021-03-19
IWM210319C00173000,2021-03-10 19:45:22,1.0,173.0,60.97,61.75,58.39,call,2021-03-19
IWM210319C00174000,2021-03-03 20:58:33,3.0,174.0,59.97,60.76,46.07,call,2021-03-19
IWM210319C00175000,2021-03-15 16:26:39,2.0,175.0,58.98,59.74,58.54,call,2021-03-19
IWM210319C00243000,2021-03-15 20:00:36,422.0,243.0,0.31,0.35,0.33,call,2021-03-19
IWM210319C00244000,2021-03-15 19:56:08,468.0,244.0,0.24,0.27,0.24,call,2021-03-19
IWM210319C00245000,2021-03-15 20:03:55,6878.0,245.0,0.16,0.22,0.2,call,2021-03-19
IWM210319C00246000,2021-03-15 20:12:15,199.0,246.0,0.12,0.18,0.17,call,2021-03-19
IWM210319C00247000,2021-03-15 20:11:51,140.0,247.0,0.1,0.15,0.11,call,2021-03-19
IWM210319C00248000,2021-03-15 19:09:44,343.0,248.0,0.07,0.12,0.07,call,2021-03-19
IWM210319C00249000,2021-03-15 19:35:26,203.0,249.0,0.06,0.1,0.07,call,2021-03-19
IWM210319C00250000,2021-03-15 20:03:23,594.0,250.0,0.04,0.08,0.07,call,2021-03-19
IWM210319C00255000,2021-03-15 20:12:24,411.0,255.0,0.01,0.02,0.02,call,2021-03-19
IWM210319C00260000,2021-03-15 19:12:51,44.0,260.0,0.0,0.04,0.01,call,2021-03-19
IWM210319C00265000,2021-03-15 17:13:49,52.0,265.0,0.0,0.03,0.01,call,2021-03-19
IWM210319C00270000,2021-03-12 20:47:56,11.0,270.0,0.0,0.05,0.01,call,2021-03-19
IWM210319C00275000,2021-03-04 18:37:17,1.0,275.0,0.0,0.05,0.01,call,2021-03-19
IWM210319C00280000,2021-03-11 16:29:05,2.0,280.0,0.0,0.05,0.01,call,2021-03-19
IWM210319C00285000,2021-03-08 18:50:01,1.0,285.0,0.0,0.01,0.01,call,2021-03-19
IWM210319C00290000,2021-02-26 15:02:31,1.0,290.0,0.0,0.05,0.01,call,2021-03-19
IWM210319C00295000,2021-02-26 15:41:48,1.0,295.0,0.0,0.05,0.01,call,2021-03-19
IWM210319C00300000,2021-03-02 16:20:27,1.0,300.0,0.0,0.05,0.01,call,2021-03-19
IWM210319C00305000,2021-03-02 21:01:27,1.0,305.0,0.0,0.05,0.01,call,2021-03-19
IWM210319C00310000,2021-03-05 15:41:39,7.0,310.0,0.0,0.01,0.01,call,2021-03-19
IWM210319P00150000,2021-03-15 13:44:01,5.0,150.0,0.0,0.01,0.01,put,2021-03-19
IWM210319P00151000,2021-03-05 20:55:02,64.0,151.0,0.0,0.03,0.02,put,2021-03-19
IWM210319P00152000,2021-03-03 19:28:18,9.0,152.0,0.0,0.06,0.03,put,2021-03-19
IWM210319P00153000,2021-03-03 16:12:27,100.0,153.0,0.0,0.06,0.03,put,2021-03-19
IWM210319P00154000,2021-03-05 15:09:31,10.0,154.0,0.0,0.06,0.04,put,2021-03-19
IWM210319P00155000,2021-03-08 15:10:14,1.0,155.0,0.0,0.04,0.02,put,2021-03-19
IWM210319P00156000,2021-03-04 20:17:54,5.0,156.0,0.0,0.06,0.05,put,2021-03-19
IWM210319P00157000,2021-03-12 19:38:51,2.0,157.0,0.0,0.06,0.01,put,2021-03-19
IWM210319P00158000,2021-03-05 15:22:29,4.0,158.0,0.0,0.06,0.01,put,2021-03-19
IWM210319P00159000,2021-03-09 16:06:29,9.0,159.0,0.0,0.06,0.01,put,2021-03-19
IWM210319P00160000,2021-03-15 17:16:55,1.0,160.0,0.0,0.01,0.01,put,2021-03-19
IWM210319P00161000,2021-03-10 18:55:51,1.0,161.0,0.0,0.04,0.01,put,2021-03-19
IWM210319P00162000,2021-03-15 17:16:49,1.0,162.0,0.0,0.04,0.01,put,2021-03-19
IWM210319P00163000,2021-03-15 17:16:01,10.0,163.0,0.0,0.04,0.01,put,2021-03-19
IWM210319P00164000,2021-03-08 20:24:40,2.0,164.0,0.0,0.04,0.01,put,2021-03-19
IWM210319P00165000,2021-03-15 13:54:04,2.0,165.0,0.0,0.04,0.01,put,2021-03-19
IWM210319P00166000,2021-03-05 16:57:11,11.0,166.0,0.0,0.04,0.14,put,2021-03-19
IWM210319P00167000,2021-03-08 20:24:33,1.0,167.0,0.0,0.04,0.04,put,2021-03-19
IWM210319P00168000,2021-03-12 20:03:00,12.0,168.0,0.0,0.04,0.01,put,2021-03-19
IWM210319P00169000,2021-03-12 19:41:16,2.0,169.0,0.0,0.04,0.01,put,2021-03-19
IWM210319P00237000,2021-03-15 20:08:44,98.0,237.0,4.13,4.34,4.15,put,2021-03-19
IWM210319P00238000,2021-03-15 19:40:35,321.0,238.0,4.74,4.99,5.54,put,2021-03-19
IWM210319P00239000,2021-03-15 18:47:55,283.0,239.0,5.47,5.71,5.6,put,2021-03-19
IWM210319P00240000,2021-03-15 20:12:24,429.0,240.0,6.22,6.46,6.35,put,2021-03-19
IWM210319P00241000,2021-03-15 15:57:02,85.0,241.0,7.04,7.33,7.99,put,2021-03-19
IWM210319P00242000,2021-03-15 13:53:22,3.0,242.0,7.9,8.21,9.43,put,2021-03-19
IWM210319P00243000,2021-02-24 16:00:07,1.0,243.0,8.8,9.1,9.9,put,2021-03-19
IWM210319P00244000,2021-03-12 16:37:18,10.0,244.0,9.72,10.03,11.83,put,2021-03-19
IWM210319P00245000,2021-03-15 19:35:39,21.0,245.0,10.66,10.98,11.72,put,2021-03-19
IWM210319P00247000,2021-03-12 18:18:08,2823.0,247.0,12.58,12.91,14.8,put,2021-03-19
IWM210319P00249000,2021-03-02 14:40:17,1.0,249.0,14.54,14.88,31.26,put,2021-03-19
IWM210319P00250000,2021-03-15 19:17:10,17.0,250.0,15.52,15.86,16.73,put,2021-03-19
IWM210319P00255000,2021-02-16 19:45:41,5.0,255.0,20.48,20.83,29.19,put,2021-03-19
IWM210319P00260000,2021-03-15 13:35:41,6.0,260.0,25.27,26.02,26.8,put,2021-03-19
IWM210319P00265000,2021-03-02 15:11:19,1.0,265.0,30.27,31.02,38.79,put,2021-03-19
IWM210319P00270000,2021-02-19 20:03:57,1.0,270.0,35.26,36.02,42.15,put,2021-03-19
IWM210319P00275000,2021-02-24 20:30:44,,275.0,40.26,41.02,48.38,put,2021-03-19
IWM210319P00285000,2021-02-08 18:27:09,,285.0,57.24,57.54,59.17,put,2021-03-19
IWM210319P00290000,2021-02-26 16:46:56,24.0,290.0,55.26,56.02,70.91,put,2021-03-19
IWM210319P00300000,2021-02-26 16:50:08,1.0,300.0,65.26,66.02,67.15,put,2021-03-19
IWM210319P00305000,2021-02-16 14:32:00,1.0,305.0,70.25,71.03,75.93,put,2021-03-19
IWM210319P00310000,2021-03-10 17:05:40,1.0,310.0,75.25,76.03,81.87,put,2021-03-19
IWM210326C00207500,2021-03-05 15:33:02,5.0,207.5,26.76,27.43,15.05,call,2021-03-26
IWM210326C00208000,2021-03-09 20:28:02,1.0,208.0,26.27,26.94,18.44,call,2021-03-26
IWM210326C00209000,2021-03-15 15:40:02,4.0,209.0,25.38,25.97,23.64,call,2021-03-26
IWM210326C00210000,2021-03-15 14:24:27,1.0,210.0,24.41,25.0,24.02,call,2021-03-26
IWM210326C00211000,2021-03-11 14:30:01,1.0,211.0,23.61,23.95,23.06,call,2021-03-26
IWM210326C00212000,2021-03-12 21:05:52,4.0,212.0,22.65,22.99,22.57,call,2021-03-26
IWM210326C00212500,2021-03-05 14:58:25,1.0,212.5,22.2,22.51,7.3,call,2021-03-26
IWM210326C00213000,2021-03-12 18:57:27,1.0,213.0,21.71,22.04,20.15,call,2021-03-26
IWM210326C00214000,2021-03-10 21:04:27,4.0,214.0,20.76,21.09,15.28,call,2021-03-26
IWM210326C00215000,2021-03-12 20:39:22,1.0,215.0,19.81,20.14,19.38,call,2021-03-26
IWM210326C00216000,2021-03-15 14:08:55,3.0,216.0,18.88,19.21,17.08,call,2021-03-26
IWM210326C00217000,2021-03-12 20:53:20,6.0,217.0,17.96,18.26,17.81,call,2021-03-26
IWM210326C00217500,2021-03-11 20:17:03,2.0,217.5,17.5,17.8,15.41,call,2021-03-26
IWM210326C00218000,2021-03-12 20:34:46,1.0,218.0,17.05,17.33,16.56,call,2021-03-26
IWM210326C00219000,2021-03-12 19:42:48,12.0,219.0,16.14,16.42,15.38,call,2021-03-26
IWM210326C00220000,2021-03-15 20:10:48,52.0,220.0,15.23,15.52,15.38,call,2021-03-26
IWM210326C00221000,2021-03-12 20:14:07,13.0,221.0,14.32,14.64,13.57,call,2021-03-26
IWM210326C00222000,2021-03-15 19:27:50,36.0,222.0,13.46,13.73,12.63,call,2021-03-26
IWM210326C00222500,2021-03-12 20:44:00,4.0,222.5,13.0,13.31,12.98,call,2021-03-26
IWM210326C00223000,2021-03-15 16:10:02,17.0,223.0,12.57,12.88,12.45,call,2021-03-26
IWM210326C00242500,2021-03-15 20:00:44,368.0,242.5,1.1,1.17,1.17,call,2021-03-26
IWM210326C00243000,2021-03-15 19:34:12,75.0,243.0,1.0,1.09,0.89,call,2021-03-26
IWM210326C00244000,2021-03-15 18:08:17,8.0,244.0,0.81,0.91,0.86,call,2021-03-26
IWM210326C00245000,2021-03-15 20:05:10,441.0,245.0,0.68,0.75,0.75,call,2021-03-26
IWM210326C00246000,2021-03-15 20:07:11,52.0,246.0,0.56,0.63,0.63,call,2021-03-26
IWM210326C00247000,2021-03-15 19:21:18,18.0,247.0,0.46,0.52,0.42,call,2021-03-26
IWM210326C00247500,2021-03-15 19:33:34,11.0,247.5,0.42,0.49,0.39,call,2021-03-26
IWM210326C00248000,2021-03-15 14:26:09,35.0,248.0,0.38,0.45,0.47,call,2021-03-26
IWM210326C00249000,2021-03-15 18:47:19,3.0,249.0,0.32,0.38,0.36,call,2021-03-26
IWM210326C00250000,2021-03-15 19:21:18,100.0,250.0,0.27,0.33,0.3,call,2021-03-26
IWM210326C00252500,2021-03-15 19:33:34,7.0,252.5,0.18,0.23,0.19,call,2021-03-26
IWM210326C00255000,2021-03-15 19:24:27,18.0,255.0,0.12,0.16,0.15,call,2021-03-26
IWM210326C00257500,2021-03-11 19:34:49,1.0,257.5,0.08,0.12,0.12,call,2021-03-26
IWM210326C00260000,2021-03-15 19:33:06,4.0,260.0,0.05,0.09,0.05,call,2021-03-26
IWM210326C00262500,2021-03-11 19:34:49,1.0,262.5,0.03,0.07,0.08,call,2021-03-26
IWM210326C00265000,2021-03-12 20:24:31,1.0,265.0,0.02,0.06,0.06,call,2021-03-26
IWM210326C00270000,2021-03-11 16:31:30,1.0,270.0,0.0,0.05,0.01,call,2021-03-26
IWM210326C00275000,2021-03-03 17:05:34,1.0,275.0,0.0,0.04,0.02,call,2021-03-26
IWM210326C00285000,2021-02-24 17:25:33,,285.0,0.0,0.04,0.06,call,2021-03-26
IWM210326C00290000,2021-03-15 04:01:32,,290.0,,0.03,0.01,call,2021-03-26
IWM210326P00202000,2021-03-15 16:14:18,68.0,202.0,0.22,0.26,0.26,put,2021-03-26
IWM210326P00202500,2021-03-12 19:16:04,1.0,202.5,0.23,0.27,0.38,put,2021-03-26
IWM210326P00203000,2021-03-15 16:13:08,5.0,203.0,0.24,0.28,0.31,put,2021-03-26
IWM210326P00204000,2021-03-15 16:07:36,15.0,204.0,0.26,0.31,0.33,put,2021-03-26
IWM210326P00205000,2021-03-15 20:10:20,70.0,205.0,0.29,0.32,0.32,put,2021-03-26
IWM210326P00206000,2021-03-15 16:48:52,75.0,206.0,0.32,0.36,0.39,put,2021-03-26
IWM210326P00207000,2021-03-15 19:28:51,53.0,207.0,0.34,0.4,0.43,put,2021-03-26
IWM210326P00207500,2021-03-15 20:00:44,417.0,207.5,0.37,0.41,0.39,put,2021-03-26
IWM210326P00208000,2021-03-15 19:05:07,205.0,208.0,0.39,0.43,0.45,put,2021-03-26
IWM210326P00209000,2021-03-15 19:23:45,19.0,209.0,0.41,0.47,0.51,put,2021-03-26
IWM210326P00210000,2021-03-15 20:09:53,244.0,210.0,0.43,0.51,0.49,put,2021-03-26
