strike,2021-04-30,2021-05-07,2021-05-14,2021-05-21,2021-05-28,2021-06-18,2021-09-17
0.5,1.375,1.375,1.0,1.5,1.75,1.0,1.375
1.0,1.375,1.375,1.0,1.5,1.75,1.0,1.375
2.0,1.375,1.375,1.0,1.5,1.75,1.25,1.3125
2.5,1.375,1.375,1.0,1.25,1.25,1.25,1.390625
3.0,1.375,1.375,1.0,1.0,1.125,1.25,1.46875
3.5,1.375,1.375,1.125,1.15625,1.21875,1.34375,1.5
4.0,1.375,1.375,1.28125,1.3125,1.40625,1.4375,1.53125
4.5,1.375,1.375,1.4375,1.4375,1.5,1.53125,1.5859375
5.0,1.375,1.375,1.59375,1.5625,1.5625,1.625,1.640625
5.5,1.375,1.5,1.5625,1.6875,1.875,1.671875,1.6875
6.0,1.375,1.5625,1.703125,1.8125,1.75,1.71875,1.734375
6.5,1.375,1.875,1.84375,1.78125,1.71875,1.828125,1.7734375
7.0,1.375,1.9375,1.9375,1.75,1.734375,1.9375,1.8125
7.5,1.375,1.6875,1.90625,1.84375,1.75,1.90625,1.828125
8.0,1.375,1.7083333333333333,1.875,1.9375,1.90625,1.875,1.84375
8.5,1.375,1.7291666666666667,1.8958333333333333,1.9375,1.59375,1.90625,1.859375
9.0,1.375,1.75,1.9166666666666667,1.9375,1.59375,1.9375,1.875
9.5,1.375,1.875,1.9375,1.9375,1.59375,1.9375,1.890625
10.0,1.375,1.75,1.9375,1.9375,1.59375,1.9375,1.90625
10.5,1.375,1.75,1.9375,1.9375,1.59375,1.9375,1.921875
11.0,1.375,1.75,1.9375,1.9375,1.59375,1.9375,1.9375
11.5,1.375,1.75,1.9375,1.9375,1.59375,1.9375,1.828125
12.0,1.375,1.75,1.9375,1.9375,1.59375,1.9375,1.71875
12.5,1.375,1.75,1.9375,1.9375,1.59375,1.9375,1.7421875
13.0,1.375,1.75,1.9375,1.9375,1.59375,1.9375,1.765625
13.5,1.375,1.75,1.9375,1.9375,1.59375,1.9375,1.7890625
14.0,1.375,1.75,1.9375,1.9375,1.59375,1.9375,1.8125
14.5,1.375,1.75,1.9375,1.9375,1.59375,1.9375,1.8359375
15.0,1.375,1.75,1.9375,1.9375,1.59375,1.9375,1.859375
15.5,1.375,1.75,1.9375,1.9375,1.59375,1.9375,1.8828125
16.0,1.375,1.75,1.9375,1.9375,1.59375,1.9375,1.90625
17.0,1.375,1.75,1.9375,1.9375,1.59375,1.9375,1.90625
18.0,1.375,1.75,1.9375,1.9375,1.59375,1.9375,1.90625
