,AAPL,APHA,BAC,C,DT,GE,HEXO,IWM,JPM,MS,MSFT,NXTD,PLUG,TD,TLRY,TSLA,UAMY,USB,UVXY,XLE,XLV
AAPL,0.12387665302627465,0.04173219696214891,0.013296196513155402,0.018932893589900978,0.08735782763911946,-0.0007948858211241647,0.05335078538394744,0.03624606668524316,0.009759847594145974,0.024592841843384255,0.07051117991813725,0.1141194704015569,0.11036684860205793,0.01753645217772623,0.056312838878104024,0.12853658915360142,0.05949764411620187,0.008921184030659399,-0.17554499609278748,0.016824180542171583,0.024328475635206813
APHA,0.04173219696214891,1.016352533617913,0.08056295898618272,0.10555995031318047,0.09096336250817445,0.10960147496725889,0.7235524901047939,0.09623717997908952,0.07084091841135343,0.090278694152526,0.02847537754628048,0.20416569332566104,0.27666574702994695,0.05830006682884488,1.1222697122276941,0.17504913564807137,0.40656043256585317,0.07486642025828433,-0.23567908398302675,0.11552145610689205,0.03280182554224135
BAC,0.013296196513155402,0.08056295898618272,0.15589748456024027,0.1619194339281333,0.004458866064987116,0.11947748545945965,0.10805727524251145,0.07842692427927662,0.12562224892792043,0.11622785259308466,0.011480732824480942,0.06563621266132359,0.09216459025048578,0.08009968847651495,0.12277978392760161,0.03325856571568151,0.02784138732702837,0.15096138682822927,-0.17438411609624072,0.12556402718662388,0.023973497990496653
C,0.018932893589900978,0.10555995031318047,0.1619194339281333,0.2103654030701162,0.011485615475349452,0.1391173214872187,0.13770794956140248,0.09246180785786735,0.13478843023745302,0.1340353630597472,0.01720263198955784,0.09720018764677195,0.13636280553779861,0.09611847293797124,0.1453946608156237,0.04247795778388065,0.0378224058290136,0.16073944139943855,-0.21556065286377074,0.14454606415124358,0.025327582899345273
DT,0.08735782763911946,0.09096336250817445,0.004458866064987116,0.011485615475349452,0.29447796089263417,-0.02689100560183395,0.08063815563751167,0.05324300536660795,0.0015955426535116679,0.02061070084417465,0.08759114774615431,0.2516085823375184,0.17230694998336998,0.01767818266396322,0.12150452550260729,0.15491294862869562,0.09076792267714406,0.0022960278406754706,-0.27087121741685793,0.026986317037093626,0.03309797446573355
GE,-0.0007948858211241647,0.10960147496725889,0.11947748545945965,0.1391173214872187,-0.02689100560183395,0.23222905804209576,0.1603512199632318,0.07699612451970883,0.1013660336670791,0.11095205085787264,-0.004171810787524795,0.07740449953465517,0.08235678352859599,0.07508132178400853,0.1305475522016248,0.017095524925859144,0.011024317745745445,0.12224625014750289,-0.17239334075869006,0.12775120785655264,0.02275531111917642
HEXO,0.05335078538394744,0.7235524901047939,0.10805727524251145,0.13770794956140248,0.08063815563751167,0.1603512199632318,1.302393790203584,0.11219697188288988,0.08730556052520597,0.09958356012266646,0.029365584191633376,0.2209564249356563,0.29070511313799335,0.08192329789687383,0.9765788636646122,0.11949462441955745,0.2899384760408023,0.10608623555245096,-0.29014788899954536,0.11634158721824858,0.03086255806196227
IWM,0.03624606668524316,0.09623717997908952,0.07842692427927662,0.09246180785786735,0.05324300536660795,0.07699612451970883,0.11219697188288988,0.07896598041648908,0.06513547273735562,0.0721508495612463,0.030428606839714288,0.12301512722270673,0.14224630914534583,0.05447091976962604,0.11908024861414104,0.07931180669514772,0.06222759839786624,0.08119978371018499,-0.20008632329334602,0.08854441140630032,0.02731964251850608
JPM,0.009759847594145974,0.07084091841135343,0.12562224892792043,0.13478843023745302,0.0015955426535116679,0.1013660336670791,0.08730556052520597,0.06513547273735562,0.11714845813100952,0.10273756516786689,0.00925482968543657,0.04220190454714472,0.08782212610091475,0.06837768402720219,0.1052907793180472,0.028060826967841523,0.03401515526110708,0.12948927649068853,-0.146240322411151,0.10561520683813914,0.021456780197306482
MS,0.024592841843384255,0.090278694152526,0.11622785259308466,0.1340353630597472,0.02061070084417465,0.11095205085787264,0.09958356012266646,0.0721508495612463,0.10273756516786689,0.12877314159267397,0.017836015964095363,0.08578303439089396,0.09733486621296009,0.07228510568636548,0.11179623239147728,0.05120122603475138,0.026855618815167178,0.11836784905869639,-0.17283261869367583,0.10752451801360062,0.024768929101059635
MSFT,0.07051117991813725,0.02847537754628048,0.011480732824480942,0.01720263198955784,0.08759114774615431,-0.004171810787524795,0.029365584191633376,0.030428606839714288,0.00925482968543657,0.017836015964095363,0.08010250218580509,0.13242132282563648,0.08693327539563797,0.015349307016951226,0.044008632622982796,0.10552610237126026,0.040391847889315866,0.007057498270254483,-0.156763447999445,0.018320630148512256,0.026380273570855057
NXTD,0.1141194704015569,0.20416569332566104,0.06563621266132359,0.09720018764677195,0.2516085823375184,0.07740449953465517,0.2209564249356563,0.12301512722270673,0.04220190454714472,0.08578303439089396,0.13242132282563648,3.081913441564563,0.39229996906285974,0.03861979960394764,0.22442159353920238,0.28803181557674545,0.11222566157656252,0.05431433008167061,-0.5445010397439444,0.0972433758076118,0.050892513209113595
PLUG,0.11036684860205793,0.27666574702994695,0.09216459025048578,0.13636280553779861,0.17230694998336998,0.08235678352859599,0.29070511313799335,0.14224630914534583,0.08782212610091475,0.09733486621296009,0.08693327539563797,0.39229996906285974,1.0662888692683772,0.05348858010434031,0.3645869663116101,0.2870208002110295,0.4054906966101303,0.09298175274680522,-0.4472822629847793,0.10001126749545558,0.04272035153100048
TD,0.01753645217772623,0.05830006682884488,0.08009968847651495,0.09611847293797124,0.01767818266396322,0.07508132178400853,0.08192329789687383,0.05447091976962604,0.06837768402720219,0.07228510568636548,0.015349307016951226,0.03861979960394764,0.05348858010434031,0.06936496178324063,0.058721144752590354,0.04695140253382544,0.031543802259362805,0.0843567112577243,-0.14023035339358456,0.07977340205543859,0.01853414280785111
TLRY,0.056312838878104024,1.1222697122276941,0.12277978392760161,0.1453946608156237,0.12150452550260729,0.1305475522016248,0.9765788636646122,0.11908024861414104,0.1052907793180472,0.11179623239147728,0.044008632622982796,0.22442159353920238,0.3645869663116101,0.058721144752590354,2.0328585986828323,0.16229386453096425,0.61200805252437,0.11846549745824485,-0.3185406289301244,0.14297450583902252,0.03151251771233143
TSLA,0.12853658915360142,0.17504913564807137,0.03325856571568151,0.04247795778388065,0.15491294862869562,0.017095524925859144,0.11949462441955745,0.07931180669514772,0.028060826967841523,0.05120122603475138,0.10552610237126026,0.28803181557674545,0.2870208002110295,0.04695140253382544,0.16229386453096425,0.5476202863601166,0.167990553472956,0.028074153382250687,-0.2878810411078057,0.04315070715560477,0.04180856829476182
UAMY,0.05949764411620187,0.40656043256585317,0.02784138732702837,0.0378224058290136,0.09076792267714406,0.011024317745745445,0.2899384760408023,0.06222759839786624,0.03401515526110708,0.026855618815167178,0.040391847889315866,0.11222566157656252,0.4054906966101303,0.031543802259362805,0.61200805252437,0.167990553472956,2.222268641220498,0.03900366430933671,-0.10878368367428741,0.07518903715937462,0.027152991461005957
USB,0.008921184030659399,0.07486642025828433,0.15096138682822927,0.16073944139943855,0.0022960278406754706,0.12224625014750289,0.10608623555245096,0.08119978371018499,0.12948927649068853,0.11836784905869639,0.007057498270254483,0.05431433008167061,0.09298175274680522,0.0843567112577243,0.11846549745824485,0.028074153382250687,0.03900366430933671,0.17387700990483312,-0.17428018019677835,0.1280565038256239,0.024688431853241075
UVXY,-0.17554499609278748,-0.23567908398302675,-0.17438411609624072,-0.21556065286377074,-0.27087121741685793,-0.17239334075869006,-0.29014788899954536,-0.20008632329334602,-0.146240322411151,-0.17283261869367583,-0.156763447999445,-0.5445010397439444,-0.4472822629847793,-0.14023035339358456,-0.3185406289301244,-0.2878810411078057,-0.10878368367428741,-0.17428018019677835,1.1154181288730318,-0.214142162178705,-0.11305993005809718
XLE,0.016824180542171583,0.11552145610689205,0.12556402718662388,0.14454606415124358,0.026986317037093626,0.12775120785655264,0.11634158721824858,0.08854441140630032,0.10561520683813914,0.10752451801360062,0.018320630148512256,0.0972433758076118,0.10001126749545558,0.07977340205543859,0.14297450583902252,0.04315070715560477,0.07518903715937462,0.1280565038256239,-0.214142162178705,0.18543298422369853,0.03040898302003729
XLV,0.024328475635206813,0.03280182554224135,0.023973497990496653,0.025327582899345273,0.03309797446573355,0.02275531111917642,0.03086255806196227,0.02731964251850608,0.021456780197306482,0.024768929101059635,0.026380273570855057,0.050892513209113595,0.04272035153100048,0.01853414280785111,0.03151251771233143,0.04180856829476182,0.027152991461005957,0.024688431853241075,-0.11305993005809718,0.03040898302003729,0.027941069638534828
