,AAPL,APHA,BAC,C,DT,GE,HEXO,IWM,JPM,MS,MSFT,NXTD,PLUG,TD,TLRY,TSLA,UAMY,USB,UVXY,XLE,XLV
AAPL,1.0,0.11761272976437355,0.09567823163279914,0.11728301022683936,0.4573837129946335,-0.004686533637970075,0.13282350221552294,0.36647650566908313,0.08101771980804255,0.19471586574250804,0.7078483262345984,0.18469485503035415,0.30367320472349185,0.18918074358993833,0.1122171164655861,0.4935058167390299,0.1133983562301474,0.060786436631323104,-0.4722531610947807,0.11100580611052231,0.41352203143300914
APHA,0.11761272976437355,1.0,0.2023921519102441,0.2282915473080076,0.166271540388988,0.22559835644549858,0.6288929076541432,0.33970401939445843,0.2053022492293351,0.2495458983314537,0.09979855719356978,0.11535870240367575,0.2657637658870806,0.21957191512595936,0.7807670371070365,0.234637822478268,0.27052327956522965,0.1780917490427447,-0.22135024400447897,0.2661012860817523,0.1946499576359511
BAC,0.09567823163279914,0.2023921519102441,1.0,0.8941127018675536,0.020810306408058716,0.627925672800537,0.23980779725598658,0.7068473164280948,0.9295627704530063,0.8203100163464484,0.10273703201405328,0.09469209847192733,0.22605134990807427,0.7702668321576656,0.2180990256103671,0.11382671391800513,0.04730129592442232,0.9169069009393539,-0.4181850675409395,0.7385028719678369,0.36323721658839186
C,0.11728301022683936,0.2282915473080076,0.8941127018675536,1.0,0.04614670700552631,0.6294130869091541,0.2630877913263152,0.717389814745904,0.8586124245195059,0.814365920646256,0.13252099837611567,0.12071735924380228,0.2879196671557441,0.7957004952280979,0.22233493853606848,0.12515168655093242,0.05531764881759867,0.8404545152782013,-0.4450035570750509,0.7318559677882926,0.3303581863911605
DT,0.4573837129946335,0.166271540388988,0.020810306408058716,0.04614670700552631,1.0,-0.10283059867996441,0.1302096072614019,0.3491532969298616,0.008590406823485167,0.10584094666776567,0.5703097250054978,0.26411242553422765,0.30749563737932384,0.1236918664250363,0.1570407893857892,0.38576387702558074,0.1122038396093931,0.01014681330364799,-0.47262600261614873,0.11548450729035684,0.3648828942907735
GE,-0.004686533637970075,0.22559835644549858,0.627925672800537,0.6294130869091541,-0.10283059867996441,1.0,0.29156999519863647,0.5685786787707341,0.6145622567754451,0.6416000784900273,-0.030587450619072087,0.09149507304933352,0.16550215709625832,0.5915664747172565,0.19000142898475367,0.047938495081006456,0.015345998903375973,0.6083537427613288,-0.33872196186734205,0.6156207375519243,0.2824899381543036
HEXO,0.13282350221552294,0.6288929076541432,0.23980779725598658,0.2630877913263152,0.1302096072614019,0.29156999519863647,1.0,0.34985651156385295,0.22351283035655237,0.24316655628103628,0.09091686361910153,0.11028723723704423,0.24668575647479854,0.2725625557290511,0.6001814612297924,0.1414938116821067,0.17042622113718703,0.22292911853477218,-0.24072955185068573,0.23673928534611285,0.1617853704542824
IWM,0.36647650566908313,0.33970401939445843,0.7068473164280948,0.717389814745904,0.3491532969298616,0.5685786787707341,0.34985651156385295,1.0,0.677219204260888,0.7154985991005464,0.3825947547448569,0.2493608592152578,0.4902115649853572,0.7359945815711595,0.2972118570145927,0.381397694231255,0.14854729414938805,0.6929689490420785,-0.6741841507563393,0.7317245826961839,0.5816121661006671
JPM,0.08101771980804255,0.2053022492293351,0.9295627704530063,0.8586124245195059,0.008590406823485167,0.6145622567754451,0.22351283035655237,0.677219204260888,1.0,0.8364660811967585,0.09553821024886028,0.07023499306904972,0.2484838803767075,0.7585356956217898,0.21575877423883683,0.1107879211646376,0.06666622906316995,0.907286469517756,-0.40455725885747806,0.7165799817770574,0.3750375474843375
MS,0.19471586574250804,0.2495458983314537,0.8203100163464484,0.814365920646256,0.10584094666776567,0.6416000784900273,0.24316655628103628,0.7154985991005464,0.8364660811967585,1.0,0.175615225479501,0.1361690916523569,0.2626747653072092,0.76483208620017,0.21850477733908946,0.19280928802815075,0.05020237223097809,0.7910428851395593,-0.45603084174444175,0.6958271419770871,0.4129268000351755
MSFT,0.7078483262345984,0.09979855719356978,0.10273703201405328,0.13252099837611567,0.5703097250054978,-0.030587450619072087,0.09091686361910153,0.3825947547448569,0.09553821024886028,0.175615225479501,1.0,0.2665168442240975,0.2974579385051823,0.20591863752492803,0.10905893395646378,0.5038451616238451,0.09573536600984844,0.059800753683172836,-0.5244485832532945,0.15032245932786042,0.5576153749030048
NXTD,0.18469485503035415,0.11535870240367575,0.09469209847192733,0.12071735924380228,0.26411242553422765,0.09149507304933352,0.11028723723704423,0.2493608592152578,0.07023499306904972,0.1361690916523569,0.2665168442240975,1.0,0.21640665765638156,0.08352754590998575,0.0896604342165026,0.22171265336591994,0.04288285354575192,0.07419645011020881,-0.2936768041917955,0.1286341599541246,0.17342917799691998
PLUG,0.30367320472349185,0.2657637658870806,0.22605134990807427,0.2879196671557441,0.30749563737932384,0.16550215709625832,0.24668575647479854,0.4902115649853572,0.2484838803767075,0.2626747653072092,0.2974579385051823,0.21640665765638156,1.0,0.1966769912342165,0.24763391030451443,0.37560915494353275,0.26341783595286544,0.21594303906427664,-0.4101336369736043,0.22491478216891692,0.2475003776603122
TD,0.18918074358993833,0.21957191512595936,0.7702668321576656,0.7957004952280979,0.1236918664250363,0.5915664747172565,0.2725625557290511,0.7359945815711595,0.7585356956217898,0.76483208620017,0.20591863752492803,0.08352754590998575,0.1966769912342165,1.0,0.15637627087078051,0.24090107077077616,0.08034256391739204,0.7681189554761699,-0.5041422594168454,0.70338733476483,0.4209988557540625
TLRY,0.1122171164655861,0.7807670371070365,0.2180990256103671,0.22233493853606848,0.1570407893857892,0.19000142898475367,0.6001814612297924,0.2972118570145927,0.21575877423883683,0.21850477733908946,0.10905893395646378,0.0896604342165026,0.24763391030451443,0.15637627087078051,1.0,0.15381856386235443,0.28794216911081566,0.19925866455162788,-0.2115399504351464,0.2328689177620069,0.13222330346828956
TSLA,0.4935058167390299,0.234637822478268,0.11382671391800513,0.12515168655093242,0.38576387702558074,0.047938495081006456,0.1414938116821067,0.381397694231255,0.1107879211646376,0.19280928802815075,0.5038451616238451,0.22171265336591994,0.37560915494353275,0.24090107077077616,0.15381856386235443,1.0,0.15228138497156496,0.09097997700658383,-0.36834472197938883,0.13541122268808645,0.33799012971964265
UAMY,0.1133983562301474,0.27052327956522965,0.04730129592442232,0.05531764881759867,0.1122038396093931,0.015345998903375973,0.17042622113718703,0.14854729414938805,0.06666622906316995,0.05020237223097809,0.09573536600984844,0.04288285354575192,0.26341783595286544,0.08034256391739204,0.28794216911081566,0.15228138497156496,1.0,0.06274600061447311,-0.06909500182218924,0.11712854562188808,0.10896772658368113
USB,0.060786436631323104,0.1780917490427447,0.9169069009393539,0.8404545152782013,0.01014681330364799,0.6083537427613288,0.22292911853477218,0.6929689490420785,0.907286469517756,0.7910428851395593,0.059800753683172836,0.07419645011020881,0.21594303906427664,0.7681189554761699,0.19925866455162788,0.09097997700658383,0.06274600061447311,1.0,-0.3957382867864806,0.7131601460326721,0.35420191922134603
UVXY,-0.4722531610947807,-0.22135024400447897,-0.4181850675409395,-0.4450035570750509,-0.47262600261614873,-0.33872196186734205,-0.24072955185068573,-0.6741841507563393,-0.40455725885747806,-0.45603084174444175,-0.5244485832532945,-0.2936768041917955,-0.4101336369736043,-0.5041422594168454,-0.2115399504351464,-0.36834472197938883,-0.06909500182218924,-0.3957382867864806,1.0,-0.4708578770716957,-0.6404251065353703
XLE,0.11100580611052231,0.2661012860817523,0.7385028719678369,0.7318559677882926,0.11548450729035684,0.6156207375519243,0.23673928534611285,0.7317245826961839,0.7165799817770574,0.6958271419770871,0.15032245932786042,0.1286341599541246,0.22491478216891692,0.70338733476483,0.2328689177620069,0.13541122268808645,0.11712854562188808,0.7131601460326721,-0.4708578770716957,1.0,0.4224612584850694
XLV,0.41352203143300914,0.1946499576359511,0.36323721658839186,0.3303581863911605,0.3648828942907735,0.2824899381543036,0.1617853704542824,0.5816121661006671,0.3750375474843375,0.4129268000351755,0.5576153749030048,0.17342917799691998,0.2475003776603122,0.4209988557540625,0.13222330346828956,0.33799012971964265,0.10896772658368113,0.35420191922134603,-0.6404251065353703,0.4224612584850694,1.0
