strike,2021-05-21,2021-06-18,2021-07-16,2021-10-15
0.5,1.5,1.5,1.75,1.5
1.0,1.5,1.5,1.4375,1.4375
1.5,1.6875,1.5,1.28125,1.5416666666666667
2.0,1.875,1.5,1.125,1.6458333333333333
2.5,1.0,1.5,1.125,1.75
3.0,1.0,1.5,1.125,1.75
3.5,1.0,1.5,1.125,1.75
