,AAPL,APHA,BAC,C,DT,GE,HEXO,IWM,JPM,MS,MSFT,NXTD,PLUG,TD,TLRY,TSLA,UAMY,USB,UVXY,XLE,XLV
AAPL,1.0,0.12031480482097469,0.09437262701349396,0.11223963278999033,0.4548334770982425,-0.00903836907555102,0.13197890766651896,0.3627141699618673,0.0776832551318245,0.20041871195078173,0.7096339159289324,0.17742564148598053,0.31083707620116174,0.18811969483143703,0.1059929371799349,0.5006872673194718,0.11162093630536693,0.05881197203755107,-0.47978917683805583,0.10104335619494927,0.4173734996210518
APHA,0.12031480482097469,1.0,0.20268767662201384,0.22888251393147574,0.15685301581719385,0.2254596613558855,0.6281955041213081,0.33641438125124185,0.20673961103422284,0.24943266273374992,0.10150688529985269,0.11168401106518655,0.26343831648541643,0.22407870318923365,0.7766749182407314,0.2389990185248878,0.26551184171313086,0.1786224842263677,-0.22640935570328777,0.2641764048753782,0.1917420293490212
BAC,0.09437262701349396,0.20268767662201384,1.0,0.90070332342563,0.009420043461001358,0.6446088004959474,0.23615050033224827,0.7163681345369683,0.9336152120034439,0.8164892442885289,0.11374679921254806,0.08692268279653621,0.21779331818546407,0.779808371393369,0.20997448408880592,0.12212088279385479,0.03614278022344631,0.9220292765724203,-0.43004805068021373,0.7533050510771184,0.37506873063369633
C,0.11223963278999033,0.22888251393147574,0.90070332342563,1.0,0.0332291938672572,0.6454055110388063,0.25779337390958873,0.7252337406774622,0.8693495215644599,0.8024195706291942,0.14086797675908044,0.1063834038269936,0.27409440403708707,0.8082226348394975,0.21444663191778301,0.1332304840818339,0.04353157527182417,0.8545968690693305,-0.45318977269202376,0.7482953154745454,0.34556816276409175
DT,0.4548334770982425,0.15685301581719385,0.009420043461001358,0.0332291938672572,1.0,-0.1195549866142039,0.12239731192650659,0.33589284032502026,-0.005722100728191032,0.09685880946982259,0.5692221100898504,0.25045840732075786,0.31020884572762025,0.11476885081879239,0.15006714874240437,0.3892676922823524,0.10876920636913097,0.0024688649778520024,-0.4604384390603975,0.09610721848653234,0.37119472457807806
GE,-0.00903836907555102,0.2254596613558855,0.6446088004959474,0.6454055110388063,-0.1195549866142039,1.0,0.2841291401247725,0.5782804523970997,0.6360923216156359,0.6336851322056101,-0.02447077965082611,0.07967672503687422,0.15881451825886783,0.5998851118674837,0.18384253051753363,0.04888863868831092,0.006705839279405036,0.6280008176048142,-0.3494121617662828,0.6345577394937035,0.2860313444963287
HEXO,0.13197890766651896,0.6281955041213081,0.23615050033224827,0.25779337390958873,0.12239731192650659,0.2841291401247725,1.0,0.34406153409715534,0.22011396183104057,0.23565904316473796,0.09051320483381703,0.09590930658636336,0.24496577689718457,0.2697155899162727,0.5981901722490868,0.14270314354861213,0.16746233781905484,0.22214835933122193,-0.23905028156847175,0.23119996055172817,0.15960898667882847
IWM,0.3627141699618673,0.33641438125124185,0.7163681345369683,0.7252337406774622,0.33589284032502026,0.5782804523970997,0.34406153409715534,1.0,0.6866261259724876,0.7203848944310813,0.38571299061044306,0.2365609938051114,0.48124462681597613,0.7379510503902886,0.28934416296574755,0.3827688878359358,0.1363872662245159,0.7039202810970507,-0.673985982498184,0.7380306850427887,0.58808966104676
JPM,0.0776832551318245,0.20673961103422284,0.9336152120034439,0.8693495215644599,-0.005722100728191032,0.6360923216156359,0.22011396183104057,0.6866261259724876,1.0,0.825444011802598,0.10419289421912602,0.06327656976163769,0.2353857373091221,0.7685409650951243,0.20727371651710505,0.11646057774053732,0.05347999079866604,0.9137037239247678,-0.41622176241654646,0.7362217773864587,0.3829406540468836
MS,0.20041871195078173,0.24943266273374992,0.8164892442885289,0.8024195706291942,0.09685880946982259,0.6336851322056101,0.23565904316473796,0.7203848944310813,0.825444011802598,1.0,0.19417409100968983,0.10943160745067766,0.272816839590126,0.7620388399820047,0.21016672369816913,0.2068071811980528,0.046055725627921165,0.7890453391516387,-0.4717751753195959,0.686088540892737,0.43110888288620086
MSFT,0.7096339159289324,0.10150688529985269,0.11374679921254806,0.14086797675908044,0.5692221100898504,-0.02447077965082611,0.09051320483381703,0.38571299061044306,0.10419289421912602,0.19417409100968983,1.0,0.26026571985470115,0.30401791688520596,0.2092085126267279,0.0997385136732413,0.5111980808903969,0.08983300822372955,0.0697285821545408,-0.5315655490267915,0.14932356377413025,0.5755451909923541
NXTD,0.17742564148598053,0.11168401106518655,0.08692268279653621,0.1063834038269936,0.25045840732075786,0.07967672503687422,0.09590930658636336,0.2365609938051114,0.06327656976163769,0.10943160745067766,0.26026571985470115,1.0,0.2185407410987912,0.06724621579531632,0.08546904039600574,0.21431213696853524,0.04106309459350623,0.07353386743888136,-0.28572574453158733,0.11686698416162203,0.1698861638566133
