strike,2021-05-21,2021-05-28,2021-06-04,2021-06-11,2021-06-18,2021-06-25,2021-07-02,2021-08-20,2021-09-17,2021-12-17
55.0,0.4375,0.359375,0.453125,0.6875,1.1875,0.5,0.71875,0.2734375,0.4453125,0.2216796875
65.0,0.4375,0.359375,0.453125,0.6875,0.984375,0.5,0.71875,0.2734375,0.4453125,0.2216796875
70.0,0.4375,0.359375,0.453125,0.6875,0.78125,0.5,0.701171875,0.2734375,0.4453125,0.2216796875
75.0,0.4375,0.359375,0.453125,0.6875,0.71875,0.5,0.68359375,0.2734375,0.42578125,0.2216796875
80.0,0.4375,0.359375,0.453125,0.6875,0.625,0.5,0.666015625,0.2734375,0.40625,0.2216796875
85.0,0.4375,0.359375,0.453125,0.6328125,0.5625,0.5,0.6484375,0.2734375,0.369140625,0.2216796875
90.0,0.4375,0.359375,0.453125,0.578125,0.5,0.5,0.630859375,0.2734375,0.3046875,0.2216796875
93.0,0.4375,0.359375,0.453125,0.5364583333333334,0.40625,0.4874131944444444,0.61328125,0.2734375,0.296875,0.2216796875
94.0,0.4375,0.359375,0.453125,0.4947916666666667,0.453125,0.4748263888888889,0.595703125,0.2734375,0.2890625,0.2216796875
95.0,0.4375,0.359375,0.453125,0.453125,0.421875,0.4622395833333333,0.578125,0.2734375,0.28125,0.2216796875
96.0,0.4375,0.359375,0.453125,0.4546875,0.375,0.4496527777777778,0.560546875,0.2734375,0.273828125,0.2216796875
97.0,0.4375,0.359375,0.453125,0.45625,0.390625,0.4370659722222222,0.54296875,0.2734375,0.26640625,0.2216796875
98.0,0.4375,0.359375,0.453125,0.4578125,0.34375,0.42447916666666663,0.525390625,0.2734375,0.258984375,0.2216796875
99.0,0.4375,0.359375,0.453125,0.459375,0.3828125,0.4118923611111111,0.5078125,0.2734375,0.2515625,0.2216796875
100.0,0.4375,0.359375,0.453125,0.4609375,0.375,0.3993055555555556,0.490234375,0.2734375,0.244140625,0.2216796875
101.0,0.4375,0.359375,0.4546875,0.4453125,0.328125,0.38671875,0.47265625,0.2734375,0.24755859375,0.2216796875
102.0,0.4375,0.359375,0.45625,0.4296875,0.328125,0.3741319444444444,0.455078125,0.2734375,0.2509765625,0.2216796875
103.0,0.4375,0.359375,0.4578125,0.4140625,0.296875,0.3615451388888889,0.4375,0.2734375,0.234375,0.2216796875
104.0,0.4375,0.359375,0.459375,0.3984375,0.34375,0.3489583333333333,0.419921875,0.265625,0.255859375,0.2216796875
105.0,0.4375,0.359375,0.4609375,0.3828125,0.3125,0.3363715277777778,0.40234375,0.26171875,0.23046875,0.2216796875
106.0,0.4375,0.359375,0.434375,0.3609375,0.30859375,0.3237847222222222,0.384765625,0.2314453125,0.232421875,0.2216796875
107.0,0.4375,0.359375,0.4078125,0.3390625,0.3046875,0.31119791666666663,0.3671875,0.23046875,0.22265625,0.2216796875
108.0,0.4375,0.359375,0.38125,0.3171875,0.26171875,0.2986111111111111,0.349609375,0.228515625,0.2109375,0.21533203125
109.0,0.4375,0.359375,0.3546875,0.2953125,0.29296875,0.2860243055555556,0.33203125,0.302734375,0.2265625,0.2109375
110.0,0.4375,0.359375,0.328125,0.2734375,0.234375,0.2734375,0.314453125,0.208984375,0.232421875,0.2177734375
111.0,0.4375,0.359375,0.31361607142857145,0.2645399305555556,0.26953125,0.26199776785714285,0.296875,0.216796875,0.2080078125,0.2109375
112.0,0.4375,0.359375,0.29910714285714285,0.2556423611111111,0.23046875,0.2505580357142857,0.279296875,0.19921875,0.197265625,0.21142578125
113.0,0.4375,0.359375,0.2845982142857143,0.24674479166666666,0.21875,0.23911830357142858,0.26171875,0.2119140625,0.19921875,0.2119140625
113.5,0.4375,0.359375,0.2700892857142857,0.2378472222222222,0.2099609375,0.22767857142857142,0.244140625,0.20068359375,0.201171875,0.21240234375
114.0,0.4375,0.3671875,0.25558035714285715,0.2289496527777778,0.201171875,0.2162388392857143,0.2265625,0.189453125,0.203125,0.212890625
114.5,0.40625,0.3125,0.24107142857142858,0.22005208333333334,0.2021484375,0.20479910714285715,0.208984375,0.18994140625,0.19677734375,0.21337890625
115.0,0.375,0.234375,0.2265625,0.2111545138888889,0.203125,0.193359375,0.19140625,0.1904296875,0.1904296875,0.2138671875
116.0,0.34375,0.25,0.21484375,0.20225694444444445,0.1953125,0.1982421875,0.1898871527777778,0.1826171875,0.189453125,0.2116970486111111
116.5,0.3125,0.2421875,0.208984375,0.193359375,0.185546875,0.203125,0.18836805555555555,0.18017578125,0.1884765625,0.2095269097222222
117.0,0.28125,0.203125,0.203125,0.19140625,0.17578125,0.19189453125,0.18684895833333334,0.177734375,0.1875,0.20735677083333334
117.5,0.2734375,0.28125,0.19921875,0.189453125,0.1748046875,0.1806640625,0.1853298611111111,0.17822265625,0.1806640625,0.20518663194444445
118.0,0.265625,0.1953125,0.1875,0.19140625,0.173828125,0.169921875,0.1838107638888889,0.1787109375,0.173828125,0.20301649305555555
118.5,0.25,0.2109375,0.19140625,0.181640625,0.169921875,0.232421875,0.18229166666666666,0.17626953125,0.17529296875,0.20084635416666666
119.0,0.234375,0.17578125,0.1875,0.173828125,0.166015625,0.162109375,0.18077256944444445,0.173828125,0.1767578125,0.1986762152777778
119.5,0.21875,0.28515625,0.1796875,0.169921875,0.1572265625,0.16064453125,0.1792534722222222,0.1728515625,0.1748046875,0.1965060763888889
120.0,0.203125,0.17578125,0.150390625,0.19921875,0.1484375,0.1591796875,0.177734375,0.171875,0.1728515625,0.1943359375
