strike,2021-04-16,2021-04-23,2021-04-30,2021-05-07,2021-05-14,2021-05-21,2021-05-28,2021-06-18,2021-06-30,2021-07-16,2021-08-20,2021-09-17,2021-09-30
115.0,0.5,0.40625,0.390625,0.390625,0.421875,0.4296875,0.6875,0.4453125,0.4296875,0.29833984375,0.31005859375,0.4287109375,0.38427734375
125.0,0.5,0.40625,0.390625,0.390625,0.421875,0.4296875,0.640625,0.4453125,0.4296875,0.29833984375,0.31005859375,0.4287109375,0.38427734375
150.0,0.5,0.40625,0.390625,0.390625,0.421875,0.4296875,0.515625,0.4453125,0.4296875,0.29833984375,0.31005859375,0.4287109375,0.38427734375
160.0,0.5,0.40625,0.390625,0.390625,0.421875,0.4296875,0.46484375,0.4453125,0.4296875,0.29833984375,0.31005859375,0.4287109375,0.38427734375
161.0,0.5,0.40625,0.390625,0.390625,0.421875,0.4296875,0.4625,0.4453125,0.4296875,0.29833984375,0.31005859375,0.4287109375,0.38427734375
162.0,0.5,0.40625,0.390625,0.390625,0.421875,0.4296875,0.46015625,0.4453125,0.4296875,0.29833984375,0.31005859375,0.4287109375,0.38427734375
163.0,0.5,0.40625,0.390625,0.390625,0.421875,0.4296875,0.4578125,0.4453125,0.423828125,0.29833984375,0.31005859375,0.4287109375,0.38427734375
164.0,0.5,0.40625,0.390625,0.390625,0.421875,0.4296875,0.45546875,0.486328125,0.40625,0.29833984375,0.31005859375,0.4287109375,0.38427734375
165.0,0.5,0.40625,0.390625,0.390625,0.421875,0.4296875,0.453125,0.421875,0.408203125,0.29833984375,0.31005859375,0.3701171875,0.38427734375
166.0,0.5,0.40625,0.390625,0.390625,0.421875,0.4296875,0.45078125,0.44140625,0.412109375,0.29833984375,0.31005859375,0.4130859375,0.38427734375
167.0,0.5,0.40625,0.390625,0.390625,0.421875,0.4296875,0.4484375,0.40625,0.412109375,0.29833984375,0.31005859375,0.388671875,0.38427734375
168.0,0.5,0.40625,0.390625,0.390625,0.421875,0.4296875,0.44609375,0.4140625,0.390625,0.29833984375,0.31005859375,0.4208984375,0.38427734375
169.0,0.5,0.40625,0.390625,0.390625,0.421875,0.4296875,0.44375,0.40234375,0.4609375,0.29833984375,0.31005859375,0.349609375,0.38427734375
170.0,0.5,0.40625,0.390625,0.390625,0.421875,0.4296875,0.44140625,0.40234375,0.390625,0.29833984375,0.31005859375,0.345703125,0.38427734375
171.0,0.5,0.40625,0.390625,0.390625,0.421875,0.4296875,0.43359375,0.392578125,0.41015625,0.29833984375,0.31005859375,0.384765625,0.38427734375
172.0,0.5,0.40625,0.390625,0.390625,0.421875,0.41015625,0.42578125,0.38671875,0.376953125,0.29833984375,0.31005859375,0.349609375,0.38427734375
173.0,0.5,0.40625,0.390625,0.390625,0.421875,0.458984375,0.41796875,0.380859375,0.3984375,0.29833984375,0.31005859375,0.51220703125,0.38427734375
