strike,2021-04-09,2021-04-16,2021-04-30,2021-05-07,2021-05-14,2021-05-21,2021-05-28,2021-06-18,2021-09-17
0.5,1.0,1.75,1.8125,1.1875,1.0,1.5,1.125,1.0,1.375
1.0,1.0,1.75,1.8125,1.1875,1.0,1.5,1.125,1.0,1.375
2.0,1.0,1.75,1.8125,1.1875,1.0,1.5,1.125,1.25,1.1875
2.5,1.0,1.75,1.8125,1.1875,1.0,1.25,1.125,1.15625,1.25
3.0,1.0,1.75,1.8125,1.1875,0.875,1.0,1.09375,1.0625,1.3125
3.5,1.0,1.75,1.8125,1.1875,1.0,1.078125,1.0625,1.140625,1.34375
4.0,1.0,1.75,1.8125,1.1875,1.125,1.15625,1.140625,1.21875,1.375
4.5,1.0,1.75,1.8125,1.1875,1.21875,1.25,1.21875,1.3046875,1.4375
5.0,1.0,1.75,1.8125,1.375,1.375,1.34375,1.3125,1.390625,1.5
5.5,1.0,1.75,1.8125,1.1875,1.25,1.4453125,1.3125,1.46875,1.515625
6.0,1.0,1.75,1.8125,1.5625,1.375,1.546875,1.53125,1.546875,1.53125
6.5,1.0,1.75,1.8125,1.5625,1.59375,1.6015625,1.578125,1.6015625,1.5625
7.0,1.0,1.75,1.8125,1.0,1.65625,1.65625,1.625,1.65625,1.59375
7.5,1.0,1.75,1.625,1.5,1.71875,1.703125,1.671875,1.6875,1.625
8.0,1.0,1.65625,1.9375,1.90625,1.484375,1.75,1.71875,1.71875,1.65625
8.5,1.0,1.5625,1.375,1.859375,1.25,1.78125,1.765625,1.765625,1.65625
9.0,1.0,1.46875,1.9375,1.8125,1.5625,1.8125,1.8125,1.8125,1.65625
9.5,1.0,1.375,1.5,1.9375,1.625,1.8359375,1.8125,1.875,1.65625
10.0,1.0,1.28125,1.625,1.9375,1.6875,1.859375,1.8125,1.9375,1.65625
10.5,1.0,1.1875,1.625,1.9166666666666667,1.65625,1.8828125,1.8125,1.921875,1.65625
11.0,1.0,1.09375,1.625,1.8958333333333333,1.625,1.90625,1.8125,1.90625,1.65625
11.5,1.0,1.0,1.625,1.875,1.625,1.890625,1.8125,1.875,1.671875
12.0,1.0,1.0,1.625,1.875,1.625,1.875,1.8125,1.84375,1.6875
12.5,1.0,1.0,1.625,1.875,1.625,1.8125,1.8125,1.7578125,1.71875
13.0,1.0,1.0,1.625,1.875,1.625,1.75,1.8125,1.671875,1.75
13.5,1.0,1.0,1.625,1.875,1.625,1.625,1.8125,1.5859375,1.671875
14.0,1.0,1.0,1.625,1.875,1.625,1.5,1.8125,1.5,1.59375
14.5,1.0,1.0,1.625,1.875,1.625,1.5,1.8125,1.4375,1.7734375
15.0,1.0,1.0,1.625,1.875,1.625,1.5,1.8125,1.375,1.953125
15.5,1.0,1.0,1.625,1.875,1.625,1.5,1.8125,1.625,1.5078125
16.0,1.0,1.0,1.625,1.875,1.625,1.5,1.8125,1.875,1.0625
17.0,1.0,1.0,1.625,1.875,1.625,1.5,1.8125,1.875,1.0625
18.0,1.0,1.0,1.625,1.875,1.625,1.5,1.8125,1.875,1.0625
19.0,1.0,1.0,1.625,1.875,1.625,1.5,1.8125,1.875,1.0625
