strike,2021-04-16,2021-05-21,2021-08-20
1.0,1.0,1.125,1.0
2.0,1.0,1.125,1.0
3.0,1.0,1.125,1.0
3.5,1.0,1.125,1.0
4.0,1.0,1.0,1.0
4.5,0.9375,0.90625,1.0625
5.0,0.875,0.875,1.0625
5.5,0.84375,0.90625,0.984375
6.0,0.8125,0.9375,1.09375
7.0,0.96875,0.96875,1.1328125
8.0,1.25,1.3125,1.421875
9.0,1.5625,1.359375,1.21875
10.0,1.875,1.40625,1.15625
11.0,1.875,1.09375,1.65625
12.0,1.8125,1.21875,1.6953125
13.0,1.8125,1.171875,1.734375
14.0,1.8125,1.125,1.453125
15.0,1.8125,1.125,1.03125
16.0,1.8125,1.125,1.03125
17.0,1.8125,1.125,1.03125
18.0,1.8125,1.125,1.03125
19.0,1.8125,1.125,1.03125
20.0,1.8125,1.125,1.03125
