,AAPL,APHA,BAC,C,DT,GE,HEXO,IWM,JPM,MS,MSFT,NXTD,PLUG,TD,TLRY,TSLA,UAMY,USB,UVXY,XLE,XLV
AAPL,1.0,0.11915691889865032,0.09623108278918076,0.11588121892746404,0.4494096771167209,0.021922292625253602,0.1332301819515865,0.382325324432808,0.08205518436972274,0.2035435904170927,0.7013314485567714,0.18049216388965492,0.3164924653486382,0.19492518167281694,0.10304045985304353,0.49028869238168304,0.13012090255126585,0.05879866242026597,-0.47163676847751085,0.09313554318436493,0.402528730348652
APHA,0.11915691889865032,1.0,0.1842477518097772,0.2114468543528799,0.18007706655420389,0.2322937197898072,0.6270496654275973,0.3511181201708031,0.18584101674670836,0.2448075120744779,0.09100401210313598,0.12039357124562915,0.2778779459725875,0.2153429985490974,0.7940577031897033,0.2303463739784274,0.2717427009025925,0.15863338443567518,-0.22884913197501194,0.2647203015709523,0.18670868807123742
BAC,0.09623108278918076,0.1842477518097772,1.0,0.8865894009099017,-0.0007430514530097537,0.6407530569428033,0.23596748415505683,0.6841929534653414,0.9276613333033337,0.8180293087038719,0.09776297383432911,0.07787391333953332,0.20447420330667612,0.76903019656375,0.2081852455045505,0.06903468430431124,0.040263626552746276,0.9131534838368836,-0.4077386355752094,0.7340188360358015,0.372017470470405
C,0.11588121892746404,0.2114468543528799,0.8865894009099017,1.0,0.013469486459539484,0.6537244578567518,0.2594129742311748,0.6912594422817383,0.8555242325103122,0.8146402578445329,0.12010528376287075,0.10380799800792245,0.26794246108590625,0.7938651488457681,0.21154332763786385,0.06797692006935523,0.05096815630235519,0.8268321056071525,-0.43272547019211366,0.7243291612843402,0.3367936648016237
DT,0.4494096771167209,0.18007706655420389,-0.0007430514530097537,0.013469486459539484,1.0,-0.08955729711213249,0.1257637355075173,0.3433968345663023,-0.01051211027155751,0.08288232124718237,0.5511468870488262,0.2855811087362795,0.33112348361254595,0.09002163513488803,0.15534379603286805,0.3733839225445909,0.13675766878434678,-0.02172680562052077,-0.444172824318166,0.06374825576567612,0.32656438757809914
GE,0.021922292625253602,0.2322937197898072,0.6407530569428033,0.6537244578567518,-0.08955729711213249,1.0,0.28958416142406124,0.6077754842759002,0.6212885284240601,0.6502238905930503,0.009347255273458683,0.07843057791082697,0.1679213725691748,0.6300260728775541,0.20295648129622212,0.056533089949354146,0.009251600425143126,0.6288256955828957,-0.3640350439199709,0.6435002240374091,0.31767497850674264
HEXO,0.1332301819515865,0.6270496654275973,0.23596748415505683,0.2594129742311748,0.1257637355075173,0.28958416142406124,1.0,0.36028347841266817,0.22132922784775869,0.24498754669092854,0.08476365894691285,0.10474798173392624,0.24785280659704462,0.27745707150687443,0.6040377545066948,0.13434146352154452,0.16897088621276496,0.22123787660950145,-0.2399924399714899,0.2491382626290092,0.1575622436060225
IWM,0.382325324432808,0.3511181201708031,0.6841929534653414,0.6912594422817383,0.3433968345663023,0.6077754842759002,0.36028347841266817,1.0,0.6591429653669393,0.7061344297645454,0.3897335144834865,0.2525239593810271,0.5035470870365866,0.7062429168323712,0.3026037482445242,0.3564420442009012,0.1633900349681154,0.6676688560054685,-0.6666898225848527,0.7057879869042576,0.5897521445169267
JPM,0.08205518436972274,0.18584101674670836,0.9276613333033337,0.8555242325103122,-0.01051211027155751,0.6212885284240601,0.22132922784775869,0.6591429653669393,1.0,0.8377498220046498,0.09350390171587405,0.052010888217243256,0.2285131358948106,0.7623620044792002,0.20477521686410993,0.0790532604363092,0.06060086129420059,0.9076625173025815,-0.3972335295042922,0.7180934641451617,0.37743684392665183
MS,0.2035435904170927,0.2448075120744779,0.8180293087038719,0.8146402578445329,0.08288232124718237,0.6502238905930503,0.24498754669092854,0.7061344297645454,0.8377498220046498,1.0,0.18130384739688785,0.1265320177328318,0.2491515845842613,0.7723433227278351,0.2117635728616176,0.1680474518897205,0.050561360664989535,0.785268118108091,-0.4466966066689377,0.6951855238232525,0.41725698169604886
