strike,2021-03-19,2021-04-16,2021-05-21,2021-08-20
1.0,1.765625,1.75,1.453125,1.3671875
2.0,1.765625,1.75,1.453125,1.3671875
3.0,1.765625,1.75,1.453125,1.3671875
3.5,1.765625,1.390625,1.453125,1.3671875
4.0,1.765625,1.03125,1.234375,1.3671875
4.5,1.765625,1.07421875,1.3515625,1.103515625
5.0,1.765625,1.1171875,1.09765625,1.23828125
5.5,1.765625,1.1142578125,1.494140625,1.212890625
6.0,1.765625,1.111328125,1.203125,1.216796875
7.0,1.765625,1.15625,1.2265625,1.2998046875
8.0,1.765625,1.369140625,1.59765625,1.5791015625
9.0,1.765625,1.451171875,1.8603515625,1.201171875
10.0,1.765625,1.5286458333333333,1.52734375,1.720703125
11.0,1.765625,1.6061197916666667,1.521484375,1.7998046875
12.0,1.765625,1.68359375,1.662109375,1.875
13.0,1.765625,1.68359375,1.802734375,1.9501953125
14.0,1.765625,1.68359375,1.943359375,1.6865234375
15.0,1.765625,1.68359375,1.943359375,1.4375
16.0,1.765625,1.68359375,1.943359375,1.3076171875
17.0,1.765625,1.68359375,1.943359375,1.177734375
18.0,1.765625,1.68359375,1.943359375,1.0478515625
19.0,1.765625,1.68359375,1.943359375,0.91796875
20.0,1.765625,1.68359375,1.943359375,0.91796875
