strike,2021-03-19,2021-03-26,2021-04-01,2021-04-16,2021-04-23,2021-04-30,2021-06-18
8.0,1.0,0.5625,1.9375,0.53125,0.34375,0.625,0.59375
9.0,1.0,0.5625,1.9375,0.53125,0.34375,0.625,0.53125
9.5,1.0,0.5625,1.9375,0.53125,0.34375,0.625,0.5078125
10.0,1.0,0.5625,1.9375,0.53125,0.34375,0.59375,0.484375
10.5,1.0,0.5625,1.9375,0.53125,0.34375,0.53125,0.4765625
11.0,1.0,0.5625,1.9375,0.53125,0.34375,0.515625,0.46875
11.5,1.0,0.5625,1.9375,0.4921875,0.34375,0.5,0.45703125
12.0,1.0,0.5625,1.9375,0.453125,0.34375,0.484375,0.4453125
12.5,0.5,0.5625,1.9375,0.4375,0.34375,0.46875,0.44140625
13.0,0.5625,0.5625,1.9375,0.421875,0.34375,0.4765625,0.4375
13.5,0.5,0.5625,1.9375,0.421875,0.34375,0.421875,0.43359375
14.0,0.5,0.5625,1.9375,0.421875,0.34375,0.390625,0.4296875
14.5,1.0,0.5625,1.9375,0.3671875,0.359375,0.390625,0.44140625
15.0,1.5,0.5625,1.9375,0.3125,1.078125,0.390625,0.453125
15.5,1.5,0.5625,1.9375,0.40625,1.078125,0.390625,0.3984375
16.0,1.5,0.5625,0.71875,0.5,1.078125,0.390625,0.34375
16.5,1.5,0.5625,1.0208333333333333,0.59375,1.078125,0.390625,0.328125
17.0,1.5,0.5625,1.3229166666666665,0.6875,1.078125,0.390625,0.3125
17.5,1.5,0.5625,1.625,0.78125,1.078125,0.390625,0.62109375
18.0,1.5,0.5625,1.625,0.875,1.078125,0.390625,0.9296875
18.5,1.5,0.5625,1.625,0.859375,1.078125,0.390625,0.77734375
19.0,1.5,0.5625,1.625,0.84375,1.078125,0.390625,0.625
19.5,1.5,0.5625,1.625,0.828125,1.078125,0.390625,0.78515625
20.0,1.5,0.5625,1.625,0.8125,1.078125,0.390625,0.9453125
20.5,1.5,0.5625,1.625,0.8125,1.078125,0.390625,1.05078125
21.0,1.5,0.5625,1.625,0.8125,1.078125,0.390625,1.15625
22.0,1.5,0.5625,1.625,0.8125,1.078125,0.390625,1.17578125
23.0,1.5,0.5625,1.625,0.8125,1.078125,0.390625,1.1953125
24.0,1.5,0.5625,1.625,0.8125,1.078125,0.390625,1.21484375
25.0,1.5,0.5625,1.625,0.8125,1.078125,0.390625,1.234375
26.0,1.5,0.5625,1.625,0.8125,1.078125,0.390625,1.234375
27.0,1.5,0.5625,1.625,0.8125,1.078125,0.390625,1.234375
