strike,2021-03-19,2021-03-26,2021-04-01,2021-04-16,2021-04-23,2021-04-30,2021-06-18
8.0,1.0,0.59375,0.65625,0.53125,0.5,0.65625,0.625
9.0,1.0,0.59375,0.65625,0.53125,0.5,0.65625,0.5625
9.5,1.0,0.59375,0.65625,0.53125,0.5,0.65625,0.5390625
10.0,1.0,0.59375,0.65625,0.53125,0.5,0.625,0.515625
10.5,1.0,0.59375,0.65625,0.53125,0.5,0.59375,0.5
11.0,1.0,0.59375,0.65625,0.53125,0.5,0.5625,0.484375
11.5,1.0,0.59375,0.65625,0.5,0.5,0.53125,0.47265625
12.0,1.0,0.59375,0.65625,0.46875,0.5,0.5078125,0.4609375
12.5,0.5,0.59375,0.65625,0.453125,0.5,0.515625,0.453125
13.0,0.5625,0.59375,0.65625,0.4375,0.5,0.5078125,0.4453125
13.5,0.5,0.59375,0.65625,0.4375,0.5,0.515625,0.453125
14.0,0.6875,0.59375,0.65625,0.4375,0.5,0.546875,0.4609375
14.5,0.875,0.59375,0.65625,0.4453125,0.6015625,0.53125,0.47265625
15.0,1.125,0.5625,0.65625,0.453125,1.171875,0.453125,0.484375
15.5,1.375,0.96875,0.734375,0.6015625,1.171875,0.375,0.70703125
16.0,1.375,1.125,0.8125,0.75,1.171875,0.375,0.9296875
16.5,1.375,1.09375,1.1510416666666667,0.671875,1.171875,0.375,0.7421875
17.0,1.375,1.0625,1.4895833333333335,0.59375,1.171875,0.375,0.5546875
17.5,1.375,1.15625,1.828125,0.875,1.171875,0.375,0.7890625
18.0,1.375,1.25,1.828125,1.15625,1.171875,0.375,1.0234375
18.5,1.375,1.328125,1.828125,1.015625,1.171875,0.375,0.90234375
19.0,1.375,1.40625,1.828125,0.875,1.171875,0.375,0.78125
19.5,1.375,1.484375,1.828125,1.0546875,1.171875,0.375,0.91015625
20.0,1.375,1.5625,1.828125,1.234375,1.171875,0.375,1.0390625
20.5,1.375,1.5625,1.828125,1.234375,1.171875,0.375,1.140625
21.0,1.375,1.5625,1.828125,1.234375,1.171875,0.375,1.2421875
22.0,1.375,1.5625,1.828125,1.234375,1.171875,0.375,1.275390625
23.0,1.375,1.5625,1.828125,1.234375,1.171875,0.375,1.30859375
24.0,1.375,1.5625,1.828125,1.234375,1.171875,0.375,1.341796875
25.0,1.375,1.5625,1.828125,1.234375,1.171875,0.375,1.375
26.0,1.375,1.5625,1.828125,1.234375,1.171875,0.375,1.375
27.0,1.375,1.5625,1.828125,1.234375,1.171875,0.375,1.375
