strike,2021-04-16,2021-04-23,2021-04-30,2021-05-07,2021-05-14,2021-05-21,2021-05-28,2021-07-16
5.0,0.75,1.03125,1.03125,0.9609375,0.921875,0.96875,0.9375,1.421875
6.0,0.75,1.03125,1.03125,0.9609375,0.921875,0.96875,0.9375,1.421875
7.0,0.75,1.03125,1.03125,0.9609375,0.921875,0.96875,0.9375,0.8125
8.0,0.75,1.03125,1.03125,0.9609375,0.921875,0.96875,0.9375,0.875
9.0,0.75,1.03125,1.03125,0.9609375,0.921875,0.96875,0.9375,1.2421875
10.0,0.75,1.03125,1.03125,0.9609375,0.921875,0.96875,0.9375,0.90625
11.0,0.75,1.03125,1.03125,0.9609375,0.921875,0.96875,0.9375,0.9609375
12.0,0.75,1.03125,1.03125,0.9609375,0.921875,0.9375,0.9375,0.921875
12.5,0.75,1.03125,1.03125,0.9609375,0.921875,0.921875,1.06640625,0.9140625
13.0,0.75,1.03125,1.03125,0.9609375,0.921875,0.90625,1.1953125,0.90625
13.5,0.875,1.03125,1.03125,0.9609375,0.921875,0.93359375,0.96875,0.93359375
14.0,1.0,1.03125,1.03125,0.9609375,0.921875,0.9609375,0.96875,0.9609375
14.5,1.125,1.03125,1.03125,0.9609375,0.9140625,0.94921875,0.90625,0.9375
15.0,1.25,1.03125,1.03125,0.96875,0.953125,0.9375,0.9609375,0.9140625
15.5,1.0,1.03125,1.03125,1.0,1.03125,0.9765625,0.96875,0.93359375
16.0,1.0,1.03125,1.03125,0.9375,1.03125,1.015625,1.0,0.953125
16.5,1.0,1.125,1.109375,1.03125,1.046875,1.015625,1.03125,0.95703125
17.0,1.0,1.1875,1.0625,1.0625,1.046875,1.015625,1.140625,0.9609375
17.5,1.0,1.25,1.125,1.09375,1.25,1.03515625,1.125,0.97265625
18.0,1.0,1.25,1.125,1.125,1.28125,1.0546875,1.03125,0.984375
18.5,1.0,1.25,1.0625,1.125,1.09375,1.05859375,1.046875,1.0
19.0,1.0,1.375,1.25,1.34375,1.09375,1.0625,1.1015625,1.015625
19.5,1.0,1.375,1.1875,1.1875,1.34375,1.078125,1.21875,1.015625
20.0,1.0,1.375,1.25,1.34375,1.140625,1.09375,1.109375,1.015625
20.5,1.0,1.5,1.375,1.25,1.390625,1.125,1.140625,1.03125
21.0,1.0,1.5,1.34375,1.421875,1.375,1.15625,1.1875,1.046875
21.5,1.0,1.5,1.6875,1.3125,1.375,1.203125,1.296875,1.046875
22.0,1.0,1.75,1.5,1.40625,1.359375,1.25,1.171875,1.046875
22.5,1.0,1.625,1.4375,1.53125,1.4609375,1.2578125,1.171875,1.046875
23.0,1.0,1.625,1.5625,1.40625,1.5625,1.265625,1.171875,1.046875
23.5,1.0,1.75,1.625,1.4375,1.21875,1.3125,1.171875,1.03515625
24.0,1.0,1.9375,1.5625,1.46875,1.625,1.359375,1.171875,1.0234375
24.5,1.0,1.84375,1.5,1.46875,1.625,1.3046875,1.171875,1.046875
25.0,1.0,1.75,1.75,1.46875,1.625,1.25,1.171875,1.0703125
26.0,1.0,1.875,1.75,1.46875,1.625,1.40625,1.171875,1.09375
26.5,1.0,1.5,1.6875,1.46875,1.625,1.3125,1.171875,1.1171875
27.0,1.0,1.5,1.6875,1.46875,1.625,1.21875,1.171875,1.140625
28.0,1.0,1.5,1.6875,1.46875,1.625,1.4375,1.171875,1.1640625
29.0,1.0,1.5,1.6875,1.46875,1.625,1.375,1.171875,1.1875
30.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.171875
31.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.2265625
32.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.25
33.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.203125
34.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.234375
35.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.171875
36.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.265625
37.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.28125
38.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.890625
39.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.8671875
40.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.296875
41.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.34375
42.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.3125
43.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.640625
44.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.359375
45.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.40625
46.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.3671875
47.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.4453125
48.0,1.0,1.5,1.6875,1.46875,1.625,1.53125,1.171875,1.421875
