strike,2021-05-21,2021-06-18,2021-07-16,2021-10-15
0.5,1.0,1.5,1.25,1.25
1.0,1.0,1.0,1.5,1.625
1.5,1.0,1.5,1.5,0.75
2.0,1.0,1.5,1.5,1.375
2.5,1.0,1.5,1.5,1.375
