strike,2021-04-23,2021-04-30,2021-05-07,2021-05-14,2021-05-21,2021-05-28,2021-07-16
5.0,0.9375,1.0625,0.96875,0.96875,0.875,0.984375,1.4375
6.0,0.9375,1.0625,0.96875,0.96875,0.875,0.984375,1.0625
7.0,0.9375,1.0625,0.96875,0.96875,0.875,0.984375,0.96875
8.0,0.9375,1.0625,0.96875,0.96875,0.875,0.984375,0.921875
9.0,0.9375,1.0625,0.96875,0.96875,0.875,0.984375,0.921875
10.0,0.9375,1.0625,0.96875,0.96875,0.875,0.984375,0.953125
11.0,0.9375,1.0625,0.96875,0.96875,0.921875,0.984375,0.9296875
12.0,0.9375,1.0625,0.96875,0.96875,0.859375,0.984375,0.8671875
12.5,0.9375,1.0625,0.96875,0.96875,0.8671875,0.953125,0.89453125
13.0,0.9375,1.0625,0.96875,0.96875,0.875,0.9296875,0.921875
13.5,0.9375,1.0625,0.96875,0.96875,0.890625,0.890625,0.9765625
14.0,0.9375,1.0625,0.96875,0.96875,0.90625,1.109375,1.03125
14.5,0.9375,1.0625,0.96875,1.15625,0.91015625,1.0078125,1.00390625
15.0,0.9375,1.0625,0.96875,0.9765625,0.9140625,1.015625,0.9765625
15.5,0.9375,1.0625,0.953125,0.53125,0.9296875,1.05859375,0.96875
16.0,0.9375,1.0625,1.203125,1.125,0.9453125,1.1015625,0.9609375
16.5,1.4375,0.96875,1.21875,1.0859375,0.98046875,1.09375,1.015625
17.0,1.0,1.09375,1.09375,1.046875,1.015625,1.0859375,1.0703125
17.5,1.15625,1.125,1.234375,1.203125,1.12890625,1.078125,1.03125
18.0,1.375,1.5625,1.15625,1.3515625,1.2421875,1.078125,0.9921875
18.5,1.125,1.5625,1.21875,1.203125,1.19140625,1.078125,1.04296875
19.0,1.90625,1.25,1.046875,0.71875,1.140625,1.078125,1.09375
19.5,1.375,1.484375,0.8984375,0.71875,1.2109375,1.078125,1.0546875
20.0,1.75,1.71875,0.75,0.71875,1.28125,1.078125,1.015625
20.5,1.75,1.734375,0.75,0.71875,1.2890625,1.078125,1.08984375
21.0,1.75,1.75,0.75,0.71875,1.296875,1.078125,1.1640625
21.5,1.75,1.765625,0.75,0.71875,1.3359375,1.078125,1.23828125
22.0,1.75,1.78125,0.75,0.71875,1.375,1.078125,1.3125
22.5,1.75,1.796875,0.75,0.71875,1.3203125,1.078125,1.2421875
23.0,1.75,1.8125,0.75,0.71875,1.265625,1.078125,1.171875
23.5,1.75,1.8125,0.75,0.71875,1.21484375,1.078125,1.17890625
24.0,1.75,1.8125,0.75,0.71875,1.1640625,1.078125,1.1859375
24.5,1.75,1.8125,0.75,0.71875,1.11328125,1.078125,1.19296875
25.0,1.75,1.8125,0.75,0.71875,1.0625,1.078125,1.2
26.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.20703125
26.5,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.2140625
27.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.22109375
28.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.228125
29.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.23515625
30.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.2421875
31.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.3697916666666667
32.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.4973958333333333
33.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.625
34.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.5703125
35.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.5703125
36.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.5703125
37.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.5703125
38.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.5703125
39.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.5703125
40.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.5703125
41.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.5703125
42.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.5703125
43.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.5703125
44.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.5703125
45.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.5703125
46.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.5703125
47.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.5703125
48.0,1.75,1.8125,0.75,0.71875,1.5,1.078125,1.5703125
