Date,^FVX,^IRX,^TNX,^TYX
1996-07-22,6.601,5.15,6.825,7.004
1996-07-23,6.579,5.16,6.795,6.962
1996-07-24,6.631,5.16,6.864,7.035
1996-07-25,6.632,5.15,6.851,7.018
1996-07-26,6.61,5.15,6.837,7.007
1996-07-29,6.685,5.21,6.916,7.083
1996-07-30,6.64,5.19,6.872,7.035
1996-07-31,6.558,5.18,6.79,6.966
1996-08-01,6.403,5.1,6.626,6.826
1996-08-02,6.248,5.06,6.494,6.733
1996-08-05,6.262,5.04,6.511,6.743
1996-08-06,6.284,5.06,6.532,6.757
1996-08-07,6.298,5.04,6.54,6.773
1996-08-08,6.291,5.01,6.557,6.794
1996-08-09,6.231,5.01,6.489,6.694
1996-08-12,6.224,5.01,6.476,6.692
1996-08-13,6.312,5.03,6.565,6.782
1996-08-14,6.319,5.02,6.565,6.782
1996-08-15,6.363,5.05,6.608,6.809
1996-08-16,6.296,,6.543,6.767
1996-08-19,6.318,5.04,6.573,6.794
1996-08-20,6.318,5.03,6.573,6.801
1996-08-21,6.347,5.0,6.603,6.829
1996-08-22,6.362,4.99,6.611,6.836
1996-08-23,6.466,5.01,6.701,6.921
1996-08-26,6.556,5.06,6.792,6.993
1996-08-27,6.533,5.06,6.766,6.964
1996-08-28,6.548,5.06,6.783,6.98
1996-08-29,6.619,5.1,6.849,7.039
1996-08-30,6.724,5.14,6.936,7.107
1996-09-03,6.694,5.18,6.892,7.057
1996-09-04,6.732,5.18,6.927,7.096
1996-09-05,6.755,5.21,6.963,7.144
1996-09-06,6.702,5.19,6.923,7.109
1996-09-09,6.657,5.13,6.883,7.07
1996-09-10,6.687,5.15,6.918,7.12
1996-09-11,6.687,5.16,6.923,7.107
1996-09-12,6.627,5.14,6.861,7.067
1996-09-13,6.462,5.06,6.721,6.944
1996-09-16,6.469,5.04,6.708,6.939
1996-09-17,6.574,5.17,6.791,6.998
1996-09-18,6.604,5.15,6.813,7.013
1996-09-19,6.627,5.11,6.843,7.047
1996-09-20,6.604,5.14,6.826,7.034
1996-09-23,6.589,5.15,6.808,7.018
1996-09-24,6.499,5.02,6.742,6.985
1996-09-25,6.446,4.94,6.686,6.929
1996-09-26,6.401,4.87,6.638,6.873
1996-09-27,6.434,4.9,6.668,6.903
1996-09-30,6.449,4.91,6.699,6.923
1996-10-01,6.375,4.97,6.629,6.868
1996-10-02,6.338,4.9,6.59,6.833
1996-10-03,6.338,4.9,6.59,6.84
1996-10-04,6.19,4.87,6.461,6.734
1996-10-07,6.241,4.92,6.513,6.779
1996-10-08,6.256,4.98,6.521,6.786
1996-10-09,6.3,4.98,6.543,6.828
1996-10-10,6.359,,6.599,6.878
1996-10-11,6.285,5.0,6.547,6.84
1996-10-15,6.285,5.04,6.547,6.84
1996-10-16,6.292,5.0,6.565,6.86
1996-10-17,6.233,,6.5,6.796
1996-10-18,6.225,,6.483,6.781
1996-10-21,6.247,4.99,6.504,6.801
1996-10-22,6.299,4.99,6.551,6.84
1996-10-23,6.284,,6.547,6.828
1996-10-24,6.28,,6.564,6.85
1996-10-25,6.25,4.99,6.53,6.811
1996-10-28,6.272,5.02,6.543,6.825
1996-10-29,6.11,5.01,6.388,6.688
1996-10-30,6.11,5.01,6.384,6.683
1996-10-31,6.081,5.01,6.349,6.65
1996-11-01,6.095,5.02,6.362,6.671
1996-11-04,6.08,5.01,6.341,6.659
1996-11-05,6.036,5.02,6.273,6.592
1996-11-06,6.036,,6.281,6.607
1996-11-07,6.007,5.01,6.243,6.55
1996-11-08,6.036,5.03,6.255,6.507
1996-11-12,5.962,5.03,6.171,6.434
1996-11-13,5.969,5.02,6.188,6.45
1996-11-14,5.918,,6.142,6.42
1996-11-15,5.939,,6.167,6.45
1996-11-18,5.954,5.02,6.183,6.46
1996-11-19,5.931,,6.154,6.431
1996-11-20,5.895,,6.116,6.396
1996-11-21,5.919,,6.12,6.41
1996-11-22,5.926,5.02,6.128,6.431
1996-11-25,5.912,,6.115,6.41
1996-11-26,5.904,5.02,6.115,6.424
1996-11-27,5.904,,6.119,6.433
1996-11-29,5.824,,6.04,6.352
1996-12-02,5.839,4.94,6.052,6.357
1996-12-03,5.831,4.91,6.044,6.35
1996-12-04,5.882,4.89,6.098,6.396
1996-12-05,5.97,4.9,6.207,6.492
1996-12-06,6.0,4.89,6.241,6.511
1996-12-09,5.963,4.85,6.194,6.476
1996-12-10,5.97,4.81,6.203,6.476
1996-12-11,6.096,4.81,6.347,6.593
1996-12-12,6.126,4.83,6.377,6.613
1996-12-13,6.052,4.79,6.313,6.574
1996-12-16,6.111,4.85,6.36,6.62
1996-12-17,6.149,4.88,6.394,6.645
1996-12-18,6.194,4.87,6.438,6.681
1996-12-19,6.112,4.85,6.338,6.598
1996-12-20,6.11,4.88,6.334,6.586
1996-12-23,6.11,4.96,6.325,6.574
1996-12-24,6.118,,6.33,6.576
1996-12-26,6.125,4.96,6.334,6.581
1996-12-27,6.074,,6.282,6.533
1996-12-30,6.081,5.03,6.286,6.533
1996-12-31,6.199,5.05,6.407,6.635
1997-01-02,6.295,,6.524,6.746
1997-01-03,6.265,,6.498,6.729
1997-01-06,6.28,,6.52,6.764
1997-01-07,6.31,,6.555,6.802
1997-01-08,6.325,5.01,6.568,6.822
1997-01-09,6.265,4.99,6.507,6.769
1997-01-10,6.377,,6.608,6.85
1997-01-13,6.377,5.03,6.604,6.842
1997-01-14,6.288,5.03,6.511,6.769
1997-01-15,6.288,,6.511,6.786
1997-01-16,6.325,5.03,6.56,6.835
1997-01-17,6.295,,6.529,6.822
1997-01-21,6.273,,6.494,6.774
1997-01-22,6.295,,6.529,6.814
1997-01-23,6.34,,6.564,6.837
1997-01-24,6.383,,6.613,6.886
1997-01-27,6.42,5.05,6.657,6.933
1997-01-28,6.376,5.04,6.622,6.907
1997-01-29,6.368,,6.604,6.899
1997-01-30,6.331,5.03,6.582,6.873
1997-01-31,6.25,,6.503,6.797
1997-02-03,6.191,4.97,6.437,6.736
1997-02-04,6.183,5.0,6.428,6.716
1997-02-05,6.198,4.99,6.437,6.736
1997-02-06,6.213,5.0,6.454,6.756
1997-02-07,6.146,4.99,6.393,6.706
1997-02-10,6.153,,6.398,6.704
1997-02-11,6.161,,6.402,6.704
1997-02-12,6.168,,6.415,6.714
1997-02-13,6.101,,6.31,6.63
1997-02-14,6.049,4.96,6.263,6.534
1997-02-18,6.064,4.96,6.267,6.539
1997-02-19,6.078,4.97,6.284,6.565
1997-02-20,6.13,4.95,6.34,6.618
1997-02-21,6.145,4.95,6.348,6.627
1997-02-24,6.174,,6.378,6.652
1997-02-25,6.182,5.0,6.383,6.656
1997-02-26,6.368,5.06,6.552,6.797
1997-02-27,6.383,5.07,6.561,6.812
1997-02-28,6.368,5.07,6.535,6.787
1997-03-03,6.391,5.09,6.557,6.827
1997-03-04,6.413,5.08,6.583,6.854
1997-03-05,6.406,,6.579,6.839
1997-03-06,6.435,,6.605,6.872
1997-03-07,6.383,5.08,6.552,6.824
1997-03-10,6.383,5.05,6.548,6.822
1997-03-11,6.391,,6.557,6.837
1997-03-12,6.413,5.06,6.583,6.864
1997-03-13,6.541,5.1,6.712,6.972
1997-03-14,6.511,5.09,6.685,6.941
1997-03-17,6.534,,6.699,6.949
1997-03-18,6.541,5.13,6.712,6.959
1997-03-19,6.564,5.15,6.726,6.977
1997-03-20,6.587,5.19,6.726,6.959
1997-03-21,6.595,5.26,6.73,6.951
1997-03-24,6.572,5.25,6.708,6.931
1997-03-25,6.625,5.25,6.748,6.959
1997-03-26,6.656,5.21,6.784,6.985
1997-03-27,6.752,5.22,6.884,7.077
1997-03-31,6.759,5.17,6.907,7.101
1997-04-01,6.722,5.16,6.88,7.082
1997-04-02,6.714,5.14,6.862,7.074
1997-04-03,6.699,5.12,6.853,7.071
1997-04-04,6.759,5.14,6.908,7.13
1997-04-07,6.714,5.15,6.858,7.077
1997-04-08,6.752,5.1,6.89,7.101
1997-04-09,6.752,5.1,6.89,7.103
1997-04-10,6.767,5.14,6.894,7.103
1997-04-11,6.835,5.15,6.963,7.165
1997-04-14,6.843,,6.964,7.165
1997-04-15,6.752,,6.868,7.087
1997-04-16,6.775,5.15,6.886,7.098
1997-04-17,6.729,5.14,6.845,7.064
1997-04-18,6.707,5.14,6.823,7.053
1997-04-21,6.744,,6.859,7.085
1997-04-22,6.722,5.2,6.828,7.045
1997-04-23,6.759,5.2,6.869,7.077
1997-04-24,6.812,,6.91,7.119
1997-04-25,6.827,5.16,6.928,7.133
1997-04-28,6.797,5.18,6.901,7.109
1997-04-29,6.625,5.12,6.751,6.977
1997-04-30,6.565,5.1,6.702,6.951
1997-05-01,6.543,5.09,6.68,6.92
1997-05-02,6.535,5.09,6.666,6.897
1997-05-05,6.528,5.01,6.653,6.885
1997-05-06,6.543,5.04,6.649,6.88
1997-05-07,6.617,5.09,6.725,6.938
1997-05-08,6.572,5.06,6.707,6.913
1997-05-09,6.505,,6.651,6.88
1997-05-12,6.482,,6.634,6.864
1997-05-13,6.557,5.06,6.699,6.915
1997-05-14,6.527,5.03,6.673,6.885
1997-05-15,6.512,4.97,6.655,6.867
1997-05-16,6.534,5.05,6.69,6.903
1997-05-19,6.549,5.16,6.694,6.91
1997-05-20,6.526,5.11,6.69,6.918
1997-05-21,6.556,4.99,6.725,6.962
1997-05-22,6.571,,6.742,6.983
1997-05-23,6.571,5.03,6.729,6.98
1997-05-27,6.616,4.98,6.782,7.024
1997-05-28,6.631,,6.782,7.022
1997-05-29,6.601,4.9,6.738,6.98
1997-05-30,6.508,4.82,6.663,6.913
1997-06-02,6.493,4.78,6.646,6.895
1997-06-03,6.47,4.95,6.616,6.867
1997-06-04,6.47,4.96,6.611,6.875
1997-06-05,6.47,4.98,6.607,6.877
1997-06-06,6.366,4.92,6.49,6.774
1997-06-09,6.418,4.9,6.538,6.824
1997-06-10,6.44,4.91,6.55,6.832
1997-06-11,6.432,4.85,6.542,6.819
1997-06-12,6.328,4.83,6.464,6.761
1997-06-13,6.276,4.84,6.413,6.717
1997-06-16,6.261,4.83,6.387,6.69
1997-06-17,6.291,4.91,6.413,6.707
1997-06-18,6.268,4.93,6.383,6.683
1997-06-19,6.276,4.94,6.383,6.675
1997-06-20,6.253,4.94,6.357,6.646
1997-06-23,6.29,5.03,6.391,6.683
1997-06-24,6.29,5.0,6.399,6.688
1997-06-25,6.312,4.97,6.434,6.724
1997-06-26,6.346,4.99,6.481,6.772
1997-06-27,6.324,,6.446,6.742
1997-06-30,6.383,5.05,6.502,6.794
1997-07-01,6.316,5.1,6.438,6.737
1997-07-02,6.294,5.09,6.403,6.705
1997-07-03,6.183,5.0,6.288,6.615
1997-07-07,6.146,4.94,6.25,6.576
1997-07-08,6.161,4.96,6.258,6.579
1997-07-09,6.139,4.97,6.233,6.55
1997-07-10,6.131,4.99,6.241,6.557
1997-07-11,6.116,,6.22,6.526
1997-07-14,6.145,,6.237,6.54
1997-07-15,6.145,5.06,6.245,6.543
1997-07-16,6.094,,6.182,6.474
1997-07-17,6.093,5.07,6.181,6.479
1997-07-18,6.145,5.11,6.232,6.519
1997-07-21,6.16,5.13,6.253,6.538
1997-07-22,6.063,5.09,6.143,6.43
1997-07-23,6.041,5.05,6.122,6.411
1997-07-24,6.044,5.07,6.135,6.421
1997-07-25,6.066,5.08,6.164,6.444
1997-07-28,6.037,,6.138,6.414
1997-07-29,5.985,5.09,6.088,6.374
1997-07-30,5.941,5.09,6.042,6.329
1997-07-31,5.89,5.1,6.004,6.294
1997-08-01,6.073,5.13,6.18,6.453
1997-08-04,6.103,5.14,6.214,6.474
1997-08-05,6.118,5.14,6.222,6.484
1997-08-06,6.095,,6.205,6.474
1997-08-07,6.118,,6.223,6.519
1997-08-08,6.214,5.14,6.364,6.633
1997-08-11,6.192,5.16,6.351,6.631
1997-08-12,6.199,5.17,6.373,6.656
1997-08-13,6.177,5.17,6.343,6.628
1997-08-14,6.11,5.18,6.261,6.557
1997-08-15,6.088,5.13,6.248,6.557
1997-08-18,6.036,5.11,6.201,6.52
1997-08-19,6.051,5.08,6.205,6.511
1997-08-20,6.08,5.09,6.227,6.533
1997-08-21,6.133,5.12,6.291,6.591
1997-08-22,6.192,5.09,6.364,6.665
1997-08-25,6.222,5.14,6.382,6.665
1997-08-26,6.223,,6.373,6.65
1997-08-27,6.238,5.13,6.369,6.648
1997-08-28,6.176,5.09,6.291,6.571
1997-08-29,6.213,5.09,6.33,6.601
1997-09-02,6.184,,6.295,6.571
1997-09-03,6.198,,6.304,6.586
1997-09-04,6.206,5.0,6.317,6.596
1997-09-05,6.228,5.02,6.343,6.638
1997-09-08,6.213,,6.317,6.606
1997-09-09,6.22,4.99,6.326,6.616
1997-09-10,6.242,4.96,6.343,6.643
1997-09-11,6.257,4.98,6.373,6.673
1997-09-12,6.16,,6.278,6.586
1997-09-15,6.146,4.99,6.265,6.566
1997-09-16,5.983,4.92,6.094,6.403
1997-09-17,5.983,4.97,6.086,6.384
1997-09-18,5.998,4.95,6.09,6.384
1997-09-19,5.997,4.92,6.077,6.372
1997-09-22,5.968,4.89,6.048,6.344
1997-09-23,6.004,4.85,6.081,6.379
1997-09-24,5.967,4.8,6.035,6.321
1997-09-25,6.022,4.79,6.115,6.396
1997-09-26,5.978,4.85,6.073,6.365
1997-09-29,5.985,4.86,6.081,6.377
1997-09-30,5.992,4.97,6.107,6.407
1997-10-01,5.919,4.96,6.026,6.318
1997-10-02,5.897,4.92,6.001,6.3
1997-10-03,5.875,4.89,5.996,6.304
1997-10-06,5.831,,5.954,6.26
1997-10-07,5.809,4.92,5.925,6.237
1997-10-08,5.948,4.96,6.073,6.365
1997-10-09,5.97,4.98,6.081,6.37
1997-10-10,6.022,4.99,6.136,6.421
1997-10-14,5.948,,6.06,6.353
1997-10-15,5.985,4.92,6.094,6.386
1997-10-16,5.992,4.93,6.081,6.384
1997-10-17,6.067,4.89,6.145,6.433
1997-10-20,6.059,4.9,6.132,6.417
1997-10-21,6.059,4.96,6.128,6.414
1997-10-22,6.052,5.0,6.115,6.407
1997-10-23,5.933,4.97,6.017,6.32
1997-10-24,5.926,5.01,6.0,6.292
1997-10-27,5.77,4.95,5.899,6.237
1997-10-28,5.866,5.09,5.966,6.281
1997-10-29,5.814,5.05,5.903,6.221
1997-10-30,5.721,5.02,5.836,6.164
1997-10-31,5.706,,5.819,6.144
1997-11-03,5.772,5.1,5.894,6.203
1997-11-04,5.823,5.1,5.936,6.242
1997-11-05,5.823,5.12,5.932,6.239
1997-11-06,5.779,5.15,5.889,6.187
1997-11-07,5.786,5.15,5.885,6.15
1997-11-10,5.815,5.2,5.906,6.146
1997-11-12,5.793,5.15,5.885,6.125
1997-11-13,5.779,5.13,5.86,6.104
1997-11-14,5.779,5.12,5.847,6.084
1997-11-17,5.771,5.16,5.834,6.07
1997-11-18,5.779,5.15,5.834,6.068
1997-11-19,5.756,5.13,5.801,6.023
1997-11-20,5.786,5.13,5.826,6.048
1997-11-21,5.749,5.1,5.805,6.03
1997-11-24,5.793,,5.851,6.077
1997-11-25,5.8,5.14,5.838,6.057
1997-11-26,5.801,5.09,5.851,6.052
1997-11-28,5.816,5.06,5.851,6.036
1997-12-01,5.816,,5.846,6.03
1997-12-02,5.816,5.1,5.846,6.03
1997-12-03,5.794,5.1,5.825,6.016
1997-12-04,5.772,,5.834,6.036
1997-12-05,5.852,5.16,5.892,6.077
1997-12-08,5.904,5.19,5.943,6.134
1997-12-09,5.904,,5.939,6.132
1997-12-10,5.83,5.06,5.892,6.093
1997-12-11,5.764,5.05,5.812,6.018
1997-12-12,5.691,5.05,5.732,5.934
1997-12-15,5.727,5.09,5.766,5.971
1997-12-16,5.727,,5.761,5.954
1997-12-17,5.756,5.09,5.791,5.985
1997-12-18,5.727,5.08,5.749,5.94
1997-12-19,5.683,5.24,5.711,5.899
1997-12-22,5.705,5.3,5.711,5.888
1997-12-23,5.705,5.34,5.719,5.892
1997-12-24,5.698,5.22,5.727,5.899
1997-12-26,5.705,5.18,5.735,5.901
1997-12-29,5.72,5.25,5.748,5.918
1997-12-30,5.756,5.24,5.786,5.971
1997-12-31,5.705,5.2,5.739,5.925
1998-01-02,5.625,5.17,5.655,5.848
1998-01-05,5.444,5.08,5.498,5.729
1998-01-06,5.407,5.08,5.473,5.718
1998-01-07,5.436,5.09,5.527,5.793
1998-01-08,5.335,4.96,5.465,5.746
1998-01-09,5.213,4.92,5.379,5.704
1998-01-12,5.22,4.92,5.37,5.695
1998-01-13,5.262,5.07,5.399,5.704
1998-01-14,5.313,5.04,5.439,5.731
1998-01-15,5.327,4.98,5.46,5.739
1998-01-16,5.391,,5.513,5.794
1998-01-20,5.42,5.01,5.546,5.822
1998-01-21,5.398,4.99,5.525,5.801
1998-01-22,5.376,,5.533,5.844
1998-01-23,5.514,5.04,5.683,5.971
1998-01-26,5.47,5.03,5.616,5.887
1998-01-27,5.55,5.11,5.683,5.938
1998-01-28,5.55,5.08,5.679,5.935
1998-01-29,5.42,5.05,5.557,5.839
1998-01-30,5.377,5.04,5.512,5.805
1998-02-02,5.42,,5.557,5.861
1998-02-03,5.406,,5.545,5.861
1998-02-04,5.391,4.97,5.549,5.861
1998-02-05,5.442,4.99,5.599,5.916
1998-02-06,5.463,5.04,5.602,5.907
1998-02-09,5.5,5.01,5.64,5.942
1998-02-10,5.478,,5.623,5.922
1998-02-11,5.441,,5.573,5.85
1998-02-12,5.456,5.1,5.525,5.876
1998-02-13,5.419,,5.475,5.844
1998-02-17,5.39,5.04,5.43,5.796
1998-02-18,5.434,5.05,5.475,5.835
1998-02-19,5.448,,5.496,5.846
1998-02-20,5.47,5.07,5.524,5.861
1998-02-23,5.521,5.1,5.57,5.904
1998-02-24,5.639,5.18,5.674,5.968
1998-02-25,5.587,5.17,5.616,5.918
1998-02-26,5.609,5.18,5.641,5.942
1998-02-27,5.587,,5.616,5.918
1998-03-02,5.667,5.17,5.703,6.024
1998-03-03,5.704,5.07,5.754,6.058
1998-03-04,5.704,5.03,5.75,6.042
1998-03-05,5.704,5.03,5.767,6.063
1998-03-06,5.645,5.01,5.712,6.017
1998-03-09,5.602,5.01,5.657,5.964
1998-03-10,5.594,,5.653,5.959
1998-03-11,5.565,4.94,5.616,5.926
1998-03-12,5.507,4.94,5.553,5.867
1998-03-13,5.521,,5.57,5.885
1998-03-16,5.499,4.96,5.528,5.848
1998-03-17,5.514,5.01,5.549,5.88
1998-03-18,5.536,5.02,5.561,5.9
1998-03-19,5.55,5.03,5.574,5.902
1998-03-20,5.543,5.04,5.561,5.882
1998-03-23,5.543,5.01,5.561,5.876
1998-03-24,5.55,,5.561,5.876
1998-03-25,5.617,5.02,5.624,5.931
1998-03-26,5.645,5.06,5.658,5.948
1998-03-27,5.66,5.06,5.67,5.951
1998-03-30,5.696,5.08,5.704,5.975
1998-03-31,5.631,4.99,5.662,5.937
1998-04-01,5.587,4.97,5.603,5.898
1998-04-02,5.529,4.96,5.545,5.843
1998-04-03,5.427,4.93,5.453,5.779
1998-04-06,5.478,4.97,5.495,5.82
1998-04-07,5.492,4.91,5.516,5.835
1998-04-08,5.529,4.91,5.57,5.896
1998-04-09,5.543,4.93,5.574,5.876
1998-04-13,5.624,5.05,5.649,5.931
1998-04-14,5.587,5.0,5.616,5.902
1998-04-15,5.58,4.95,5.595,5.88
1998-04-16,5.558,4.91,5.574,5.867
1998-04-17,5.55,4.91,5.578,5.869
1998-04-20,5.602,4.91,5.629,5.915
1998-04-21,5.638,4.94,5.667,5.951
1998-04-22,5.638,4.94,5.671,5.957
1998-04-23,5.653,4.95,5.675,5.966
1998-04-24,5.631,4.93,5.654,5.942
1998-04-27,5.765,4.94,5.79,6.063
1998-04-28,5.765,4.92,5.794,6.065
1998-04-29,5.772,4.93,5.799,6.07
1998-04-30,5.634,4.85,5.667,5.946
1998-05-01,5.626,4.88,5.654,5.935
1998-05-04,5.626,4.9,5.654,5.935
1998-05-05,5.648,4.97,5.684,5.966
1998-05-06,5.597,,5.659,5.94
1998-05-07,5.59,,5.659,5.942
1998-05-08,5.633,4.99,5.697,5.969
1998-05-11,5.706,,5.769,6.038
1998-05-12,5.625,,5.688,5.955
1998-05-13,5.618,4.98,5.667,5.942
1998-05-14,5.654,5.03,5.666,5.971
1998-05-15,5.654,,5.67,5.966
1998-05-18,5.617,,5.629,5.915
1998-05-19,5.625,5.07,5.646,5.929
1998-05-20,5.588,5.06,5.6,5.885
1998-05-21,5.646,,5.641,5.92
1998-05-22,5.631,5.07,5.625,5.896
1998-05-26,5.587,5.0,5.575,5.845
1998-05-27,5.551,,5.546,5.824
1998-05-28,5.587,,5.571,5.832
1998-05-29,5.544,4.89,5.546,5.8
1998-06-01,5.522,4.86,5.521,5.776
1998-06-02,5.551,4.97,5.55,5.795
1998-06-03,5.558,4.99,5.558,5.791
1998-06-04,5.594,4.98,5.583,5.81
1998-06-05,5.594,4.97,5.571,5.785
1998-06-08,5.587,,5.575,5.787
1998-06-09,5.602,,5.575,5.785
1998-06-10,5.543,,5.501,5.697
1998-06-11,5.449,4.96,5.431,5.647
1998-06-12,5.419,,5.41,5.651
1998-06-15,5.405,,5.37,5.601
1998-06-16,5.477,,5.431,5.645
1998-06-17,5.565,5.08,5.529,5.737
1998-06-18,5.536,5.04,5.492,5.693
1998-06-19,5.506,5.02,5.459,5.668
1998-06-22,5.506,,5.451,5.657
1998-06-23,5.499,4.94,5.438,5.636
1998-06-24,5.506,4.91,5.451,5.653
1998-06-25,5.491,4.86,5.459,5.649
1998-06-26,5.483,4.86,5.442,5.632
1998-06-29,5.483,4.87,5.459,5.645
1998-06-30,5.454,4.97,5.434,5.618
1998-07-01,5.425,,5.426,5.628
1998-07-02,5.404,4.93,5.401,5.595
1998-07-06,5.389,,5.381,5.568
1998-07-07,5.418,,5.405,5.591
1998-07-08,5.418,4.95,5.421,5.619
1998-07-09,5.389,4.93,5.393,5.599
1998-07-10,5.389,4.92,5.405,5.619
1998-07-13,5.44,4.94,5.45,5.674
1998-07-14,5.454,,5.474,5.711
1998-07-15,5.454,,5.47,5.697
1998-07-16,5.476,,5.487,5.718
1998-07-17,5.476,,5.499,5.741
1998-07-20,5.454,,5.466,5.709
1998-07-21,5.447,4.93,5.437,5.667
1998-07-22,5.462,4.93,5.445,5.678
1998-07-23,5.447,4.96,5.429,5.655
1998-07-24,5.454,4.94,5.441,5.677
1998-07-27,5.469,4.94,5.453,5.696
1998-07-28,5.469,4.92,5.478,5.732
1998-07-29,5.506,4.93,5.511,5.758
1998-07-30,5.499,,5.49,5.724
1998-07-31,5.499,,5.494,5.717
1998-08-03,5.455,4.97,5.445,5.658
1998-08-04,5.432,4.95,5.428,5.648
1998-08-05,5.41,4.94,5.42,5.65
1998-08-06,5.41,4.88,5.432,5.669
1998-08-07,5.366,4.87,5.387,5.621
1998-08-10,5.374,,5.399,5.619
1998-08-11,5.329,4.88,5.362,5.59
1998-08-12,5.337,4.9,5.387,5.61
1998-08-13,5.366,4.92,5.424,5.64
1998-08-14,5.337,4.9,5.386,5.537
1998-08-17,5.315,4.92,5.39,5.552
1998-08-18,5.344,4.95,5.403,5.554
1998-08-19,5.344,4.93,5.411,5.558
1998-08-20,5.315,,5.374,5.511
1998-08-21,5.228,4.87,5.316,5.459
1998-08-24,5.178,4.93,5.287,5.472
1998-08-25,5.113,,5.238,5.428
1998-08-26,5.055,4.92,5.19,5.421
1998-08-27,4.963,4.84,5.101,5.375
1998-08-28,4.919,4.78,5.08,5.359
1998-08-31,4.891,4.76,5.032,5.291
1998-09-01,4.89,4.77,5.036,5.33
1998-09-02,4.947,4.77,5.076,5.338
1998-09-03,4.904,4.71,5.02,5.299
1998-09-04,4.882,4.73,4.999,5.27
1998-09-08,4.882,4.73,5.031,5.34
1998-09-09,4.768,4.75,4.935,5.27
1998-09-10,4.548,4.65,4.738,5.176
1998-09-11,4.646,4.73,4.824,5.226
1998-09-14,4.646,4.75,4.847,5.226
1998-09-15,4.674,4.66,4.875,5.256
1998-09-16,4.659,4.63,4.851,5.209
1998-09-17,4.588,4.57,4.768,5.179
1998-09-18,4.495,4.49,4.678,5.14
1998-09-21,4.488,4.59,4.658,5.12
1998-09-22,4.558,4.69,4.713,5.153
1998-09-23,4.459,4.57,4.658,5.155
1998-09-24,4.416,4.48,4.607,5.144
1998-09-25,4.387,4.41,4.576,5.122
1998-09-28,4.387,4.37,4.587,5.143
1998-09-29,4.386,4.32,4.564,5.096
1998-09-30,4.224,4.25,4.41,4.976
1998-10-01,4.085,4.13,4.304,4.891
1998-10-02,4.076,4.1,4.28,4.847
1998-10-05,3.944,4.02,4.149,4.708
1998-10-06,4.033,4.05,4.22,4.744
1998-10-07,4.186,4.05,4.393,4.826
1998-10-08,4.262,3.73,4.546,4.988
1998-10-09,4.445,3.81,4.772,5.106
1998-10-13,4.352,3.81,4.724,5.106
1998-10-14,4.217,3.92,4.556,4.991
1998-10-15,4.21,4.02,4.56,5.016
1998-10-16,4.019,3.53,4.417,4.959
1998-10-19,4.032,3.69,4.436,4.976
1998-10-20,4.109,3.91,4.52,5.043
1998-10-21,4.157,3.9,4.551,5.057
1998-10-22,4.185,3.86,4.582,5.117
1998-10-23,4.254,3.87,4.663,5.161
1998-10-26,4.31,3.99,4.698,5.131
1998-10-27,4.203,4.06,4.589,5.076
1998-10-28,4.16,4.18,4.577,5.127
1998-10-29,4.118,4.21,4.507,5.092
1998-10-30,4.229,4.21,4.603,5.143
1998-11-02,4.378,4.3,4.744,5.225
1998-11-03,4.371,4.38,4.74,5.219
1998-11-04,4.468,4.45,4.879,5.321
1998-11-05,4.461,4.43,4.818,5.345
1998-11-06,4.575,4.55,4.922,5.362
1998-11-09,4.532,4.51,4.866,5.279
1998-11-10,4.497,4.44,4.818,5.269
1998-11-12,4.454,4.39,4.77,5.238
1998-11-13,4.504,4.35,4.806,5.25
1998-11-16,4.532,4.41,4.838,5.275
1998-11-17,4.54,4.3,4.85,5.29
1998-11-18,4.568,4.32,4.842,5.244
1998-11-19,4.611,4.32,4.846,5.246
1998-11-20,4.59,4.35,4.81,5.213
1998-11-23,4.59,4.47,4.83,5.244
1998-11-24,4.619,4.49,4.842,5.221
1998-11-25,4.612,4.45,4.822,5.178
1998-11-27,4.584,4.43,4.802,5.161
1998-11-30,4.498,4.42,4.726,5.07
1998-12-01,4.413,4.38,4.659,5.052
1998-12-02,4.299,4.37,4.568,5.019
1998-12-03,4.292,4.33,4.564,5.009
1998-12-04,4.37,4.36,4.607,5.038
1998-12-07,4.463,4.38,4.678,5.038
1998-12-08,4.392,,4.595,4.989
1998-12-09,4.342,4.31,4.548,4.962
1998-12-10,4.313,4.36,4.521,4.956
1998-12-11,4.378,4.39,4.603,5.011
1998-12-14,4.335,4.39,4.576,4.987
1998-12-15,4.392,4.38,4.619,5.036
1998-12-16,4.328,4.34,4.571,5.007
1998-12-17,4.335,4.34,4.56,5.001
1998-12-18,4.371,4.38,4.571,5.008
1998-12-21,4.45,4.43,4.626,5.062
1998-12-22,4.493,4.41,4.69,5.128
1998-12-23,4.631,4.46,4.781,5.2
1998-12-24,4.712,4.45,4.846,5.214
1998-12-28,4.647,4.45,4.769,5.161
1998-12-29,4.589,4.48,4.701,5.118
1998-12-30,4.53,4.43,4.642,5.086
1998-12-31,4.523,4.35,4.638,5.084
1999-01-04,4.56,4.37,4.677,5.147
1999-01-05,4.612,4.37,4.729,5.202
1999-01-06,4.612,4.37,4.721,5.167
1999-01-07,4.612,4.31,4.765,5.22
1999-01-08,4.693,4.36,4.842,5.256
1999-01-11,4.731,4.39,4.874,5.27
1999-01-12,4.672,4.36,4.81,5.222
1999-01-13,4.576,4.34,4.721,5.146
1999-01-14,4.459,4.31,4.614,5.06
