Date,^FVX,^IRX,^TNX,^TYX
1960-01-04,,4.52,,
1960-01-05,,4.55,,
1960-01-06,,4.68,,
1960-01-07,,4.63,,
1960-01-08,,4.59,,
1960-01-11,,4.54,,
1960-01-13,,4.56,,
1960-01-14,,4.51,,
1960-01-15,,4.49,,
1960-01-18,,4.37,,
1960-01-19,,4.31,,
1960-01-20,,4.3,,
1960-01-21,,4.27,,
1960-01-22,,4.12,,
1960-01-26,,4.04,,
1960-01-27,,3.99,,
1960-01-28,,3.92,,
1960-02-01,,4.0,,
1960-02-02,,3.96,,
1960-02-04,,3.95,,
1960-02-05,,3.8,,
1960-02-08,,3.55,,
1960-02-09,,3.58,,
1960-02-10,,3.7,,
1960-02-11,,3.85,,
1960-02-17,,4.07,,
1960-02-19,,4.08,,
1960-02-23,,4.06,,
1960-02-24,,4.13,,
1960-02-25,,4.17,,
1960-02-26,,4.19,,
1960-03-01,,4.09,,
1960-03-02,,3.98,,
1960-03-04,,3.64,,
1960-03-07,,3.54,,
1960-03-08,,3.56,,
1960-03-10,,3.66,,
1960-03-11,,3.59,,
1960-03-14,,3.44,,
1960-03-15,,3.46,,
1960-03-16,,3.43,,
1960-03-18,,3.3,,
1960-03-21,,3.05,,
1960-03-22,,2.9,,
1960-03-23,,2.77,,
1960-03-24,,2.82,,
1960-03-25,,2.68,,
1960-03-28,,2.78,,
1960-03-29,,2.83,,
1960-03-30,,2.92,,
1960-03-31,,3.02,,
1960-04-01,,2.84,,
1960-04-04,,2.72,,
1960-04-05,,2.8,,
1960-04-12,,3.6,,
1960-04-13,,3.57,,
1960-04-14,,3.52,,
1960-04-18,,3.28,,
1960-04-19,,3.34,,
1960-04-21,,3.35,,
1960-04-22,,3.37,,
1960-04-25,,3.26,,
1960-04-26,,3.25,,
1960-04-28,,3.16,,
1960-04-29,,3.04,,
1960-05-02,,3.03,,
1960-05-03,,3.14,,
1960-05-04,,3.12,,
1960-05-05,,3.09,,
1960-05-09,,3.22,,
1960-05-11,,3.31,,
1960-05-12,,3.36,,
1960-05-16,,3.62,,
1960-05-18,,3.67,,
1960-05-19,,3.42,,
1960-05-25,,3.32,,
1960-06-01,,3.06,,
1960-06-03,,2.65,,
1960-06-06,,2.62,,
1960-06-08,,2.75,,
1960-06-09,,2.63,,
1960-06-10,,2.38,,
1960-06-13,,2.29,,
1960-06-15,,2.27,,
1960-06-16,,2.32,,
1960-06-17,,2.37,,
1960-06-20,,2.55,,
1960-06-22,,2.36,,
1960-06-23,,2.39,,
1960-06-24,,2.35,,
1960-06-27,,2.31,,
1960-06-28,,2.2,,
1960-06-29,,2.14,,
1960-06-30,,2.19,,
1960-07-01,,2.05,,
1960-07-05,,2.1,,
1960-07-06,,2.25,,
1960-07-07,,2.34,,
1960-07-11,,2.49,,
1960-07-12,,2.42,,
1960-07-13,,2.46,,
1960-07-18,,2.26,,
1960-07-19,,2.28,,
1960-07-26,,2.23,,
1960-08-02,,2.12,,
1960-08-03,,2.17,,
1960-08-04,,2.15,,
1960-08-05,,2.13,,
1960-08-08,,2.18,,
1960-08-09,,2.16,,
1960-08-11,,2.24,,
1960-08-16,,2.22,,
1960-08-17,,2.33,,
1960-08-19,,2.4,,
1960-08-29,,2.48,,
1960-08-30,,2.53,,
1960-08-31,,2.57,,
1960-09-01,,2.58,,
1960-09-06,,2.54,,
1960-09-09,,2.59,,
1960-09-12,,2.61,,
1960-09-22,,2.5,,
1960-09-30,,2.3,,
1960-10-05,,2.45,,
1960-10-06,,2.47,,
1960-10-13,,2.6,,
1960-10-14,,2.44,,
1960-10-24,,2.11,,
1960-10-28,,2.07,,
1960-11-03,,2.21,,
1960-11-09,,2.41,,
1960-11-14,,2.52,,
1961-02-27,,2.56,,
1961-03-03,,2.51,,
1961-03-09,,2.43,,
1961-12-26,,2.64,,
1961-12-27,,2.66,,
1961-12-29,,2.67,,
1962-01-02,3.88,2.7,4.06,
1962-01-03,3.87,2.73,4.03,
1962-01-04,3.86,,3.99,
1962-01-05,3.89,2.74,4.02,
1962-01-08,3.91,,,
1962-01-09,3.93,,4.05,
1962-01-10,3.94,2.81,4.07,
1962-01-11,,,4.08,
1962-01-12,3.95,2.76,,
1962-01-15,3.96,,4.1,
1962-01-16,3.98,,4.13,
1962-01-17,3.97,,4.12,
1962-01-18,,2.71,4.11,
1962-01-22,,,4.09,
1962-01-31,3.99,,,
1962-02-01,4.0,2.69,,
1962-02-14,3.9,,,
1962-02-19,,,4.01,
1962-02-23,3.83,,,
1962-02-26,3.8,,4.0,
1962-02-28,3.77,,,
1962-03-01,3.71,,3.98,
1962-03-02,3.72,,,
1962-03-05,3.74,,,
1962-03-09,,,3.96,
1962-03-12,3.73,,3.94,
1962-03-13,3.7,,3.92,
1962-03-14,,,3.93,
1962-03-20,3.67,,3.91,
1962-03-21,3.61,,3.86,
1962-03-22,3.58,,3.83,
1962-03-23,3.62,,3.87,
1962-03-26,3.65,,3.89,
1962-03-27,,,3.9,
1962-03-28,3.64,,,
1962-04-03,3.55,,,
1962-04-04,3.51,,3.78,
1962-04-05,3.56,,3.84,
1962-04-06,,,3.81,
1962-04-09,3.57,,,
1962-04-13,3.6,,3.85,
1962-04-17,,,3.82,
1962-04-23,3.63,,,
1962-04-25,3.66,,3.88,
1962-05-23,3.69,,,
1962-05-24,3.68,,,
1962-06-11,3.59,,,
1962-06-25,,2.79,3.95,
1962-06-26,,,3.97,
1962-06-28,3.76,2.86,,
1962-07-05,3.78,,,
1962-07-06,3.79,2.93,,
1962-07-09,,2.96,,
1962-07-10,3.81,,,
1962-07-11,,2.97,,
1962-07-12,,2.98,,
1962-07-17,3.82,,,
1962-07-20,,2.91,,
1962-07-23,,2.87,,
1962-07-25,,2.89,,
1962-07-27,,2.88,,
1962-07-31,,,4.04,
1962-09-05,,2.85,,
1962-12-20,3.54,,,
1962-12-24,3.5,,3.79,
1962-12-27,3.52,,,
1963-01-02,3.53,,,
1963-01-11,,,3.8,
1963-01-23,,2.95,,
1963-01-24,,2.94,,
1963-04-19,3.75,,,
1963-05-29,,2.99,,
1963-05-31,,3.0,,
1963-07-05,,3.07,,
1963-07-08,3.92,3.21,,
1963-07-10,,3.23,,
1963-07-11,,3.24,,
1963-07-12,,3.18,,
1963-07-15,,3.17,,
1963-07-18,,3.2,,
1963-07-23,,3.15,,
1963-07-31,,3.27,,
1963-08-08,,3.29,,
1963-08-15,,3.33,,
1963-08-23,,3.38,,
1963-08-27,,3.39,,
1963-08-28,,3.4,,
1963-09-16,,3.41,,
1963-10-04,,3.45,,
1963-10-17,,3.49,,
1963-10-18,,3.48,,
1963-10-30,,,4.14,
1963-10-31,4.01,,4.15,
1963-11-04,4.02,3.51,,
1963-11-06,4.04,,4.17,
1963-11-08,4.05,,4.16,
1963-11-12,4.03,,,
1963-11-15,,3.53,,
1963-11-21,,3.5,,
1963-12-16,4.07,,,
1963-12-18,4.06,,,
1964-01-06,4.08,,,
1964-01-08,4.09,,4.18,
1964-01-10,4.1,,,
1964-03-04,4.11,,4.19,
1964-03-09,,,4.2,
1964-03-11,4.12,,4.21,
1964-03-13,,,4.22,
1964-03-18,4.14,,4.23,
1964-03-19,4.16,,4.24,
1964-03-20,4.17,,4.25,
1964-03-23,4.19,,,
1964-03-24,4.21,,4.26,
1964-03-25,4.2,,,
1964-03-30,4.18,,,
1964-04-10,4.15,,,
1964-04-13,,3.47,,
1964-04-30,4.13,,,
1964-11-18,,3.61,,
1964-11-23,,3.73,,
1964-11-24,,3.78,,
1964-11-25,,3.82,,
1964-11-27,,3.81,,
1964-11-30,,3.84,,
1964-12-03,,3.79,,
1964-12-07,,3.76,,
1964-12-10,,3.83,,
1964-12-16,,3.87,,
1964-12-18,,3.86,,
1965-01-11,,3.77,,
1965-02-01,,3.88,,
1965-02-03,,3.89,,
1965-02-04,,3.9,,
1965-02-05,,3.91,,
1965-03-01,,3.97,,
1965-03-08,,3.94,,
1965-03-12,,3.93,,
1965-08-17,4.22,,4.27,
1965-09-01,4.23,,4.28,
1965-09-09,4.24,,,
1965-09-22,4.25,,4.29,
1965-09-23,4.26,,4.3,
1965-09-24,4.27,,4.31,
1965-09-28,4.3,4.02,4.33,
1965-09-29,4.34,4.05,4.36,
1965-09-30,4.33,,4.35,
1965-10-05,4.32,,,
1965-10-06,4.31,,4.32,
1965-10-13,,4.01,,
1965-10-15,,,4.34,
1965-10-20,4.35,,,
1965-10-21,,,4.37,
1965-10-25,4.37,4.03,4.38,
1965-10-27,,,4.39,
1965-10-28,4.39,,4.4,
1965-10-29,4.4,,4.41,
1965-11-01,4.43,,4.43,
1965-11-03,4.44,,,
1965-11-04,4.45,,,
1965-11-05,4.48,,,
1965-11-08,4.5,,4.45,
1965-11-09,,,4.47,
1965-11-10,4.49,,4.46,
1965-11-12,4.47,,4.44,
1965-11-16,4.46,,,
1965-11-18,,4.1,,
1965-11-26,,4.11,,
1965-11-30,,,4.48,
1965-12-01,4.52,,4.52,
1965-12-02,4.51,,,
1965-12-06,4.69,,4.61,
1965-12-07,4.67,4.36,4.59,
1965-12-08,,,4.6,
1965-12-09,,4.34,,
1965-12-10,,4.33,,
1965-12-13,4.74,,4.65,
1965-12-14,4.77,4.41,4.67,
1965-12-15,,4.4,,
1965-12-16,4.76,4.42,4.66,
1965-12-17,4.75,4.46,,
1965-12-20,4.71,4.5,,
1965-12-21,,4.48,4.64,
1965-12-22,,4.47,,
1965-12-23,4.78,,,
1965-12-27,,,4.62,
1965-12-28,4.79,,,
1965-12-29,4.81,,,
1965-12-30,4.84,,4.63,
1965-12-31,4.88,,,
1966-01-04,4.89,,,
1966-01-05,4.87,,,
1966-01-07,4.83,,,
1966-01-11,,4.6,,
1966-01-12,,4.61,4.56,
1966-01-13,,,4.58,
1966-01-14,4.82,,,
1966-01-18,,4.66,,
1966-01-19,,4.62,,
1966-01-21,4.85,,,
1966-01-24,,4.57,,
1966-01-25,4.9,,,
1966-01-26,4.91,,,
1966-01-27,4.92,,,
1966-01-28,4.95,,,
1966-01-31,4.98,,4.69,
1966-02-01,4.94,,,
1966-02-02,,4.64,4.7,
1966-02-04,,,4.71,
1966-02-07,4.99,,4.73,
1966-02-08,4.97,,4.72,
1966-02-09,,,4.74,
1966-02-10,,4.65,4.78,
1966-02-11,5.01,,4.86,
1966-02-14,5.0,,4.87,
1966-02-15,,,4.88,
1966-02-16,,4.7,4.89,
1966-02-18,,,4.9,
1966-02-21,,,4.92,
1966-02-23,,4.69,,
1966-02-24,,4.67,4.93,
1966-02-25,5.02,,4.97,
1966-02-28,5.03,,5.02,
1966-03-01,,,5.01,
1966-03-02,,,5.0,
1966-03-04,,,4.98,
1966-03-07,,,4.96,
1966-03-09,4.96,,,
1966-03-10,,,4.95,
1966-03-14,,,4.94,
1966-03-15,,,4.91,
1966-03-18,,,4.84,
1966-03-21,,,4.81,
1966-03-24,,,4.76,
1966-03-25,,4.53,4.82,
1966-03-28,4.93,,,
1966-03-29,,,4.8,
1966-04-07,,4.58,,
1966-04-15,4.86,,4.77,
1966-04-26,,,4.79,
1966-05-09,,,4.75,
1966-06-08,,,4.83,
1966-06-20,,4.43,,
1966-06-24,,4.38,,
1966-06-30,5.09,,,
1966-07-01,5.11,,4.99,
1966-07-05,,4.77,,
1966-07-06,5.08,,,
1966-07-07,5.1,,,
1966-07-08,5.13,,,
1966-07-11,5.19,4.74,5.03,
1966-07-12,,4.89,5.05,
1966-07-13,5.2,4.88,5.07,
1966-07-14,5.22,4.92,5.1,
1966-07-15,5.21,4.93,5.09,
1966-07-18,5.16,,5.04,
1966-07-19,5.15,4.96,,
1966-07-20,,4.9,,
1966-07-21,5.18,,,
1966-07-22,,4.84,,
1966-07-25,5.17,4.78,,
1966-07-28,5.24,,,
1966-07-29,5.26,,,
1966-08-01,,4.75,,
1966-08-02,5.25,,,
1966-08-03,5.28,4.87,5.06,
1966-08-05,5.3,4.79,,
1966-08-08,,,5.08,
1966-08-09,5.32,4.86,,
1966-08-10,5.33,,,
1966-08-11,5.35,4.91,5.11,
1966-08-12,5.37,4.94,,
1966-08-15,5.42,5.0,5.15,
1966-08-16,5.49,5.09,5.18,
1966-08-17,5.54,5.08,5.24,
1966-08-18,5.6,,5.29,
1966-08-19,5.62,5.06,5.31,
1966-08-22,5.58,4.97,,
1966-08-23,5.63,5.05,5.33,
1966-08-24,5.68,5.02,5.36,
1966-08-25,5.73,5.03,5.39,
1966-08-26,5.83,,5.48,
1966-08-29,5.89,5.04,5.51,
1966-08-30,5.85,,,
1966-09-01,,,5.3,
1966-09-02,5.55,,5.23,
1966-09-06,5.53,5.17,5.19,
1966-09-07,,5.19,5.2,
1966-09-08,,5.21,,
1966-09-09,5.51,5.22,5.17,
1966-09-12,,5.29,,
1966-09-13,5.48,5.43,5.16,
1966-09-14,,5.45,5.21,
1966-09-15,5.56,5.46,5.25,
1966-09-19,5.64,5.47,5.32,
1966-09-20,,5.57,5.27,
1966-09-21,,5.59,,
1966-09-22,5.47,5.55,,
1966-09-23,,5.51,,
1966-09-26,5.44,,,
1966-09-27,5.39,5.44,5.13,
1966-09-28,,5.41,,
1966-09-29,,5.34,,
1966-09-30,5.34,,,
1966-10-03,,5.33,,
1966-10-05,5.27,5.42,,
1966-10-06,,5.38,,
1966-10-07,,5.36,,
1966-10-10,,5.4,,
1966-10-11,5.29,,,
1966-10-13,,5.48,,
1966-10-17,,5.39,,
1966-10-21,5.23,5.27,,
1966-10-25,,5.23,,
1966-10-26,,5.24,,
1966-10-27,,5.25,,
1966-11-07,5.36,5.37,,
1966-11-09,,,5.12,
1966-11-14,5.41,,,
1966-11-16,,,5.22,
1966-11-22,5.38,5.28,,
1966-11-28,,5.2,,
1966-11-29,5.31,,,
1966-11-30,,5.16,,
1966-12-06,,5.15,,
1966-12-08,,5.18,,
1966-12-09,,5.11,,
1966-12-13,5.05,,,
1966-12-14,,5.01,,
1966-12-16,,4.85,,
1966-12-20,,4.82,,
1966-12-22,,4.81,4.68,
1966-12-28,,4.8,,
1966-12-29,4.8,,,
1967-01-11,,,4.54,
1967-01-12,4.7,4.83,4.55,
1967-01-13,4.66,,4.51,
1967-01-16,4.6,4.72,4.49,
1967-01-17,4.61,,,
1967-01-18,4.64,,4.53,
1967-01-20,,4.71,,
1967-01-26,4.63,,4.5,
1967-02-01,4.68,,,
1967-02-02,4.65,,,
1967-02-10,4.72,,,
1967-03-01,,4.45,,
1967-03-03,4.62,,,
1967-03-08,,4.39,,
1967-03-09,,,4.57,
1967-03-13,4.59,,,
1967-03-14,4.57,,,
1967-03-15,,4.28,,
1967-03-16,,4.24,,
1967-03-21,,4.16,,
1967-03-23,,4.15,,
1967-03-31,4.42,,,
1967-04-07,4.38,,,
1967-04-11,4.41,,,
1967-04-17,4.54,,,
1967-04-18,4.55,,,
1967-04-21,,3.75,,
1967-04-24,4.58,,,
1967-04-26,,3.72,,
1967-04-27,,3.71,,
1967-05-02,,3.74,,
1967-05-04,,3.69,,
1967-05-08,,3.65,,
1967-05-16,,3.63,,
1967-06-02,4.73,,,
1967-06-05,,,4.85,
1967-06-20,,,5.14,
1967-06-21,5.14,,,
1967-06-22,5.12,,,
1967-07-05,,4.29,,
1967-07-06,,4.21,,
1967-07-10,,4.18,,
1967-07-11,,4.22,,
1967-07-18,,4.2,,
1967-07-24,,4.35,,
1967-07-25,,4.32,,
1967-08-04,,,5.26,
1967-08-08,,,5.28,
1967-08-18,,4.25,,
1967-08-23,5.4,,,
1967-08-30,,4.44,,
1967-09-19,,,5.35,
1967-09-20,5.43,,5.34,
1967-09-21,5.45,,,
1967-09-22,5.46,,,
1967-09-25,,,5.38,
1967-09-26,,,5.37,
1967-10-10,5.52,,5.42,
1967-10-13,,,5.45,
1967-10-16,,,5.47,
1967-10-17,5.61,,5.49,
1967-10-18,,,5.52,
1967-10-19,5.59,,5.53,
1967-10-20,5.57,,,
1967-10-23,,,5.56,
1967-10-25,,,5.57,
1967-10-26,5.65,,5.58,
1967-10-30,5.67,,5.6,
1967-10-31,5.72,,5.64,
1967-11-01,5.76,,5.7,
1967-11-02,,,5.71,
1967-11-03,5.8,,5.75,
1967-11-06,,,5.77,
1967-11-08,5.81,,5.74,
1967-11-09,,,5.78,
1967-11-10,5.87,,5.83,
1967-11-13,5.91,,5.87,
1967-11-14,,,5.81,
1967-11-15,5.78,,,
1967-11-16,,,5.72,
1967-11-20,,,5.85,
1967-11-27,,,5.76,
1967-11-28,,,5.65,
1967-11-29,5.69,,5.67,
1967-11-30,5.77,4.95,,
1967-12-01,5.82,,,
1967-12-06,,,5.69,
1967-12-13,5.74,,,
1967-12-14,,4.98,,
1967-12-15,5.79,5.07,,
1967-12-18,5.75,,5.68,
1967-12-19,5.7,,5.66,
1967-12-20,5.66,,5.62,
1967-12-27,,4.99,,
1968-01-02,,,5.63,
1968-01-05,5.5,,,
1968-01-08,,,5.5,
1968-01-09,,5.1,,
1968-01-10,,,5.46,
1968-01-12,,,5.43,
1968-01-18,,,5.55,
1968-01-19,,,5.59,
1968-01-22,,,5.61,
1968-01-31,,,5.54,
1968-03-07,5.71,,,
1968-03-12,,5.14,5.79,
1968-03-13,5.9,,5.86,
1968-03-14,6.0,,5.95,
1968-03-15,5.88,,5.84,
1968-03-18,,5.26,,
1968-03-19,,5.31,,
1968-03-20,,,5.73,
1968-03-27,,5.13,,
1968-04-19,,5.53,,
1968-04-22,5.93,,,
1968-04-23,5.84,5.49,,
1968-04-24,,5.5,,
1968-04-29,5.96,,,
1968-05-01,5.92,,,
1968-05-02,5.95,,,
1968-05-03,6.01,5.54,5.8,
1968-05-06,5.98,,,
1968-05-07,5.97,5.52,,
1968-05-08,5.99,,,
1968-05-14,,5.6,5.82,
1968-05-15,6.02,5.67,,
1968-05-16,6.07,5.78,5.9,
1968-05-17,6.11,5.8,5.92,
1968-05-20,6.15,5.82,5.96,
1968-05-21,6.21,5.92,6.02,
1968-05-22,6.2,5.86,,
1968-05-23,6.13,,5.98,
1968-05-24,6.08,5.72,,
1968-05-28,6.06,,5.94,
1968-05-29,,5.73,,
1968-05-31,,5.68,,
1968-06-03,,5.65,,
1968-06-04,,5.66,,
1968-06-05,5.94,,,
1968-06-12,,5.71,,
1968-06-13,,5.69,,
1968-06-14,,5.63,,
1968-06-17,,5.58,,
1968-06-26,,5.35,,
1968-06-27,,5.32,,
1968-06-28,,5.3,,
1968-07-29,,,5.41,
1968-09-24,,,5.44,
1968-09-27,,5.12,,
1968-12-02,,5.61,5.89,
1968-12-04,,5.7,,
1968-12-05,,,5.93,
1968-12-06,,,5.91,
1968-12-10,6.04,5.84,,
1968-12-11,,5.88,,
1968-12-12,6.05,5.89,,
1968-12-16,,5.94,,
1968-12-17,,5.96,5.97,
1968-12-18,,6.0,6.0,
1968-12-19,6.17,6.08,6.07,
1968-12-20,6.24,6.19,6.14,
1968-12-23,6.32,6.28,6.23,
1968-12-24,6.34,6.29,6.27,
1968-12-26,6.28,,6.17,
1968-12-27,,6.12,6.2,
1968-12-30,6.36,6.26,6.21,
1968-12-31,6.33,6.25,6.16,
1969-01-02,6.29,6.14,6.04,
1969-01-03,,6.13,6.01,
1969-01-06,,6.18,,
1969-01-07,6.43,,,
1969-01-08,6.38,,6.09,
1969-01-09,,6.15,,
1969-01-10,,6.11,6.03,
1969-01-13,6.3,,,
1969-01-14,6.27,,,
1969-01-15,6.19,,,
1969-01-16,,6.05,,
1969-01-17,6.14,6.07,,
1969-01-20,,6.01,,
1969-01-21,,6.09,,
1969-01-23,,6.16,,
1969-01-24,,6.17,,
1969-01-28,6.22,,6.05,
1969-01-31,,,6.19,
1969-02-03,,,6.22,
1969-02-04,,6.2,,
1969-02-11,,,6.1,
1969-02-14,,,6.11,
1969-02-17,,6.06,,
1969-02-20,6.37,,,
1969-02-21,,6.02,6.24,
1969-02-24,6.35,,,
1969-02-26,6.4,6.1,,
1969-02-27,6.45,,,
1969-02-28,6.44,,6.26,
1969-03-03,,,6.25,
1969-03-04,6.42,,,
1969-03-11,,,6.3,
1969-03-12,,5.99,6.31,
1969-03-13,,6.03,6.32,
1969-03-14,6.39,,,
1969-03-17,,,6.35,
1969-03-21,,,6.29,
1969-03-24,,5.91,6.28,
1969-03-27,,,6.33,
1969-04-09,6.26,,,
1969-04-10,,,6.18,
1969-04-11,,,6.15,
1969-04-14,,,6.06,
1969-04-15,,6.23,,
1969-04-16,,6.22,,
1969-04-17,,,6.13,
1969-04-22,,,6.12,
1969-04-30,,5.87,,
1969-05-01,6.46,,,
1969-05-07,6.47,,,
1969-05-09,6.48,,,
1969-05-12,6.52,6.04,,
1969-05-13,6.49,,,
1969-05-16,6.54,,,
1969-05-19,6.58,,6.36,
1969-05-20,6.57,,,
1969-05-21,6.55,,,
1969-05-22,6.56,,,
1969-05-23,6.59,,6.38,
1969-05-26,6.62,,6.44,
1969-05-27,6.67,,6.54,
1969-05-28,6.68,,6.56,
1969-05-29,6.69,,,
1969-06-03,,,6.55,
1969-06-04,6.71,,,
1969-06-05,,6.39,,
1969-06-06,,6.34,6.52,
1969-06-09,6.76,6.45,6.59,
1969-06-10,6.72,6.62,,
1969-06-11,6.73,6.69,,
1969-06-12,6.7,6.81,,
1969-06-13,6.66,6.76,6.51,
1969-06-16,6.64,6.63,6.49,
1969-06-17,,6.52,,
1969-06-18,,6.55,6.53,
1969-06-19,6.74,6.6,6.57,
1969-06-23,6.78,6.37,6.6,
1969-06-24,6.82,6.5,6.63,
1969-06-25,6.85,6.4,,
1969-06-26,6.84,,6.62,
1969-06-27,6.88,,6.66,
1969-06-30,6.98,,6.73,
1969-07-01,7.02,6.67,6.75,
1969-07-02,7.04,6.74,6.77,
1969-07-03,7.01,,,
1969-07-07,,6.88,6.76,
1969-07-08,,6.98,6.79,
1969-07-09,7.08,7.04,6.82,
1969-07-10,,7.0,6.78,
1969-07-11,,6.89,6.64,
1969-07-14,6.94,6.94,6.69,
1969-07-15,6.97,7.09,6.72,
1969-07-16,6.92,6.99,6.67,
1969-07-17,6.95,,,
1969-07-18,,7.05,6.7,
1969-07-22,,7.08,,
1969-07-23,7.05,7.13,6.68,
1969-07-24,7.06,7.12,,
1969-07-25,7.07,,6.71,
1969-07-29,,7.14,,
1969-07-30,,7.11,,
1969-07-31,,7.06,,
1969-08-04,,6.93,,
1969-08-05,6.91,,,
1969-08-07,,6.97,,
1969-08-08,,7.02,,
1969-08-11,,7.01,,
1969-08-12,,7.1,,
1969-08-15,,6.85,,
1969-08-18,,6.78,,
1969-08-19,7.0,6.84,6.65,
1969-08-20,6.99,6.86,,
1969-08-22,7.03,6.96,,
1969-08-26,7.09,7.16,,
1969-08-27,7.11,7.15,,
1969-08-28,7.14,,6.83,
1969-08-29,7.13,6.95,,
1969-09-02,7.17,7.03,6.87,
1969-09-03,7.24,,6.94,
1969-09-04,7.26,,6.96,
1969-09-05,7.33,,6.99,
1969-09-08,7.39,,7.03,
1969-09-09,7.4,,7.04,
1969-09-10,7.38,,7.02,
1969-09-11,7.44,,7.05,
1969-09-12,7.48,,7.08,
1969-09-15,7.5,,7.09,
1969-09-16,7.54,,7.14,
1969-09-17,7.56,,,
1969-09-18,7.71,,7.27,
1969-09-19,7.72,,7.28,
1969-09-22,,,7.26,
1969-09-24,7.74,,,
1969-09-25,7.78,,7.3,
1969-09-26,7.88,,7.4,
1969-09-29,7.94,6.91,7.45,
1969-09-30,8.02,,7.51,
1969-10-01,8.04,7.17,7.52,
1969-10-02,7.98,,,
1969-10-03,7.87,,7.38,
1969-10-06,7.82,,7.35,
1969-10-07,7.75,,7.31,
1969-10-08,,,7.29,
1969-10-09,7.77,,,
1969-10-10,7.67,,7.22,
1969-10-14,,,7.1,
1969-10-15,7.55,,7.12,
1969-10-17,7.34,,,
1969-10-20,7.18,,,
1969-10-21,7.12,6.9,,
1969-10-22,,,6.8,
1969-10-23,7.25,,6.9,
1969-10-27,7.28,,6.93,
1969-10-28,,,7.0,
1969-11-03,7.29,,,
1969-11-05,7.35,7.07,6.97,
1969-11-06,,,7.01,
1969-11-12,7.43,,7.06,
1969-11-13,,7.2,,
1969-11-14,7.46,,,
1969-11-17,,,7.13,
1969-11-18,7.63,,,
1969-11-19,7.64,7.23,7.25,
1969-11-20,7.73,7.35,,
1969-11-21,,7.38,,
1969-11-24,7.66,7.42,,
1969-11-25,,7.52,,
1969-11-26,,7.55,,
1969-11-28,7.61,7.51,,
1969-12-01,,7.5,,
1969-12-03,,7.62,7.39,
1969-12-04,7.7,7.64,,
1969-12-05,,7.67,,
1969-12-08,,7.68,,
1969-12-09,,7.84,7.5,
1969-12-10,7.97,7.91,7.59,
1969-12-11,7.99,7.85,7.62,
1969-12-12,7.95,7.81,7.6,
1969-12-15,,7.92,7.63,
1969-12-16,,,7.72,
1969-12-17,8.07,,7.76,
1969-12-18,,7.88,7.81,
1969-12-19,,7.79,7.79,
1969-12-22,8.0,7.82,,
1969-12-23,8.08,,7.82,
1969-12-24,8.12,,7.89,
1969-12-26,8.14,7.86,7.87,
1969-12-29,8.33,8.08,8.05,
1969-12-30,8.26,8.05,7.97,
1969-12-31,8.22,8.01,7.88,
1970-01-02,8.19,,7.86,
1970-01-06,,7.93,7.96,
1970-01-07,8.3,7.9,7.99,
1970-01-08,8.25,,,
1970-01-09,8.18,7.89,,
1970-01-12,8.16,7.8,,
1970-01-13,8.13,,,
1970-01-14,,7.87,,
1970-01-15,,,7.85,
1970-01-16,,,7.75,
1970-01-19,8.03,,7.69,
1970-01-21,8.06,7.83,,
1970-01-22,,,7.67,
1970-01-23,8.1,,,
1970-01-26,8.15,,7.71,
1970-01-27,,,7.7,
1970-01-28,8.2,,,
1970-01-29,8.28,,7.77,
1970-01-30,8.27,,,
1970-02-02,,7.72,7.65,
1970-02-03,,7.7,7.58,
1970-02-04,8.17,7.66,,
1970-02-05,,7.56,,
1970-02-06,,,7.36,
1970-02-09,,7.3,,
1970-02-10,,7.28,7.32,
1970-02-11,8.05,7.25,7.33,
1970-02-13,,,7.15,
1970-02-16,7.8,6.83,7.17,
1970-02-17,,6.77,,
1970-02-19,,6.79,,
1970-02-20,7.58,6.8,,
1970-02-25,7.49,,,
1970-02-26,7.37,,,
1970-02-27,7.31,,,
1970-03-02,,6.87,6.95,
1970-03-03,,6.92,,
1970-03-04,7.27,,,
1970-03-05,,,6.98,
1970-03-10,,6.71,,
1970-03-11,,6.72,7.11,
1970-03-12,7.16,6.75,7.16,
1970-03-13,7.3,,7.23,
1970-03-16,,6.82,7.24,
1970-03-18,7.41,,,
1970-03-19,7.22,6.65,7.07,
1970-03-30,,6.32,,
1970-03-31,,6.38,,
1970-04-02,,6.35,,
1970-04-03,,6.36,,
1970-04-07,,6.44,7.18,
1970-04-08,,6.43,,
1970-04-13,7.36,,7.2,
1970-04-15,7.42,,,
1970-04-16,,,7.34,
1970-04-20,,6.48,7.44,
1970-04-21,7.57,6.54,,
1970-04-22,,,7.61,
1970-04-23,,6.58,7.64,
1970-04-24,7.79,,,
1970-04-27,,,7.74,
1970-04-29,7.83,,7.78,
1970-05-04,,,7.94,
1970-05-05,,,7.92,
1970-05-06,8.01,,,
1970-05-07,,6.64,,
1970-05-08,,6.56,,
1970-05-12,,,7.84,
1970-05-15,7.96,,7.83,
1970-05-18,7.93,6.68,7.8,
1970-05-19,7.92,,,
1970-05-21,,,7.9,
1970-05-25,,,8.15,
1970-05-26,,,8.22,
1970-05-27,,,8.02,
1970-05-28,7.86,,7.98,
1970-05-29,,,7.95,
1970-06-04,7.76,,,
1970-06-11,7.89,,,
1970-06-16,7.9,,,
1970-06-18,,6.73,,
1970-06-19,,6.7,,
1970-06-23,7.84,,,
1970-06-25,,6.41,,
1970-06-30,,6.49,7.68,
1970-07-01,7.69,,,
1970-07-02,7.62,,7.55,
