strike,2021-05-21,2021-07-16
0.5,1.375,1.25
1.0,1.375,1.125
1.5,1.625,1.6875
2.0,1.5625,1.125
2.5,1.5,1.625
3.0,1.5,1.625
3.5,1.5,1.625
