strike,2021-04-30,2021-05-07,2021-05-14,2021-05-21,2021-05-28,2021-06-04,2021-06-18,2021-09-17
8.0,0.5,0.84375,0.9375,0.8125,0.625,0.859375,0.796875,0.6875
9.0,0.5,0.84375,0.9375,0.8125,0.625,0.859375,0.796875,0.6875
10.0,0.5,0.84375,0.9375,0.8125,0.625,0.859375,0.796875,0.75
11.0,0.5,0.84375,0.9375,0.8125,0.625,0.859375,0.796875,0.5
12.0,0.5,0.84375,0.9375,0.8125,0.625,0.859375,0.796875,0.546875
13.0,0.5,0.84375,0.9375,0.8125,0.625,0.859375,0.859375,0.8515625
13.5,0.5,0.84375,0.9375,0.625,0.6328125,0.859375,0.859375,0.74609375
14.0,0.5,0.84375,0.9375,0.78125,0.640625,0.859375,0.859375,0.640625
14.5,0.5,0.84375,0.9270833333333334,0.9375,0.625,0.859375,0.8828125,0.7734375
15.0,0.5,0.84375,0.9166666666666666,0.84375,0.84375,0.859375,0.90625,0.90625
15.5,0.6875,0.8541666666666666,0.90625,0.8984375,0.6875,0.859375,0.91015625,0.849609375
16.0,0.875,0.8645833333333334,0.859375,0.953125,0.9375,0.859375,0.9140625,0.79296875
16.5,0.890625,0.875,0.9375,0.96875,0.84375,0.8359375,0.90625,0.833984375
17.0,0.90625,0.78125,0.9453125,0.921875,0.921875,0.8671875,0.8984375,0.875
17.5,0.875,0.875,0.984375,0.9375,0.921875,0.9140625,0.92578125,0.89453125
18.0,0.90625,0.859375,1.0,0.984375,0.96875,0.9609375,0.953125,0.9140625
18.5,0.90625,0.90625,0.984375,0.953125,0.9765625,0.9375,0.953125,0.9140625
19.0,0.90625,0.921875,0.984375,0.984375,0.9921875,0.9453125,0.953125,0.9140625
19.5,0.96875,0.90625,1.03125,0.9765625,0.9375,0.9609375,0.9609375,0.91796875
20.0,1.0,0.9375,1.046875,1.0234375,0.9921875,0.9609375,0.96875,0.921875
20.5,1.0,0.953125,0.96875,1.03125,1.0,0.91796875,0.98828125,0.9296875
21.0,1.0,1.0,1.046875,1.015625,1.0,0.875,1.0078125,0.9375
21.5,1.125,0.96875,1.0546875,1.015625,1.0,0.9296875,1.0078125,0.931640625
22.0,1.125,1.0,1.09375,1.0546875,1.0208333333333333,0.9921875,1.0078125,0.92578125
22.5,1.125,1.03125,1.09375,1.0638020833333333,1.0416666666666667,0.96875,1.0,0.947265625
23.0,1.25,1.0625,1.109375,1.0729166666666667,1.0625,1.03125,0.9921875,0.96875
23.5,1.375,1.09375,1.1171875,1.08203125,1.0546875,1.0390625,1.015625,0.96484375
24.0,1.5,1.125,1.125,1.0911458333333333,1.078125,1.0520833333333333,1.0390625,0.9609375
24.5,1.5,1.125,1.125,1.1002604166666667,1.078125,1.0651041666666667,1.046875,0.958984375
