contractSymbol,lastTradeDate,volume,strike,bid,ask,lastPrice,call_put,exp_date
MSFT210910C00205000,2021-08-26 19:10:19,,205.0,95.2,97.6,94.9,call,2021-09-10
MSFT210910C00210000,2021-08-27 14:00:06,6.0,210.0,90.25,92.45,87.4,call,2021-09-10
MSFT210910C00215000,2021-08-27 14:30:09,7.0,215.0,85.25,87.55,84.55,call,2021-09-10
MSFT210910C00220000,2021-09-03 13:31:00,2.0,220.0,0.0,0.0,81.05,call,2021-09-10
MSFT210910C00225000,2021-08-27 14:30:20,3.0,225.0,75.25,77.55,74.55,call,2021-09-10
MSFT210910C00230000,2021-08-27 14:30:20,11.0,230.0,70.3,72.5,69.55,call,2021-09-10
MSFT210910C00235000,2021-09-03 15:21:23,30.0,235.0,0.0,0.0,67.45,call,2021-09-10
MSFT210910C00240000,2021-08-31 13:32:27,1.0,240.0,60.3,62.6,63.75,call,2021-09-10
MSFT210910C00245000,2021-09-01 15:28:07,2.0,245.0,55.3,57.45,58.7,call,2021-09-10
MSFT210910C00250000,2021-09-03 19:17:01,17.0,250.0,0.0,0.0,51.95,call,2021-09-10
MSFT210910C00255000,2021-09-02 14:35:23,12.0,255.0,45.3,47.25,47.45,call,2021-09-10
MSFT210910C00260000,2021-09-03 18:16:05,48.0,260.0,0.0,0.0,41.8,call,2021-09-10
MSFT210910C00265000,2021-09-02 19:40:29,125.0,265.0,35.5,37.2,35.92,call,2021-09-10
MSFT210910C00270000,2021-09-03 18:30:37,10.0,270.0,0.0,0.0,31.87,call,2021-09-10
MSFT210910C00275000,2021-09-03 17:46:45,6.0,275.0,0.0,0.0,27.25,call,2021-09-10
MSFT210910C00277500,2021-09-02 17:58:29,1.0,277.5,23.6,23.95,23.35,call,2021-09-10
MSFT210910C00280000,2021-09-03 19:11:24,13.0,280.0,0.0,0.0,22.05,call,2021-09-10
MSFT210910C00282500,2021-09-03 18:45:16,5.0,282.5,0.0,0.0,19.44,call,2021-09-10
MSFT210910C00285000,2021-09-03 19:12:15,51.0,285.0,0.0,0.0,17.05,call,2021-09-10
MSFT210910C00287500,2021-09-03 19:10:38,4.0,287.5,0.0,0.0,14.55,call,2021-09-10
MSFT210910C00300000,2021-09-03 19:59:59,3446.0,300.0,0.0,0.0,2.75,call,2021-09-10
MSFT210910C00302500,2021-09-03 19:59:59,6312.0,302.5,0.0,0.0,1.4,call,2021-09-10
MSFT210910C00305000,2021-09-03 19:59:59,7035.0,305.0,0.0,0.0,0.64,call,2021-09-10
MSFT210910C00307500,2021-09-03 19:59:54,2224.0,307.5,0.0,0.0,0.29,call,2021-09-10
MSFT210910C00310000,2021-09-03 19:59:56,2113.0,310.0,0.0,0.0,0.15,call,2021-09-10
MSFT210910C00312500,2021-09-03 19:59:03,833.0,312.5,0.0,0.0,0.1,call,2021-09-10
MSFT210910C00315000,2021-09-03 19:52:46,1141.0,315.0,0.0,0.0,0.06,call,2021-09-10
MSFT210910C00317500,2021-09-03 19:45:15,237.0,317.5,0.0,0.0,0.04,call,2021-09-10
MSFT210910C00320000,2021-09-03 19:59:26,599.0,320.0,0.0,0.0,0.05,call,2021-09-10
