contractSymbol,lastTradeDate,volume,strike,bid,ask,lastPrice,call_put,exp_date
XLE210319C00027000,2021-03-15 17:49:40,30.0,27.0,25.55,26.55,25.71,call,2021-03-19
XLE210319C00028000,2021-03-12 17:55:56,1.0,28.0,23.7,26.65,25.72,call,2021-03-19
XLE210319C00029000,2021-03-04 15:50:47,5.0,29.0,22.75,25.45,24.2,call,2021-03-19
XLE210319C00030000,2021-03-05 19:02:22,1.0,30.0,22.7,24.15,24.22,call,2021-03-19
XLE210319C00031000,2021-03-12 17:55:56,13.0,31.0,21.1,22.55,21.47,call,2021-03-19
XLE210319C00032000,2021-03-15 16:13:12,11.0,32.0,20.45,21.2,20.48,call,2021-03-19
XLE210319C00033000,2021-03-15 15:57:55,4.0,33.0,19.5,20.55,19.4,call,2021-03-19
XLE210319C00034000,2021-03-15 19:04:06,1.0,34.0,18.55,19.55,18.9,call,2021-03-19
XLE210319C00035000,2021-03-15 17:56:35,8.0,35.0,17.55,18.75,17.82,call,2021-03-19
XLE210319C00036000,2021-03-15 19:45:16,18.0,36.0,16.55,17.8,16.82,call,2021-03-19
XLE210319C00037000,2021-03-15 19:49:15,14.0,37.0,15.4,16.75,15.92,call,2021-03-19
XLE210319C00038000,2021-03-12 20:16:20,1.0,38.0,14.65,15.3,14.65,call,2021-03-19
XLE210319C00039000,2021-03-10 20:46:47,11.0,39.0,13.6,14.75,13.68,call,2021-03-19
XLE210319C00040000,2021-03-15 20:01:55,42.0,40.0,12.6,13.75,13.09,call,2021-03-19
XLE210319C00040500,2021-03-12 16:05:48,2.0,40.5,11.2,13.8,13.17,call,2021-03-19
XLE210319C00041000,2021-03-15 19:54:59,18.0,41.0,11.6,12.35,11.9,call,2021-03-19
XLE210319C00041500,2021-03-03 19:22:31,,41.5,10.1,12.9,9.0,call,2021-03-19
XLE210319C00042000,2021-03-15 19:00:22,52.0,42.0,10.6,11.7,10.88,call,2021-03-19
XLE210319C00042500,2021-03-04 17:21:19,5.0,42.5,8.7,12.05,9.41,call,2021-03-19
XLE210319C00043000,2021-03-15 19:56:56,36.0,43.0,9.8,10.75,9.94,call,2021-03-19
XLE210319C00049500,2021-03-15 19:54:14,14.0,49.5,2.9,4.15,3.45,call,2021-03-19
XLE210319C00050000,2021-03-15 20:01:55,528.0,50.0,2.82,3.25,3.02,call,2021-03-19
XLE210319C00050500,2021-03-15 18:25:46,31.0,50.5,2.11,2.97,2.55,call,2021-03-19
XLE210319C00051000,2021-03-15 19:39:59,53.0,51.0,1.94,2.54,2.06,call,2021-03-19
XLE210319C00051500,2021-03-15 18:18:00,114.0,51.5,1.42,2.26,1.69,call,2021-03-19
XLE210319C00052000,2021-03-15 19:23:08,525.0,52.0,1.2,2.0,1.42,call,2021-03-19
XLE210319C00052500,2021-03-15 19:55:44,340.0,52.5,0.96,1.5,1.11,call,2021-03-19
XLE210319C00053000,2021-03-15 20:05:21,1675.0,53.0,0.77,1.0,0.95,call,2021-03-19
XLE210319C00053500,2021-03-15 19:28:20,402.0,53.5,0.57,0.85,0.61,call,2021-03-19
XLE210319C00054000,2021-03-15 20:02:51,1914.0,54.0,0.39,0.54,0.53,call,2021-03-19
XLE210319C00055000,2021-03-15 20:02:51,3276.0,55.0,0.21,0.28,0.29,call,2021-03-19
XLE210319C00056000,2021-03-15 20:05:49,1035.0,56.0,0.1,0.19,0.15,call,2021-03-19
XLE210319C00056500,2021-03-15 19:27:01,285.0,56.5,0.07,0.14,0.08,call,2021-03-19
XLE210319C00057000,2021-03-15 19:47:58,2206.0,57.0,0.05,0.12,0.06,call,2021-03-19
XLE210319C00058000,2021-03-15 19:27:40,65.0,58.0,0.02,0.05,0.02,call,2021-03-19
XLE210319C00059000,2021-03-15 19:11:43,216.0,59.0,0.0,0.02,0.01,call,2021-03-19
XLE210319C00060000,2021-03-15 18:37:16,100.0,60.0,0.0,0.01,0.01,call,2021-03-19
XLE210319C00061000,2021-03-15 04:11:16,,61.0,0.0,4.45,0.03,call,2021-03-19
XLE210319C00062000,2021-03-15 04:11:16,,62.0,,0.01,0.02,call,2021-03-19
XLE210319C00063000,2021-03-15 13:40:55,10.0,63.0,0.0,0.01,0.02,call,2021-03-19
XLE210319C00064000,2021-03-15 04:11:16,,64.0,,0.02,0.03,call,2021-03-19
XLE210319P00027000,2021-03-04 20:44:56,1.0,27.0,0.0,0.33,0.02,put,2021-03-19
XLE210319P00028000,2021-02-26 17:14:24,1.0,28.0,0.0,0.04,0.03,put,2021-03-19
XLE210319P00029000,2021-02-25 19:32:26,15.0,29.0,0.0,0.34,0.03,put,2021-03-19
XLE210319P00030000,2021-03-15 14:58:27,1.0,30.0,0.0,0.04,0.01,put,2021-03-19
XLE210319P00031000,2021-03-02 15:42:24,1.0,31.0,0.0,0.13,0.01,put,2021-03-19
XLE210319P00032000,2021-03-11 19:33:03,151.0,32.0,0.0,0.08,0.01,put,2021-03-19
XLE210319P00033000,2021-03-15 17:32:40,9.0,33.0,0.0,0.03,0.01,put,2021-03-19
XLE210319P00034000,2021-03-15 15:39:38,2.0,34.0,0.0,0.01,0.01,put,2021-03-19
XLE210319P00035000,2021-03-15 15:47:24,3.0,35.0,0.0,0.05,0.02,put,2021-03-19
XLE210319P00036000,2021-03-12 19:11:34,137.0,36.0,0.0,0.01,0.01,put,2021-03-19
XLE210319P00037000,2021-03-12 18:33:12,185.0,37.0,0.0,0.02,0.02,put,2021-03-19
XLE210319P00038000,2021-03-15 17:08:12,4.0,38.0,0.0,0.08,0.02,put,2021-03-19
XLE210319P00039000,2021-03-15 17:33:38,15.0,39.0,0.0,0.1,0.02,put,2021-03-19
XLE210319P00040000,2021-03-15 14:57:39,32.0,40.0,0.0,0.13,0.02,put,2021-03-19
XLE210319P00040500,2021-03-01 16:19:46,1.0,40.5,0.0,4.55,0.1,put,2021-03-19
XLE210319P00041000,2021-03-15 19:14:25,12.0,41.0,0.0,0.01,0.01,put,2021-03-19
XLE210319P00041500,2021-03-15 15:47:40,130.0,41.5,0.0,0.03,0.02,put,2021-03-19
XLE210319P00042000,2021-03-15 18:30:59,73.0,42.0,0.0,0.03,0.01,put,2021-03-19
XLE210319P00042500,2021-03-15 17:56:14,140.0,42.5,0.0,0.35,0.02,put,2021-03-19
XLE210319P00043000,2021-03-15 16:42:42,6.0,43.0,0.0,0.1,0.03,put,2021-03-19
XLE210319P00049500,2021-03-15 19:56:05,716.0,49.5,0.07,0.09,0.08,put,2021-03-19
XLE210319P00050000,2021-03-15 19:59:08,1506.0,50.0,0.09,0.19,0.12,put,2021-03-19
XLE210319P00050500,2021-03-15 19:38:14,642.0,50.5,0.1,0.22,0.18,put,2021-03-19
XLE210319P00051000,2021-03-15 19:46:16,8212.0,51.0,0.17,0.34,0.22,put,2021-03-19
XLE210319P00051500,2021-03-15 20:06:48,2964.0,51.5,0.18,0.44,0.31,put,2021-03-19
XLE210319P00052000,2021-03-15 20:06:48,1652.0,52.0,0.38,0.59,0.48,put,2021-03-19
XLE210319P00052500,2021-03-15 19:28:20,1894.0,52.5,0.55,0.75,0.69,put,2021-03-19
XLE210319P00053000,2021-03-15 18:30:20,465.0,53.0,0.85,1.06,1.0,put,2021-03-19
XLE210319P00053500,2021-03-15 19:37:18,341.0,53.5,0.95,1.84,1.26,put,2021-03-19
XLE210319P00054000,2021-03-15 19:25:49,107.0,54.0,1.31,1.86,1.67,put,2021-03-19
XLE210319P00055000,2021-03-15 19:33:15,126.0,55.0,1.9,2.76,2.39,put,2021-03-19
XLE210319P00056000,2021-03-15 15:18:04,17.0,56.0,2.72,3.4,3.5,put,2021-03-19
XLE210319P00056500,2021-03-15 04:11:30,2.0,56.5,2.51,6.0,3.2,put,2021-03-19
XLE210319P00057000,2021-03-15 14:25:43,9.0,57.0,2.97,6.25,4.1,put,2021-03-19
XLE210319P00058000,2021-03-12 20:31:36,2.0,58.0,3.95,7.15,4.64,put,2021-03-19
XLE210319P00059000,2021-03-09 17:15:40,60.0,59.0,4.6,7.75,6.35,put,2021-03-19
XLE210319P00060000,2021-03-12 20:13:36,32.0,60.0,5.75,8.75,6.64,put,2021-03-19
XLE210319P00061000,2021-03-15 04:11:30,,61.0,6.3,9.6,7.4,put,2021-03-19
XLE210319P00062000,2021-03-15 16:11:08,1.0,62.0,8.3,9.3,9.55,put,2021-03-19
XLE210319P00063000,2021-03-15 18:19:45,1.0,63.0,9.1,11.45,10.1,put,2021-03-19
XLE210326C00046500,2021-03-11 18:12:27,2.0,46.5,4.05,8.5,7.45,call,2021-03-26
XLE210326C00047000,2021-03-15 19:37:49,8.0,47.0,4.0,8.1,5.85,call,2021-03-26
XLE210326C00047500,2021-03-12 16:16:27,1.0,47.5,3.0,7.45,5.45,call,2021-03-26
XLE210326C00048000,2021-03-11 17:52:52,1.0,48.0,2.5,7.0,4.95,call,2021-03-26
XLE210326C00048500,2021-03-12 19:45:48,4.0,48.5,2.02,6.65,5.1,call,2021-03-26
XLE210326C00050000,2021-03-15 19:41:28,42.0,50.0,2.04,4.0,3.1,call,2021-03-26
XLE210326C00051000,2021-03-15 18:50:51,12.0,51.0,1.87,2.78,2.3,call,2021-03-26
XLE210326C00051500,2021-03-15 16:27:36,3.0,51.5,1.2,2.43,1.8,call,2021-03-26
XLE210326C00052500,2021-03-15 19:55:18,276.0,52.5,0.9,1.77,1.44,call,2021-03-26
XLE210326C00053000,2021-03-15 19:41:06,255.0,53.0,1.0,1.35,1.18,call,2021-03-26
XLE210326C00053500,2021-03-15 19:45:57,120.0,53.5,0.7,1.15,1.02,call,2021-03-26
XLE210326C00054000,2021-03-15 19:55:18,216.0,54.0,0.62,1.0,0.82,call,2021-03-26
XLE210326C00055000,2021-03-15 20:02:58,724.0,55.0,0.48,0.63,0.6,call,2021-03-26
XLE210326C00056000,2021-03-15 19:18:02,243.0,56.0,0.32,0.56,0.35,call,2021-03-26
XLE210326C00056500,2021-03-15 19:16:24,56.0,56.5,0.13,0.34,0.29,call,2021-03-26
XLE210326C00057000,2021-03-15 19:35:02,13.0,57.0,0.19,0.35,0.21,call,2021-03-26
XLE210326C00057500,2021-03-15 19:21:18,32.0,57.5,0.15,0.2,0.17,call,2021-03-26
