strike,2021-05-21,2021-06-18,2021-08-20
3.5,0.875,1.0625,0.96875
4.0,0.875,1.0625,0.96875
4.5,0.8125,1.0625,1.03125
5.0,0.78125,1.0625,0.96875
5.5,0.8125,1.0625,1.109375
6.0,0.90625,1.0625,1.015625
7.0,1.1875,1.125,0.90625
8.0,1.46875,1.125,1.25
9.0,1.65625,1.125,0.8125
10.0,1.65625,1.125,1.21875
11.0,1.65625,1.125,1.40625
12.0,1.65625,1.125,1.4375
13.0,1.65625,1.125,1.46875
14.0,1.65625,1.125,1.265625
15.0,1.65625,1.125,1.0625
16.0,1.65625,1.125,1.171875
17.0,1.65625,1.125,1.28125
18.0,1.65625,1.125,1.140625
19.0,1.65625,1.125,1.0
20.0,1.65625,1.125,1.0
