,AAPL,APHA,BAC,C,DT,GE,HEXO,IWM,JPM,MS,MSFT,NXTD,PLUG,TD,TLRY,TSLA,UAMY,USB,UVXY,XLE,XLV
AAPL,0.1226217959506713,0.040214306758569386,0.0125650978017866,0.017604766000848916,0.08293181468938816,0.003700789305707049,0.05234448098898377,0.03568916044093523,0.009137885022487106,0.02494788987997007,0.06776152372391811,0.11112723501654531,0.11294502776072832,0.017225969471751965,0.05159287752768379,0.1231484701670789,0.06574657616301911,0.007737360464331782,-0.1723469929475948,0.0140036908259815,0.022957310685895946
APHA,0.040214306758569386,1.027682115253136,0.07561247278970071,0.0989041036192018,0.08430964629035688,0.11124357480075134,0.7355640658629679,0.0924128712559371,0.0682259382733266,0.08984502537043959,0.024049333195248115,0.1978341746061039,0.27611615869469675,0.05556015415060651,1.1292626090142346,0.16159913311788127,0.415439295516158,0.07078698840925922,-0.22171786336517643,0.11283748697258236,0.03001853034277059
BAC,0.0125650978017866,0.07561247278970071,0.14971115123276288,0.15245014573309446,-0.002629554873769532,0.1173721985092868,0.10219448351234862,0.07168218457371668,0.12157477522246941,0.11227797598121521,0.009721904361839782,0.0594758364039969,0.08669336877454277,0.07411449163304867,0.11413114575207298,0.020506410004373775,0.022424951688241018,0.1430291975572538,-0.160888608938726,0.11973012301965459,0.022482488964673756
C,0.017604766000848916,0.0989041036192018,0.15245014573309446,0.1964552668111643,0.0011303762029800275,0.1372046086295156,0.12885712061113752,0.08308156604121744,0.12851366933513853,0.12850352014597385,0.013953209786566933,0.08861081853973107,0.12923320104810238,0.08744973583452713,0.1328972481609545,0.023258383655878647,0.03181842393717997,0.14871223708983533,-0.19647412320562996,0.1355455472700239,0.023245909155836034
DT,0.08293181468938816,0.08430964629035688,-0.002629554873769532,0.0011303762029800275,0.2798195548816237,-0.023326987952305377,0.07629782752064425,0.04626094058978153,-0.0035666842067722357,0.01636215447210006,0.08052745446627269,0.25163606041072534,0.1705233061268749,0.012013888505652682,0.11102719948055727,0.1355719022461297,0.0994261200693556,-0.005833904898936969,-0.2448309416048692,0.012663086407787695,0.0282672396314788
GE,0.003700789305707049,0.11124357480075134,0.1173721985092868,0.1372046086295156,-0.023326987952305377,0.22191419007316757,0.15466150544980864,0.07780293659447662,0.09987004602565096,0.10981673381284228,0.0009088150530246881,0.0692962074536361,0.08511226517207665,0.07485313002465578,0.135242029379845,0.019882540204043394,0.004945513034712256,0.12028895650417107,-0.1789641325111674,0.128206639973791,0.024162077664458846
HEXO,0.05234448098898377,0.7355640658629679,0.10219448351234862,0.12885712061113752,0.07629782752064425,0.15466150544980864,1.3095083404163448,0.10787463245271521,0.08517226722357535,0.09865541154221812,0.0260859995327318,0.2004173121195424,0.2894462479342837,0.07948278721390117,0.9762613754359356,0.10596140023877905,0.28444195294709235,0.1016953288562407,-0.2773277272890703,0.11659580548405978,0.02905080316229423
IWM,0.03568916044093523,0.0924128712559371,0.07168218457371668,0.08308156604121744,0.04626094058978153,0.07780293659447662,0.10787463245271521,0.07238129497934438,0.060379427797484016,0.0678941298987969,0.028314686804265073,0.1209839630049555,0.13900734559785438,0.0481072251870228,0.1129094165752246,0.06841170123702166,0.06291405361303107,0.07285295220234381,-0.1857688422153158,0.08062852334616703,0.02555078238615853
JPM,0.009137885022487106,0.0682259382733266,0.12157477522246941,0.12851366933513853,-0.0035666842067722357,0.09987004602565096,0.08517226722357535,0.060379427797484016,0.11469702703786822,0.10041209697378603,0.008054006768920052,0.03602196361037334,0.08447282177305142,0.0644719918638338,0.0996331678629023,0.02013812862787578,0.030162896549269756,0.12434920622326362,-0.13736208236043046,0.10241248359820651,0.020229693066599372
MS,0.02494788987997007,0.08984502537043959,0.11227797598121521,0.12850352014597385,0.01636215447210006,0.10981673381284228,0.09865541154221812,0.0678941298987969,0.10041209697378603,0.12616273030434633,0.017026875026507883,0.08337958243274912,0.09446508704651725,0.0686328417269907,0.10850966155572388,0.042804940266889,0.02293494235135452,0.11271739633457561,-0.16585611650162066,0.10463830164720316,0.023852350037147828
