contractSymbol,lastTradeDate,volume,strike,bid,ask,lastPrice,call_put,exp_date,time to maturity,implied volatility
MS210319C00040000,2021-02-08 15:48:07,1.0,40.0,42.4,42.75,41.75,call,2021-03-19,0.005479452054794521,
MS210319C00043000,2021-02-22 18:33:58,40.0,43.0,40.05,40.75,40.71,call,2021-03-19,0.005479452054794521,
MS210319C00045000,2021-02-25 17:07:27,5.0,45.0,38.4,38.7,34.6,call,2021-03-19,0.005479452054794521,
MS210319C00047000,2021-03-16 17:04:34,2.0,47.0,36.5,36.8,35.31,call,2021-03-19,0.005479452054794521,
MS210319C00050000,2021-03-12 20:57:10,4.0,50.0,33.55,33.8,34.2,call,2021-03-19,0.005479452054794521,
MS210319C00052500,2021-02-26 15:10:09,1.0,52.5,31.05,31.2,31.16,call,2021-03-19,0.005479452054794521,
MS210319C00055000,2021-03-17 14:44:19,12.0,55.0,28.6,28.9,27.5,call,2021-03-19,0.005479452054794521,
MS210319C00057500,2021-03-16 19:06:47,10.0,57.5,25.9,26.3,25.25,call,2021-03-19,0.005479452054794521,
MS210319C00060000,2021-03-17 19:08:41,20.0,60.0,23.6,23.85,23.5,call,2021-03-19,0.005479452054794521,
MS210319C00062500,2021-03-16 18:05:07,2.0,62.5,21.1,21.25,19.9,call,2021-03-19,0.005479452054794521,
MS210319C00065000,2021-03-17 15:41:08,18.0,65.0,18.5,18.75,18.23,call,2021-03-19,0.005479452054794521,
MS210319C00066000,2021-03-10 15:21:02,,66.0,17.55,17.8,16.7,call,2021-03-19,0.005479452054794521,
MS210319C00067000,2021-03-10 19:24:00,6.0,67.0,16.5,16.75,16.25,call,2021-03-19,0.005479452054794521,
MS210319C00067500,2021-03-16 15:51:12,14.0,67.5,16.0,16.25,16.2,call,2021-03-19,0.005479452054794521,
MS210319C00068000,2021-02-26 20:09:53,3.0,68.0,15.55,15.9,9.9,call,2021-03-19,0.005479452054794521,
MS210319C00069000,2021-03-15 17:23:34,2.0,69.0,14.45,14.7,14.4,call,2021-03-19,0.005479452054794521,
MS210319C00070000,2021-03-17 18:03:27,11.0,70.0,13.5,13.7,13.12,call,2021-03-19,0.005479452054794521,
MS210319C00071000,2021-03-16 16:24:53,4.0,71.0,12.6,13.0,11.2,call,2021-03-19,0.005479452054794521,
MS210319C00072000,2021-03-17 13:56:41,9.0,72.0,11.55,11.75,11.1,call,2021-03-19,0.005479452054794521,
MS210319C00072500,2021-03-17 16:46:05,9.0,72.5,11.0,11.25,10.85,call,2021-03-19,0.005479452054794521,
