strike,2021-06-18,2021-07-16,2021-10-15
0.5,1.5,1.5,1.25
1.0,0.75,1.0,1.6875
1.5,0.75,1.0,1.125
2.0,0.75,1.375,1.0
2.5,0.75,1.75,1.125
3.0,0.75,1.75,1.125
