strike,2021-06-18,2021-07-16,2021-10-15
0.5,1.25,1.0,1.125
1.0,1.25,1.25,1.125
1.5,1.75,1.5,1.375
2.0,1.75,1.625,1.6875
2.5,1.75,1.75,1.5
3.0,1.75,1.75,1.75
