contractSymbol,lastTradeDate,strike,bid,ask,lastPrice,put_call,exp_date
TSLA210305C00650000,2021-03-01 20:57:34,650.0,70.8,72.2,71.52,call,2021-03-05
TSLA210305C00655000,2021-03-01 20:40:23,655.0,66.15,67.55,66.6,call,2021-03-05
TSLA210305C00660000,2021-03-01 20:55:56,660.0,61.6,63.0,60.03,call,2021-03-05
TSLA210305C00665000,2021-03-01 20:48:06,665.0,57.15,58.55,56.95,call,2021-03-05
TSLA210305C00670000,2021-03-01 20:57:46,670.0,52.8,54.15,54.35,call,2021-03-05
TSLA210305C00675000,2021-03-01 20:59:37,675.0,48.5,49.9,50.1,call,2021-03-05
TSLA210305C00680000,2021-03-01 20:59:30,680.0,44.45,45.75,45.6,call,2021-03-05
TSLA210305C00685000,2021-03-01 20:58:15,685.0,40.4,41.7,41.1,call,2021-03-05
TSLA210305C00690000,2021-03-01 20:59:30,690.0,36.75,37.85,37.55,call,2021-03-05
TSLA210305C00695000,2021-03-01 20:59:44,695.0,32.95,34.15,34.1,call,2021-03-05
TSLA210305C00700000,2021-03-01 20:59:35,700.0,29.7,30.6,30.22,call,2021-03-05
TSLA210305C00702500,2021-03-01 20:59:21,702.5,27.9,28.95,28.73,call,2021-03-05
TSLA210305C00705000,2021-03-01 20:58:56,705.0,26.65,27.35,27.07,call,2021-03-05
TSLA210305C00707500,2021-03-01 20:59:57,707.5,24.8,25.8,25.4,call,2021-03-05
TSLA210305C00710000,2021-03-01 20:59:41,710.0,23.35,24.25,24.05,call,2021-03-05
TSLA210305C00712500,2021-03-01 20:59:45,712.5,22.15,22.8,22.4,call,2021-03-05
TSLA210305C00715000,2021-03-01 20:59:49,715.0,20.75,21.4,20.9,call,2021-03-05
TSLA210305C00717500,2021-03-01 20:59:55,717.5,19.5,20.0,19.7,call,2021-03-05
TSLA210305C00720000,2021-03-01 20:59:59,720.0,18.0,18.65,18.45,call,2021-03-05
TSLA210305C00722500,2021-03-01 20:58:55,722.5,16.8,17.5,17.25,call,2021-03-05
TSLA210305C00725000,2021-03-01 20:59:57,725.0,15.65,16.4,16.02,call,2021-03-05
TSLA210305C00727500,2021-03-01 20:59:37,727.5,14.6,15.25,14.95,call,2021-03-05
TSLA210305C00730000,2021-03-01 20:59:41,730.0,13.65,14.0,14.0,call,2021-03-05
TSLA210305C00732500,2021-03-01 20:59:16,732.5,12.65,13.2,13.15,call,2021-03-05
TSLA210305C00735000,2021-03-01 20:59:57,735.0,11.65,12.25,11.98,call,2021-03-05
TSLA210305C00737500,2021-03-01 20:59:10,737.5,10.85,11.35,11.15,call,2021-03-05
TSLA210305C00740000,2021-03-01 20:59:48,740.0,10.0,10.5,10.25,call,2021-03-05
TSLA210305C00742500,2021-03-01 20:58:56,742.5,9.25,9.7,9.4,call,2021-03-05
TSLA210305C00745000,2021-03-01 20:59:45,745.0,8.5,8.95,8.85,call,2021-03-05
TSLA210305C00747500,2021-03-01 20:59:45,747.5,7.8,8.3,8.11,call,2021-03-05
TSLA210305C00750000,2021-03-01 20:59:59,750.0,7.35,7.5,7.4,call,2021-03-05
TSLA210305C00755000,2021-03-01 20:59:20,755.0,6.05,6.65,6.2,call,2021-03-05
TSLA210305C00760000,2021-03-01 20:59:49,760.0,5.15,5.4,5.3,call,2021-03-05
TSLA210305C00765000,2021-03-01 20:59:47,765.0,4.2,4.5,4.35,call,2021-03-05
TSLA210305C00770000,2021-03-01 20:58:56,770.0,3.5,3.8,3.5,call,2021-03-05
TSLA210305C00775000,2021-03-01 20:59:57,775.0,3.0,3.15,3.1,call,2021-03-05
TSLA210305C00780000,2021-03-01 20:59:48,780.0,2.52,2.59,2.58,call,2021-03-05
TSLA210305C00785000,2021-03-01 20:59:59,785.0,2.02,2.21,2.21,call,2021-03-05
TSLA210305C00787500,2021-03-01 20:48:06,787.5,1.85,2.08,2.09,call,2021-03-05
TSLA210305C00790000,2021-03-01 20:58:51,790.0,1.75,1.89,1.83,call,2021-03-05
TSLA210305P00650000,2021-03-01 20:59:50,650.0,3.2,3.4,3.3,put,2021-03-05
TSLA210305P00655000,2021-03-01 20:51:58,655.0,3.55,3.75,3.67,put,2021-03-05
TSLA210305P00660000,2021-03-01 20:59:22,660.0,4.05,4.25,4.1,put,2021-03-05
TSLA210305P00665000,2021-03-01 20:59:19,665.0,4.5,4.8,4.7,put,2021-03-05
TSLA210305P00670000,2021-03-01 20:59:31,670.0,5.15,5.4,5.2,put,2021-03-05
TSLA210305P00675000,2021-03-01 20:59:28,675.0,5.85,6.2,6.0,put,2021-03-05
TSLA210305P00680000,2021-03-01 20:59:48,680.0,6.7,7.1,6.94,put,2021-03-05
TSLA210305P00685000,2021-03-01 20:59:01,685.0,7.7,8.0,7.93,put,2021-03-05
TSLA210305P00690000,2021-03-01 20:59:33,690.0,8.8,9.25,8.99,put,2021-03-05
TSLA210305P00695000,2021-03-01 20:59:22,695.0,10.15,10.6,10.26,put,2021-03-05
TSLA210305P00700000,2021-03-01 20:59:51,700.0,11.65,12.05,11.78,put,2021-03-05
TSLA210305P00702500,2021-03-01 20:58:13,702.5,12.45,12.9,13.19,put,2021-03-05
TSLA210305P00705000,2021-03-01 20:59:21,705.0,13.35,13.8,13.52,put,2021-03-05
TSLA210305P00707500,2021-03-01 20:58:56,707.5,14.3,14.75,14.36,put,2021-03-05
TSLA210305P00710000,2021-03-01 20:59:47,710.0,15.25,15.75,15.35,put,2021-03-05
TSLA210305P00712500,2021-03-01 20:59:54,712.5,16.35,16.85,16.5,put,2021-03-05
TSLA210305P00715000,2021-03-01 20:59:28,715.0,17.4,18.1,17.79,put,2021-03-05
TSLA210305P00717500,2021-03-01 20:59:11,717.5,18.65,19.1,18.9,put,2021-03-05
TSLA210305P00720000,2021-03-01 20:59:53,720.0,19.75,20.4,20.4,put,2021-03-05
TSLA210305P00722500,2021-03-01 20:35:58,722.5,21.1,21.7,21.6,put,2021-03-05
TSLA210305P00725000,2021-03-01 20:56:40,725.0,22.4,23.05,22.4,put,2021-03-05
TSLA210305P00727500,2021-03-01 20:59:23,727.5,23.7,24.45,24.25,put,2021-03-05
TSLA210305P00730000,2021-03-01 20:58:33,730.0,25.2,25.9,25.73,put,2021-03-05
TSLA210305P00732500,2021-03-01 20:58:44,732.5,26.75,27.5,27.7,put,2021-03-05
TSLA210305P00735000,2021-03-01 20:56:16,735.0,28.25,29.05,30.03,put,2021-03-05
TSLA210305P00737500,2021-03-01 20:57:18,737.5,29.9,30.6,31.0,put,2021-03-05
TSLA210305P00740000,2021-03-01 20:56:05,740.0,31.55,32.4,31.5,put,2021-03-05
TSLA210305P00742500,2021-03-01 20:44:38,742.5,33.15,34.05,36.6,put,2021-03-05
TSLA210305P00745000,2021-03-01 20:56:16,745.0,34.85,35.8,36.97,put,2021-03-05
TSLA210305P00747500,2021-03-01 20:49:38,747.5,36.65,37.65,40.25,put,2021-03-05
TSLA210305P00750000,2021-03-01 20:56:10,750.0,38.55,39.5,40.0,put,2021-03-05
TSLA210305P00755000,2021-03-01 20:53:46,755.0,42.3,43.7,46.1,put,2021-03-05
TSLA210305P00760000,2021-03-01 20:54:40,760.0,46.25,47.55,48.97,put,2021-03-05
TSLA210305P00765000,2021-03-01 20:32:03,765.0,50.4,51.85,53.05,put,2021-03-05
TSLA210305P00770000,2021-03-01 20:51:12,770.0,54.65,56.15,57.2,put,2021-03-05
TSLA210305P00775000,2021-03-01 20:53:46,775.0,59.05,60.55,63.3,put,2021-03-05
TSLA210305P00780000,2021-03-01 20:47:29,780.0,63.55,65.05,67.53,put,2021-03-05
TSLA210305P00785000,2021-03-01 20:13:40,785.0,68.15,69.65,74.4,put,2021-03-05
TSLA210305P00787500,2021-03-01 20:01:34,787.5,70.5,71.95,75.6,put,2021-03-05
TSLA210305P00790000,2021-03-01 20:53:28,790.0,72.8,74.3,73.0,put,2021-03-05
TSLA210312C00650000,2021-03-01 20:51:00,650.0,76.85,78.45,73.65,call,2021-03-12
TSLA210312C00655000,2021-03-01 20:34:27,655.0,72.7,74.25,68.6,call,2021-03-12
TSLA210312C00660000,2021-03-01 20:52:20,660.0,68.6,70.15,66.6,call,2021-03-12
TSLA210312C00665000,2021-03-01 20:33:06,665.0,64.6,66.2,61.9,call,2021-03-12
TSLA210312C00670000,2021-03-01 20:57:50,670.0,60.75,62.3,61.05,call,2021-03-12
TSLA210312C00675000,2021-03-01 20:04:41,675.0,57.0,58.5,58.4,call,2021-03-12
TSLA210312C00680000,2021-03-01 20:58:02,680.0,53.75,54.8,53.62,call,2021-03-12
TSLA210312C00685000,2021-03-01 20:36:05,685.0,49.8,51.25,47.95,call,2021-03-12
TSLA210312C00690000,2021-03-01 20:40:22,690.0,46.45,47.8,44.77,call,2021-03-12
TSLA210312C00695000,2021-03-01 20:55:22,695.0,43.15,44.5,44.0,call,2021-03-12
TSLA210312C00700000,2021-03-01 20:59:56,700.0,40.6,41.3,40.85,call,2021-03-12
TSLA210312C00702500,2021-03-01 20:54:30,702.5,38.95,39.75,38.28,call,2021-03-12
TSLA210312C00705000,2021-03-01 20:57:20,705.0,37.45,38.25,37.3,call,2021-03-12
TSLA210312C00707500,2021-03-01 20:57:14,707.5,36.0,36.7,35.55,call,2021-03-12
TSLA210312C00710000,2021-03-01 20:57:59,710.0,34.2,35.3,35.0,call,2021-03-12
TSLA210312C00712500,2021-03-01 20:55:53,712.5,32.85,33.9,33.5,call,2021-03-12
TSLA210312C00715000,2021-03-01 20:59:37,715.0,31.85,32.5,32.3,call,2021-03-12
TSLA210312C00717500,2021-03-01 20:59:30,717.5,30.2,31.15,30.8,call,2021-03-12
TSLA210312C00720000,2021-03-01 20:59:21,720.0,28.9,29.9,29.25,call,2021-03-12
TSLA210312C00722500,2021-03-01 20:40:39,722.5,27.65,28.65,28.5,call,2021-03-12
TSLA210312C00725000,2021-03-01 20:59:59,725.0,26.75,27.4,27.3,call,2021-03-12
TSLA210312C00727500,2021-03-01 20:56:49,727.5,25.3,26.2,25.35,call,2021-03-12
TSLA210312C00730000,2021-03-01 20:57:48,730.0,24.15,25.0,24.56,call,2021-03-12
TSLA210312C00732500,2021-03-01 20:59:17,732.5,23.05,23.95,23.36,call,2021-03-12
TSLA210312C00735000,2021-03-01 20:59:07,735.0,21.95,22.85,22.7,call,2021-03-12
TSLA210312C00737500,2021-03-01 20:42:13,737.5,20.95,21.8,19.75,call,2021-03-12
TSLA210312C00740000,2021-03-01 20:58:10,740.0,19.95,20.75,20.5,call,2021-03-12
TSLA210312C00742500,2021-03-01 20:56:03,742.5,18.95,19.8,19.7,call,2021-03-12
TSLA210312C00745000,2021-03-01 20:47:49,745.0,18.05,18.85,18.6,call,2021-03-12
TSLA210312C00747500,2021-03-01 20:57:23,747.5,17.15,17.95,17.25,call,2021-03-12
TSLA210312C00750000,2021-03-01 20:59:41,750.0,16.3,17.05,16.75,call,2021-03-12
TSLA210312C00755000,2021-03-01 20:49:57,755.0,14.65,15.45,14.0,call,2021-03-12
TSLA210312C00760000,2021-03-01 20:59:33,760.0,13.4,13.95,13.8,call,2021-03-12
TSLA210312C00765000,2021-03-01 20:59:21,765.0,12.05,12.55,12.3,call,2021-03-12
TSLA210312C00770000,2021-03-01 20:58:31,770.0,10.55,11.25,11.15,call,2021-03-12
TSLA210312C00775000,2021-03-01 20:59:01,775.0,9.65,10.4,9.9,call,2021-03-12
TSLA210312C00780000,2021-03-01 20:57:34,780.0,8.45,9.05,8.69,call,2021-03-12
TSLA210312C00785000,2021-03-01 20:59:18,785.0,7.7,8.15,7.9,call,2021-03-12
TSLA210312C00787500,2021-03-01 20:44:51,787.5,7.05,7.7,7.5,call,2021-03-12
TSLA210312C00790000,2021-03-01 20:58:56,790.0,6.9,7.25,7.09,call,2021-03-12
TSLA210312P00650000,2021-03-01 20:59:39,650.0,9.3,9.75,9.5,put,2021-03-12
TSLA210312P00655000,2021-03-01 20:41:41,655.0,10.15,10.55,10.85,put,2021-03-12
TSLA210312P00660000,2021-03-01 20:59:30,660.0,10.6,11.5,11.25,put,2021-03-12
TSLA210312P00665000,2021-03-01 20:47:08,665.0,12.1,12.5,13.1,put,2021-03-12
TSLA210312P00670000,2021-03-01 20:53:49,670.0,13.2,13.65,14.29,put,2021-03-12
TSLA210312P00675000,2021-03-01 20:57:05,675.0,13.9,14.85,14.8,put,2021-03-12
TSLA210312P00680000,2021-03-01 20:56:26,680.0,15.7,16.2,16.3,put,2021-03-12
TSLA210312P00685000,2021-03-01 20:56:26,685.0,17.15,17.65,17.74,put,2021-03-12
TSLA210312P00690000,2021-03-01 20:59:21,690.0,18.3,19.2,19.3,put,2021-03-12
TSLA210312P00695000,2021-03-01 20:59:21,695.0,20.0,20.9,20.79,put,2021-03-12
TSLA210312P00700000,2021-03-01 20:58:46,700.0,22.0,22.75,22.2,put,2021-03-12
TSLA210312P00702500,2021-03-01 20:56:24,702.5,22.8,23.7,24.11,put,2021-03-12
TSLA210312P00705000,2021-03-01 20:48:06,705.0,23.8,24.7,26.2,put,2021-03-12
TSLA210312P00707500,2021-03-01 20:42:57,707.5,25.15,25.75,27.2,put,2021-03-12
TSLA210312P00710000,2021-03-01 20:59:56,710.0,26.2,26.8,26.2,put,2021-03-12
TSLA210312P00712500,2021-03-01 20:57:51,712.5,27.05,27.95,28.05,put,2021-03-12
TSLA210312P00715000,2021-03-01 20:56:24,715.0,28.2,29.05,28.8,put,2021-03-12
TSLA210312P00717500,2021-03-01 20:59:31,717.5,29.35,30.25,29.89,put,2021-03-12
TSLA210312P00720000,2021-03-01 20:59:23,720.0,30.75,31.4,30.85,put,2021-03-12
TSLA210312P00722500,2021-03-01 20:01:34,722.5,31.8,32.7,34.6,put,2021-03-12
TSLA210312P00725000,2021-03-01 20:50:59,725.0,33.2,33.95,33.87,put,2021-03-12
TSLA210312P00727500,2021-03-01 20:33:51,727.5,34.4,35.3,37.7,put,2021-03-12
TSLA210312P00730000,2021-03-01 20:55:55,730.0,35.75,36.7,36.25,put,2021-03-12
TSLA210312P00732500,2021-03-01 20:16:18,732.5,37.1,38.05,40.1,put,2021-03-12
TSLA210312P00735000,2021-03-01 20:57:50,735.0,38.55,39.5,39.75,put,2021-03-12
TSLA210312P00737500,2021-03-01 20:36:23,737.5,40.0,41.3,41.86,put,2021-03-12
TSLA210312P00740000,2021-03-01 20:58:22,740.0,41.45,42.8,43.08,put,2021-03-12
TSLA210312P00742500,2021-03-01 19:40:20,742.5,43.0,44.0,48.9,put,2021-03-12
TSLA210312P00745000,2021-03-01 20:57:50,745.0,44.55,45.95,45.67,put,2021-03-12
TSLA210312P00747500,2021-03-01 20:37:48,747.5,46.1,47.2,49.45,put,2021-03-12
TSLA210312P00750000,2021-03-01 20:57:13,750.0,47.75,49.2,48.75,put,2021-03-12
TSLA210312P00755000,2021-03-01 20:42:43,755.0,51.1,52.2,54.85,put,2021-03-12
TSLA210312P00760000,2021-03-01 20:01:34,760.0,54.55,55.7,55.9,put,2021-03-12
TSLA210312P00765000,2021-03-01 20:41:49,765.0,58.15,59.8,62.2,put,2021-03-12
TSLA210312P00770000,2021-03-01 20:37:48,770.0,61.85,63.1,66.3,put,2021-03-12
TSLA210312P00775000,2021-03-01 20:48:06,775.0,65.7,67.4,70.0,put,2021-03-12
TSLA210312P00780000,2021-03-01 20:58:35,780.0,69.65,71.45,71.7,put,2021-03-12
TSLA210312P00785000,2021-03-01 20:44:48,785.0,73.7,75.55,78.6,put,2021-03-12
TSLA210312P00787500,2021-03-01 20:14:48,787.5,75.75,77.6,79.75,put,2021-03-12
TSLA210312P00790000,2021-03-01 20:59:28,790.0,77.85,79.7,77.85,put,2021-03-12
TSLA210319C00650000,2021-03-01 20:53:28,650.0,83.25,84.75,84.0,call,2021-03-19
TSLA210319C00655000,2021-03-01 20:48:12,655.0,79.35,80.9,77.0,call,2021-03-19
TSLA210319C00660000,2021-03-01 20:58:49,660.0,75.6,77.15,75.95,call,2021-03-19
TSLA210319C00665000,2021-03-01 20:48:07,665.0,71.9,73.4,69.75,call,2021-03-19
TSLA210319C00670000,2021-03-01 20:59:21,670.0,68.3,69.8,69.17,call,2021-03-19
TSLA210319C00675000,2021-03-01 20:07:17,675.0,64.85,66.3,63.12,call,2021-03-19
TSLA210319C00680000,2021-03-01 20:59:18,680.0,61.4,62.85,62.11,call,2021-03-19
TSLA210319C00685000,2021-03-01 20:51:18,685.0,58.15,59.5,56.52,call,2021-03-19
TSLA210319C00690000,2021-03-01 20:59:21,690.0,54.9,56.3,56.06,call,2021-03-19
TSLA210319C00695000,2021-03-01 20:55:49,695.0,51.8,53.15,52.15,call,2021-03-19
TSLA210319C00700000,2021-03-01 20:58:30,700.0,48.8,50.1,50.0,call,2021-03-19
TSLA210319C00705000,2021-03-01 20:53:34,705.0,45.95,47.15,46.0,call,2021-03-19
TSLA210319C00710000,2021-03-01 20:57:46,710.0,43.15,44.3,43.51,call,2021-03-19
TSLA210319C00715000,2021-03-01 20:56:15,715.0,40.5,41.6,41.05,call,2021-03-19
TSLA210319C00720000,2021-03-01 20:59:51,720.0,37.95,39.0,38.3,call,2021-03-19
TSLA210319C00725000,2021-03-01 20:59:56,725.0,35.5,36.55,36.16,call,2021-03-19
TSLA210319C00730000,2021-03-01 20:59:26,730.0,33.4,34.15,33.5,call,2021-03-19
TSLA210319C00735000,2021-03-01 20:48:42,735.0,31.15,31.85,31.05,call,2021-03-19
TSLA210319C00740000,2021-03-01 20:58:56,740.0,29.0,29.7,28.85,call,2021-03-19
TSLA210319C00745000,2021-03-01 20:58:48,745.0,26.95,27.65,26.78,call,2021-03-19
TSLA210319C00750000,2021-03-01 20:59:59,750.0,25.05,25.65,25.4,call,2021-03-19
TSLA210319C00755000,2021-03-01 20:49:42,755.0,23.3,23.85,22.1,call,2021-03-19
TSLA210319C00760000,2021-03-01 20:56:59,760.0,21.2,22.35,21.95,call,2021-03-19
TSLA210319C00765000,2021-03-01 20:45:21,765.0,19.85,20.45,20.14,call,2021-03-19
TSLA210319C00770000,2021-03-01 20:54:06,770.0,18.35,19.2,19.0,call,2021-03-19
TSLA210319C00775000,2021-03-01 20:51:30,775.0,16.95,17.5,17.4,call,2021-03-19
TSLA210319C00780000,2021-03-01 20:59:59,780.0,15.6,16.15,15.69,call,2021-03-19
TSLA210319C00785000,2021-03-01 20:57:08,785.0,14.4,14.9,14.5,call,2021-03-19
TSLA210319C00790000,2021-03-01 20:57:38,790.0,13.25,13.75,13.22,call,2021-03-19
TSLA210319P00650000,2021-03-01 20:59:53,650.0,15.6,16.1,15.82,put,2021-03-19
TSLA210319P00655000,2021-03-01 20:41:07,655.0,16.75,17.25,17.1,put,2021-03-19
TSLA210319P00660000,2021-03-01 20:59:18,660.0,18.0,18.45,18.47,put,2021-03-19
TSLA210319P00665000,2021-03-01 20:40:16,665.0,18.9,19.8,20.48,put,2021-03-19
TSLA210319P00670000,2021-03-01 20:59:18,670.0,20.35,21.2,21.17,put,2021-03-19
TSLA210319P00675000,2021-03-01 20:58:48,675.0,21.8,22.65,22.5,put,2021-03-19
TSLA210319P00680000,2021-03-01 20:59:17,680.0,23.5,24.25,24.3,put,2021-03-19
TSLA210319P00685000,2021-03-01 20:58:11,685.0,25.05,25.9,26.18,put,2021-03-19
TSLA210319P00690000,2021-03-01 20:59:32,690.0,26.8,27.75,27.5,put,2021-03-19
TSLA210319P00695000,2021-03-01 20:57:58,695.0,29.0,29.55,29.5,put,2021-03-19
TSLA210319P00700000,2021-03-01 20:59:44,700.0,31.0,31.55,31.2,put,2021-03-19
TSLA210319P00705000,2021-03-01 20:55:05,705.0,33.0,33.65,33.45,put,2021-03-19
