strike,2021-04-16,2021-05-21,2021-08-20
1.0,1.0,1.125,1.0
2.0,1.0,1.125,1.0
3.0,1.0,1.125,1.0
3.5,1.0,1.125,1.0
4.0,1.0,1.0625,1.0
4.5,1.0,0.875,1.03125
5.0,1.0,0.84375,1.03125
5.5,0.90625,0.90625,0.984375
6.0,0.8125,0.859375,1.140625
7.0,1.125,0.984375,1.046875
8.0,1.25,1.15625,1.421875
9.0,1.25,1.296875,1.203125
10.0,1.25,1.4375,1.1328125
11.0,1.25,0.875,1.640625
12.0,1.25,0.875,1.6875
13.0,1.25,0.875,1.734375
14.0,1.25,0.875,1.4375
15.0,1.25,0.875,0.90625
16.0,1.25,0.875,0.90625
17.0,1.25,0.875,0.90625
18.0,1.25,0.875,0.90625
19.0,1.25,0.875,0.90625
20.0,1.25,0.875,0.90625
