strike,2021-04-16,2021-05-21,2021-08-20
1.0,0.75,1.75,0.71875
2.0,0.75,1.75,0.71875
3.0,0.75,1.75,0.71875
3.5,0.75,1.75,0.71875
4.0,0.75,1.375,0.71875
4.5,0.75,1.0,0.71875
5.0,0.75,0.625,0.75
5.5,0.75,0.6875,0.734375
6.0,0.75,0.71875,0.734375
7.0,0.8125,0.8125,0.796875
8.0,1.125,0.90625,0.875
9.0,1.5,0.96875,0.90625
10.0,1.5,1.0,0.90625
11.0,1.0,1.125,0.96875
12.0,1.0,1.125,1.0
13.0,1.0,1.1875,1.09375
14.0,1.0,1.25,1.140625
15.0,1.0,1.25,1.046875
16.0,1.0,1.25,1.171875
17.0,1.0,1.375,1.3125
18.0,1.0,1.8125,1.0625
19.0,1.0,1.5,1.15625
20.0,1.0,1.5,1.140625
