strike,2021-04-01,2021-04-09,2021-04-16,2021-04-23,2021-04-30,2021-05-21,2021-07-16
4.0,0.9375,0.828125,1.1875,1.2734375,1.15625,0.984375,1.9921875
4.5,0.9375,0.828125,1.1875,1.2734375,1.15625,0.984375,1.9921875
5.0,0.9375,0.828125,1.1875,1.2734375,1.15625,0.984375,1.9921875
5.5,0.9375,0.828125,1.1875,1.2734375,1.15625,0.984375,1.87109375
6.0,0.9375,0.828125,1.1875,1.2734375,1.15625,0.984375,1.75
7.0,0.9375,0.828125,1.1875,1.2734375,1.15625,0.984375,1.40625
8.0,0.9375,0.828125,1.1875,1.2734375,1.15625,0.984375,1.38671875
9.0,0.9375,0.828125,1.1875,1.2734375,1.15625,0.984375,1.3671875
10.0,0.9375,0.828125,1.1875,1.2734375,1.15625,0.984375,1.0234375
11.0,0.9375,0.828125,1.1875,1.2734375,1.15625,0.984375,1.0
12.0,0.9375,0.828125,1.1875,1.2734375,1.15625,0.984375,0.9296875
13.0,0.9375,0.828125,1.734375,1.2734375,1.15625,1.7265625,1.03125
14.0,0.9375,0.828125,1.28125,1.2734375,1.15625,1.046875,1.16796875
14.5,0.9375,0.828125,1.1796875,1.2734375,1.15625,1.0690104166666667,1.123046875
15.0,0.9375,0.828125,1.078125,1.2734375,0.9296875,1.0911458333333333,1.078125
15.5,0.8125,0.828125,1.109375,1.2734375,1.13671875,1.11328125,1.08984375
16.0,0.6875,0.828125,1.140625,1.078125,1.34375,1.1354166666666667,1.1015625
16.5,0.8125,0.828125,1.15625,1.171875,1.19921875,1.1575520833333333,1.103515625
17.0,0.9375,1.015625,1.171875,1.2578125,1.0546875,1.1796875,1.10546875
17.5,0.9375,0.90625,1.1484375,1.1953125,1.140625,1.171875,1.087890625
18.0,0.9375,0.921875,1.125,1.125,1.125,1.1640625,1.0703125
18.5,0.96875,0.921875,1.09375,1.203125,1.15625,1.15625,1.181640625
19.0,1.0,0.96875,1.0625,1.1640625,1.2109375,1.1484375,1.29296875
19.5,1.078125,0.984375,1.140625,1.1875,1.40625,1.203125,1.251953125
20.0,1.15625,1.0,1.21875,1.390625,1.1484375,1.2578125,1.2109375
20.5,1.1875,1.046875,1.21875,1.234375,1.28125,1.2265625,1.19140625
21.0,1.21875,1.09375,1.21875,1.265625,1.3046875,1.1953125,1.171875
21.5,1.28125,1.09375,1.232421875,1.421875,1.5,1.18359375,1.17578125
22.0,1.375,1.09375,1.24609375,1.3125,1.265625,1.171875,1.1796875
22.5,1.375,1.125,1.259765625,1.359375,1.4765625,1.2578125,1.1875
23.0,1.375,1.125,1.2734375,1.609375,1.375,1.34375,1.1953125
23.5,1.5,1.34375,1.287109375,1.328125,1.40625,1.31640625,1.2421875
24.0,1.4375,1.25,1.30078125,1.4140625,1.43359375,1.2890625,1.2890625
24.5,1.625,1.3125,1.314453125,1.37109375,1.4609375,1.2734375,1.283984375
25.0,1.5,1.3125,1.328125,1.328125,1.28125,1.2578125,1.27890625
25.5,1.875,1.34375,1.341796875,1.3541666666666667,1.40234375,1.279296875,1.273828125
26.0,1.5,1.375,1.35546875,1.3802083333333333,1.5234375,1.30078125,1.26875
26.5,1.75,1.3125,1.369140625,1.40625,1.5234375,1.322265625,1.263671875
27.0,1.625,1.3125,1.3828125,1.40625,1.5234375,1.34375,1.25859375
27.5,1.65,1.3125,1.396484375,1.40625,1.5234375,1.38671875,1.253515625
28.0,1.675,1.3125,1.41015625,1.40625,1.5234375,1.4296875,1.2484375
28.5,1.7,1.3125,1.423828125,1.40625,1.5234375,1.42578125,1.243359375
29.0,1.725,1.3125,1.4375,1.40625,1.5234375,1.421875,1.23828125
29.5,1.75,1.3125,1.484375,1.40625,1.5234375,1.4140625,1.25390625
30.0,1.9375,1.3125,1.53125,1.40625,1.5234375,1.40625,1.26953125
30.5,1.9375,1.3125,1.546875,1.40625,1.5234375,1.40625,1.27734375
31.0,1.9375,1.3125,1.5625,1.40625,1.5234375,1.40625,1.28515625
31.5,1.9375,1.3125,1.5625,1.40625,1.5234375,1.40625,1.333984375
32.0,1.9375,1.3125,1.5625,1.40625,1.5234375,1.40625,1.3828125
32.5,1.9375,1.3125,1.640625,1.40625,1.5234375,1.40625,1.3515625
33.0,1.9375,1.3125,1.71875,1.40625,1.5234375,1.40625,1.3203125
34.0,1.9375,1.3125,1.625,1.40625,1.5234375,1.40625,1.3671875
35.0,1.9375,1.3125,1.71875,1.40625,1.5234375,1.40625,1.3984375
36.0,1.9375,1.3125,1.75,1.40625,1.5234375,1.40625,1.4296875
37.0,1.9375,1.3125,1.8125,1.40625,1.5234375,1.40625,1.38671875
38.0,1.9375,1.3125,1.90625,1.40625,1.5234375,1.40625,1.390625
39.0,1.9375,1.3125,1.984375,1.40625,1.5234375,1.40625,1.3359375
40.0,1.9375,1.3125,1.875,1.40625,1.5234375,1.40625,1.3203125
41.0,1.9375,1.3125,1.875,1.40625,1.5234375,1.40625,0.5
42.0,1.9375,1.3125,1.96875,1.40625,1.5234375,1.40625,1.5546875
43.0,1.9375,1.3125,1.8125,1.40625,1.5234375,1.40625,1.8359375
44.0,1.9375,1.3125,1.890625,1.40625,1.5234375,1.40625,1.3984375
45.0,1.9375,1.3125,1.96875,1.40625,1.5234375,1.40625,1.3984375
46.0,1.9375,1.3125,1.9375,1.40625,1.5234375,1.40625,1.5
47.0,1.9375,1.3125,1.90625,1.40625,1.5234375,1.40625,1.39453125
48.0,1.9375,1.3125,1.875,1.40625,1.5234375,1.40625,1.43359375
