strike,2021-04-30,2021-05-07,2021-05-14,2021-05-21,2021-05-28,2021-06-18,2021-09-17
0.5,1.9375,1.25,0.875,1.75,1.5,1.75,1.375
1.0,1.9375,1.25,0.875,1.75,1.5,1.75,1.375
2.0,1.9375,1.25,0.875,1.75,1.5,1.25,1.625
2.5,1.9375,1.25,0.875,1.46875,1.5,1.28125,1.5546875
3.0,1.9375,1.25,0.875,1.1875,1.5,1.3125,1.484375
3.5,1.9375,1.25,1.125,1.296875,1.5,1.40625,1.5390625
4.0,1.9375,1.25,1.3125,1.40625,1.46875,1.5,1.59375
4.5,1.9375,1.46875,1.5,1.5,1.5625,1.578125,1.640625
5.0,1.9375,1.5,1.5625,1.59375,1.59375,1.65625,1.6875
5.5,1.9375,1.625,1.71875,1.703125,1.71875,1.71875,1.6875
6.0,1.9375,1.78125,1.75,1.8125,1.8125,1.78125,1.6875
6.5,1.9375,1.875,1.875,1.875,1.875,1.84375,1.734375
7.0,1.9375,1.9375,1.96875,1.9375,1.875,1.90625,1.78125
7.5,1.9375,1.96875,1.96875,1.9375,1.96875,1.9375,1.8046875
8.0,1.9375,1.96875,1.96875,1.9375,1.96875,1.96875,1.828125
8.5,1.9375,1.96875,1.96875,1.9375,1.96875,1.96875,1.8515625
9.0,1.9375,1.96875,1.96875,1.9375,1.96875,1.96875,1.875
9.5,1.9375,1.96875,1.96875,1.9375,1.96875,1.96875,1.8984375
10.0,1.9375,1.96875,1.96875,1.9375,1.96875,1.96875,1.921875
10.5,1.9375,1.96875,1.96875,1.9375,1.96875,1.96875,1.921875
11.0,1.9375,1.96875,1.96875,1.9375,1.96875,1.96875,1.921875
11.5,1.9375,1.96875,1.96875,1.9375,1.96875,1.96875,1.9375
12.0,1.9375,1.96875,1.96875,1.9375,1.96875,1.96875,1.953125
12.5,1.9375,1.96875,1.96875,1.9375,1.96875,1.96875,1.953125
13.0,1.9375,1.96875,1.96875,1.9375,1.96875,1.96875,1.953125
13.5,1.9375,1.96875,1.96875,1.9375,1.96875,1.96875,1.953125
14.0,1.9375,1.96875,1.96875,1.9375,1.96875,1.96875,1.953125
14.5,1.9375,1.96875,1.96875,1.9375,1.96875,1.96875,1.953125
15.0,1.9375,1.96875,1.96875,1.9375,1.96875,1.96875,1.953125
15.5,1.9375,1.96875,1.96875,1.9375,1.96875,1.96875,1.953125
16.0,1.9375,1.96875,1.96875,1.9375,1.96875,1.96875,1.953125
17.0,1.9375,1.96875,1.96875,1.9375,1.96875,1.96875,1.953125
