strike,2021-04-09,2021-04-16,2021-04-23,2021-04-30,2021-05-07,2021-05-21,2021-06-18,2021-09-17
3.0,1.5,0.3125,0.546875,0.484375,0.71875,0.75,0.59375,0.453125
5.0,1.5,0.3125,0.546875,0.484375,0.71875,0.75,0.59375,0.453125
6.0,1.5,0.3125,0.546875,0.484375,0.71875,0.75,0.59375,0.453125
6.5,1.5,0.3125,0.546875,0.484375,0.71875,0.75,0.59375,0.453125
7.0,1.5,0.3125,0.546875,0.484375,0.71875,0.75,0.59375,0.453125
8.0,1.5,0.3125,0.546875,0.484375,0.71875,0.75,0.59375,0.453125
9.0,1.5,0.3125,0.546875,0.484375,0.71875,0.59375,0.53125,0.453125
10.0,1.5,0.3125,0.546875,0.484375,0.71875,0.5,0.484375,0.4375
10.5,1.5,0.3125,0.546875,0.484375,0.71875,0.4765625,0.4609375,0.421875
11.0,1.5,0.3125,0.546875,0.484375,0.46875,0.453125,0.4375,0.40625
11.5,1.5,0.3125,0.546875,0.484375,0.46875,0.4375,0.4296875,0.40234375
12.0,1.5,0.3125,0.546875,0.453125,0.4375,0.421875,0.421875,0.3984375
12.5,1.5,0.3125,0.546875,0.453125,0.421875,0.41796875,0.40625,0.3984375
13.0,1.5,0.3125,0.546875,0.453125,0.421875,0.4140625,0.390625,0.3984375
13.5,1.5,0.3125,0.546875,0.4296875,0.421875,0.40234375,0.3828125,0.39453125
14.0,1.5,0.3125,0.546875,0.421875,0.421875,0.390625,0.375,0.390625
14.5,1.5,0.375,0.546875,0.546875,0.421875,0.39453125,0.3828125,0.39453125
15.0,1.5,0.25,0.25,0.40625,0.421875,0.3984375,0.390625,0.3984375
15.5,1.5,0.375,0.609375,0.71875,0.421875,0.38671875,0.48046875,0.3984375
16.0,1.5,0.5,0.953125,0.65625,0.421875,0.375,0.5703125,0.3984375
16.5,1.5,0.625,0.953125,0.65625,0.421875,0.48046875,0.5546875,0.431640625
17.0,1.5,0.75,0.953125,0.65625,0.421875,0.5859375,0.5390625,0.46484375
17.5,1.62109375,0.875,0.953125,0.65625,0.421875,0.69140625,0.47265625,0.59375
18.0,1.7421875,1.0,0.953125,0.65625,0.421875,0.796875,0.40625,0.72265625
18.5,1.86328125,1.0,0.953125,0.65625,0.421875,0.8671875,0.515625,0.712890625
19.0,1.984375,1.0,0.953125,0.65625,0.421875,0.9375,0.625,0.703125
19.5,1.5625,1.0,0.953125,0.65625,0.421875,0.9375,0.671875,0.5625
20.0,1.65625,1.0,0.953125,0.65625,0.421875,0.9375,0.71875,0.421875
20.5,1.75,1.0,0.953125,0.65625,0.421875,0.9375,0.9765625,0.421875
21.0,1.75,1.0,0.953125,0.65625,0.421875,0.9375,1.234375,0.421875
22.0,1.75,1.0,0.953125,0.65625,0.421875,0.9375,1.19140625,0.421875
23.0,1.75,1.0,0.953125,0.65625,0.421875,0.9375,1.1484375,0.421875
24.0,1.75,1.0,0.953125,0.65625,0.421875,0.9375,1.10546875,0.421875
25.0,1.75,1.0,0.953125,0.65625,0.421875,0.9375,1.0625,0.421875
26.0,1.75,1.0,0.953125,0.65625,0.421875,0.9375,1.0625,0.421875
27.0,1.75,1.0,0.953125,0.65625,0.421875,0.9375,1.0625,0.421875
