contractSymbol,lastTradeDate,strike,bid,ask,lastPrice,put_call,exp_date
IWM210305C00198000,2021-03-03 20:50:02,198.0,20.95,21.25,22.8,call,2021-03-05
IWM210305C00199000,2021-03-02 19:50:00,199.0,19.97,20.26,22.3,call,2021-03-05
IWM210305C00200000,2021-03-03 15:16:37,200.0,18.99,19.26,21.6,call,2021-03-05
IWM210305C00201000,2021-03-03 19:31:02,201.0,18.01,18.24,18.89,call,2021-03-05
IWM210305C00202000,2021-02-25 15:04:51,202.0,17.03,17.3,19.04,call,2021-03-05
IWM210305C00202500,2021-03-01 19:08:59,202.5,16.54,16.81,20.15,call,2021-03-05
IWM210305C00203000,2021-03-02 17:42:28,203.0,16.06,16.32,20.76,call,2021-03-05
IWM210305C00204000,2021-03-02 19:40:04,204.0,15.09,15.35,19.31,call,2021-03-05
IWM210305C00205000,2021-03-02 20:59:37,205.0,14.12,14.37,17.03,call,2021-03-05
IWM210305C00206000,2021-03-03 20:56:39,206.0,13.17,13.43,14.2,call,2021-03-05
IWM210305C00207000,2021-03-03 19:04:07,207.0,12.23,12.49,14.36,call,2021-03-05
IWM210305C00207500,2021-02-26 15:17:10,207.5,11.76,12.02,16.06,call,2021-03-05
IWM210305C00208000,2021-03-03 21:11:25,208.0,11.3,11.56,11.38,call,2021-03-05
IWM210305C00209000,2021-03-02 16:48:58,209.0,10.39,10.59,13.12,call,2021-03-05
IWM210305C00210000,2021-03-03 20:25:40,210.0,9.49,9.69,9.96,call,2021-03-05
IWM210305C00211000,2021-03-03 20:58:54,211.0,8.61,8.84,9.39,call,2021-03-05
IWM210305C00212000,2021-03-03 16:30:22,212.0,7.77,8.0,11.62,call,2021-03-05
IWM210305C00212500,2021-03-01 16:19:18,212.5,7.33,7.58,13.2,call,2021-03-05
IWM210305C00213000,2021-03-02 20:49:34,213.0,6.92,7.17,7.65,call,2021-03-05
IWM210305C00214000,2021-03-03 20:58:44,214.0,6.13,6.36,6.84,call,2021-03-05
IWM210305C00215000,2021-03-03 21:09:32,215.0,5.37,5.56,5.5,call,2021-03-05
IWM210305C00216000,2021-03-03 20:42:44,216.0,4.64,4.86,4.9,call,2021-03-05
IWM210305C00217000,2021-03-03 20:58:32,217.0,3.98,4.14,4.58,call,2021-03-05
IWM210305C00217500,2021-03-03 15:53:31,217.5,3.67,3.81,4.79,call,2021-03-05
IWM210305C00218000,2021-03-03 21:14:00,218.0,3.36,3.49,3.31,call,2021-03-05
IWM210305C00219000,2021-03-03 21:13:36,219.0,2.77,2.89,2.75,call,2021-03-05
IWM210305C00220000,2021-03-03 21:14:17,220.0,2.24,2.34,2.22,call,2021-03-05
IWM210305C00221000,2021-03-03 21:10:47,221.0,1.76,1.84,1.77,call,2021-03-05
IWM210305C00222000,2021-03-03 21:09:25,222.0,1.34,1.43,1.4,call,2021-03-05
IWM210305C00222500,2021-03-03 20:57:05,222.5,1.15,1.24,1.3,call,2021-03-05
IWM210305C00223000,2021-03-03 21:13:19,223.0,0.99,1.06,1.0,call,2021-03-05
IWM210305C00224000,2021-03-03 21:14:44,224.0,0.71,0.75,0.75,call,2021-03-05
IWM210305C00225000,2021-03-03 21:10:07,225.0,0.5,0.55,0.55,call,2021-03-05
IWM210305C00226000,2021-03-03 21:14:15,226.0,0.34,0.38,0.37,call,2021-03-05
IWM210305C00227000,2021-03-03 21:10:48,227.0,0.25,0.26,0.26,call,2021-03-05
IWM210305C00227500,2021-03-03 21:14:40,227.5,0.2,0.22,0.22,call,2021-03-05
IWM210305C00228000,2021-03-03 21:14:15,228.0,0.17,0.18,0.17,call,2021-03-05
IWM210305C00229000,2021-03-03 21:08:53,229.0,0.1,0.13,0.14,call,2021-03-05
IWM210305C00230000,2021-03-03 21:08:01,230.0,0.08,0.09,0.1,call,2021-03-05
IWM210305C00231000,2021-03-03 21:09:15,231.0,0.05,0.07,0.07,call,2021-03-05
IWM210305C00232000,2021-03-03 21:13:19,232.0,0.05,0.07,0.05,call,2021-03-05
IWM210305C00232500,2021-03-03 20:03:03,232.5,0.02,0.06,0.1,call,2021-03-05
IWM210305C00233000,2021-03-03 21:08:04,233.0,0.02,0.05,0.04,call,2021-03-05
IWM210305C00234000,2021-03-03 21:03:40,234.0,0.02,0.05,0.04,call,2021-03-05
IWM210305C00235000,2021-03-03 21:09:37,235.0,0.02,0.03,0.04,call,2021-03-05
IWM210305C00236000,2021-03-03 21:06:43,236.0,0.01,0.04,0.02,call,2021-03-05
IWM210305C00237000,2021-03-03 20:19:13,237.0,0.01,0.02,0.03,call,2021-03-05
IWM210305C00237500,2021-03-02 21:13:16,237.5,0.01,0.04,0.01,call,2021-03-05
IWM210305C00238000,2021-03-03 20:39:13,238.0,0.01,0.03,0.01,call,2021-03-05
IWM210305C00239000,2021-03-03 20:39:01,239.0,0.01,0.03,0.03,call,2021-03-05
IWM210305C00240000,2021-03-03 20:58:59,240.0,0.0,0.02,0.01,call,2021-03-05
IWM210305C00241000,2021-03-01 20:04:36,241.0,0.01,0.03,0.02,call,2021-03-05
IWM210305P00197500,2021-03-03 20:54:27,197.5,0.02,0.06,0.02,put,2021-03-05
IWM210305P00198000,2021-03-03 19:24:27,198.0,0.02,0.06,0.03,put,2021-03-05
IWM210305P00199000,2021-03-02 20:53:50,199.0,0.03,0.07,0.03,put,2021-03-05
IWM210305P00200000,2021-03-03 21:10:18,200.0,0.05,0.09,0.08,put,2021-03-05
IWM210305P00201000,2021-03-03 18:19:35,201.0,0.06,0.1,0.02,put,2021-03-05
IWM210305P00202000,2021-03-03 19:31:03,202.0,0.08,0.12,0.08,put,2021-03-05
IWM210305P00202500,2021-03-03 20:51:28,202.5,0.09,0.13,0.11,put,2021-03-05
IWM210305P00203000,2021-03-03 20:55:09,203.0,0.11,0.13,0.1,put,2021-03-05
IWM210305P00204000,2021-03-03 20:55:41,204.0,0.13,0.17,0.15,put,2021-03-05
IWM210305P00205000,2021-03-03 21:11:57,205.0,0.17,0.2,0.2,put,2021-03-05
IWM210305P00206000,2021-03-03 21:12:12,206.0,0.22,0.26,0.22,put,2021-03-05
IWM210305P00207000,2021-03-03 21:01:58,207.0,0.27,0.32,0.26,put,2021-03-05
IWM210305P00207500,2021-03-03 21:08:09,207.5,0.3,0.35,0.29,put,2021-03-05
IWM210305P00208000,2021-03-03 21:13:58,208.0,0.34,0.39,0.35,put,2021-03-05
IWM210305P00209000,2021-03-03 21:05:11,209.0,0.42,0.47,0.39,put,2021-03-05
IWM210305P00210000,2021-03-03 21:11:48,210.0,0.52,0.57,0.57,put,2021-03-05
IWM210305P00211000,2021-03-03 20:59:04,211.0,0.64,0.7,0.62,put,2021-03-05
IWM210305P00212000,2021-03-03 21:01:28,212.0,0.79,0.85,0.77,put,2021-03-05
IWM210305P00212500,2021-03-03 20:57:00,212.5,0.87,0.93,0.83,put,2021-03-05
IWM210305P00213000,2021-03-03 21:08:10,213.0,0.95,1.02,0.91,put,2021-03-05
IWM210305P00214000,2021-03-03 21:14:12,214.0,1.16,1.22,1.23,put,2021-03-05
IWM210305P00215000,2021-03-03 21:14:39,215.0,1.38,1.45,1.42,put,2021-03-05
IWM210305P00216000,2021-03-03 21:10:18,216.0,1.65,1.73,1.67,put,2021-03-05
IWM210305P00217000,2021-03-03 21:12:41,217.0,1.97,2.05,2.01,put,2021-03-05
IWM210305P00217500,2021-03-03 20:59:45,217.5,2.13,2.22,2.07,put,2021-03-05
IWM210305P00218000,2021-03-03 21:14:46,218.0,2.32,2.4,2.38,put,2021-03-05
IWM210305P00219000,2021-03-03 21:14:54,219.0,2.77,2.84,2.76,put,2021-03-05
IWM210305P00220000,2021-03-03 21:14:17,220.0,3.16,3.3,3.28,put,2021-03-05
