,AAPL,APHA,BAC,C,GE,HEXO,IWM,JPM,MS,MSFT,TD,TLRY,TSLA,USB,XLE,XLV
AAPL,1.0,0.15602271995036548,0.2544260878437566,0.25692290382924504,0.14725969178650283,0.14014072941877048,0.4843477991787616,0.22464647368527965,0.36481819172153274,0.7574516236460908,0.32842056658393737,0.12999069454138704,0.5118673525287286,0.1926653110025333,0.24396580853319486,0.5384602342665776
APHA,0.15602271995036548,1.0,0.22605436735249176,0.2613770080501016,0.25288478569474854,0.5932914465113636,0.336264899605293,0.22569136347247626,0.2586550852145835,0.1396915255378111,0.24383581870415288,0.75546025767799,0.25407542584302645,0.2203504883747682,0.29230725145822334,0.23273303478768223
BAC,0.2544260878437566,0.22605436735249176,1.0,0.9160116353295811,0.6754122144347402,0.22647747149317268,0.7846502573258071,0.9440646438770591,0.8588452258541697,0.2841087259180525,0.7916609954994104,0.23952335696783097,0.17129560066240945,0.9093897669947872,0.782422729779055,0.5245080533550956
C,0.25692290382924504,0.2613770080501016,0.9160116353295811,1.0,0.6865336485318381,0.25744783863879905,0.7849939779623322,0.8914448148342412,0.8291551960672675,0.28686837204081067,0.8017655398640443,0.2593347564016918,0.17526693841974225,0.8739668450268745,0.7678928148626138,0.486175910811682
GE,0.14725969178650283,0.25288478569474854,0.6754122144347402,0.6865336485318381,1.0,0.28201008723414833,0.6411440415160213,0.6711337361959894,0.672386461277327,0.15110604826885016,0.6751546299216075,0.2230104911183561,0.11567309587356848,0.6531012873095978,0.6761264470619871,0.42823320296225964
HEXO,0.14014072941877048,0.5932914465113636,0.22647747149317268,0.25744783863879905,0.28201008723414833,1.0,0.3146210225705075,0.21382912197856166,0.205899637875636,0.09448962848638066,0.27356970523040164,0.6265492769068904,0.137088398896988,0.26642408925751127,0.226381498520749,0.1554513944822814
IWM,0.4843477991787616,0.336264899605293,0.7846502573258071,0.7849939779623322,0.6411440415160213,0.3146210225705075,1.0,0.7648496296216077,0.780442294865668,0.5130379109875954,0.7718525382401025,0.3066526215819414,0.3812410059488173,0.7604041049220893,0.7653601927769162,0.6932703693256569
JPM,0.22464647368527965,0.22569136347247626,0.9440646438770591,0.8914448148342412,0.6711337361959894,0.21382912197856166,0.7648496296216077,1.0,0.8520815212087299,0.26315262203196316,0.7821360184631438,0.22910968900521197,0.15023478175525284,0.9101623581117492,0.7566781946477139,0.5142192869421865
MS,0.36481819172153274,0.2586550852145835,0.8588452258541697,0.8291551960672675,0.672386461277327,0.205899637875636,0.780442294865668,0.8520815212087299,1.0,0.38077526521560856,0.7952282916338312,0.22100903357643562,0.251229199742211,0.7867671924291421,0.745455262410238,0.60163706580534
MSFT,0.7574516236460908,0.1396915255378111,0.2841087259180525,0.28686837204081067,0.15110604826885016,0.09448962848638066,0.5130379109875954,0.26315262203196316,0.38077526521560856,1.0,0.3510990364067918,0.11026778554692968,0.4957402260792628,0.2122152562442317,0.28653289959309064,0.6861751191388624
TD,0.32842056658393737,0.24383581870415288,0.7916609954994104,0.8017655398640443,0.6751546299216075,0.27356970523040164,0.7718525382401025,0.7821360184631438,0.7952282916338312,0.3510990364067918,1.0,0.19374531389987013,0.3066355152032256,0.7507351727204521,0.7499332575933512,0.5409715399451412
TLRY,0.12999069454138704,0.75546025767799,0.23952335696783097,0.2593347564016918,0.2230104911183561,0.6265492769068904,0.3066526215819414,0.22910968900521197,0.22100903357643562,0.11026778554692968,0.19374531389987013,1.0,0.14343566627523247,0.27308416049027734,0.255854942946307,0.18278051716354543
TSLA,0.5118673525287286,0.25407542584302645,0.17129560066240945,0.17526693841974225,0.11567309587356848,0.137088398896988,0.3812410059488173,0.15023478175525284,0.251229199742211,0.4957402260792628,0.3066355152032256,0.14343566627523247,1.0,0.12220384295354234,0.19433499804468402,0.34636979452101785
USB,0.1926653110025333,0.2203504883747682,0.9093897669947872,0.8739668450268745,0.6531012873095978,0.26642408925751127,0.7604041049220893,0.9101623581117492,0.7867671924291421,0.2122152562442317,0.7507351727204521,0.27308416049027734,0.12220384295354234,1.0,0.726444457137212,0.47751140560887806
XLE,0.24396580853319486,0.29230725145822334,0.782422729779055,0.7678928148626138,0.6761264470619871,0.226381498520749,0.7653601927769162,0.7566781946477139,0.745455262410238,0.28653289959309064,0.7499332575933512,0.255854942946307,0.19433499804468402,0.726444457137212,1.0,0.5360660089688282
XLV,0.5384602342665776,0.23273303478768223,0.5245080533550956,0.486175910811682,0.42823320296225964,0.1554513944822814,0.6932703693256569,0.5142192869421865,0.60163706580534,0.6861751191388624,0.5409715399451412,0.18278051716354543,0.34636979452101785,0.47751140560887806,0.5360660089688282,1.0
