,AAPL,APHA,BAC,C,DT,GE,HEXO,IWM,JPM,MS,MSFT,NXTD,PLUG,TD,TLRY,TSLA,UAMY,USB,UVXY,XLE,XLV
AAPL,0.1273084193098686,0.043308529583512875,0.0152076789739235,0.019018854453207366,0.08968166494802475,-0.0007304548543879747,0.05409441834874599,0.03817457802808985,0.008897373105416613,0.026734200528095275,0.07450053986359836,0.10902161081326069,0.11676068859545544,0.019088150508795497,0.05528768639669391,0.13345075227820832,0.058836938362925355,0.009665823666613838,-0.188040851039675,0.016984042938992076,0.02681076928192013
APHA,0.043308529583512875,1.0101718652325737,0.08097580675652817,0.10847558294551894,0.0853669632526077,0.11048856419479196,0.7194917068938329,0.09649578996731145,0.07179355202489324,0.09023429904704178,0.030784965079590214,0.18088983415219637,0.2690108237660512,0.06026220887633992,1.1104266848285813,0.1771507528991225,0.3906492553870234,0.07518843530400401,-0.24560598360940186,0.11767683474250427,0.03514454793503068
BAC,0.0152076789739235,0.08097580675652817,0.16973998633839066,0.1803902954803174,0.0037944866820387416,0.13388632716936738,0.10893309135498351,0.08577467132641761,0.14044056744039732,0.12170632161693878,0.014540561746198253,0.06439310756736041,0.09058442696854846,0.09049375334007304,0.12524604599487682,0.03708042055992796,0.01951629066169576,0.1670114047046223,-0.1974087565363286,0.13983387552389664,0.02709909659625894
C,0.019018854453207366,0.10847558294551894,0.1803902954803174,0.23496567895830547,0.0089367741815533,0.1573134270883832,0.14015382902943468,0.10100569311476179,0.153690585417996,0.1402465213725335,0.019229738812708456,0.09190515813454189,0.13635109375036444,0.10949514236370486,0.14838639487500757,0.045368316387356715,0.03183575491397022,0.18262932870714768,-0.23817729544797236,0.16304818172742433,0.028248818745219097
DT,0.08968166494802475,0.0853669632526077,0.0037944866820387416,0.0089367741815533,0.2977162748106203,-0.030865943410544692,0.07644341745537021,0.05398362985800279,-0.0012708444387849636,0.02042739194233073,0.09171697540363685,0.23485058708902593,0.1761840241739757,0.018363374709771063,0.11842971894185073,0.15889748385375155,0.08631814204391682,0.0014383743359195976,-0.27655822158189214,0.024379012273649508,0.03651105147712533
GE,-0.0007304548543879747,0.11048856419479196,0.13388632716936738,0.1573134270883832,-0.030865943410544692,0.24835631394104274,0.15941895716135332,0.08371990153494362,0.11674762605737361,0.11453869599655526,-0.0029284862316903137,0.07250452508349584,0.08166945424212427,0.08460999730611882,0.13252533965897204,0.017118542965153596,0.004791697157336671,0.1390605362362624,-0.19282007398201506,0.14267085508841634,0.024571309326096125
HEXO,0.05409441834874599,0.7194917068938329,0.10893309135498351,0.14015382902943468,0.07644341745537021,0.15941895716135332,1.296637609059762,0.11184045052675817,0.08826060015314956,0.09653864590019968,0.030776484490185822,0.18389765891034537,0.2857757919644943,0.08383240343719388,0.9706116307632285,0.1214971198850505,0.2804406139495786,0.10854572955679877,-0.2938412847998884,0.11749377515060212,0.032467141191054476
IWM,0.03817457802808985,0.09649578996731145,0.08577467132641761,0.10100569311476179,0.05398362985800279,0.08371990153494362,0.11184045052675817,0.08290447301938055,0.07174410814691108,0.07509803716240859,0.033150466899194264,0.12012747516668693,0.14328638805689783,0.05977277186493648,0.1209595562067692,0.08229241346432542,0.057822783289708746,0.08922830044601582,-0.2131657365429109,0.09536710082660914,0.02967524008504447
JPM,0.008897373105416613,0.07179355202489324,0.14044056744039732,0.153690585417996,-0.0012708444387849636,0.11674762605737361,0.08826060015314956,0.07174410814691108,0.13127472502654108,0.10812294699772296,0.009819261460513989,0.04120965014448393,0.08701498057090173,0.0780935457051575,0.10585379977455368,0.02765143159736317,0.029403288001135792,0.14666771772082232,-0.16193211409831793,0.12090005607571959,0.023003402389355068
MS,0.026734200528095275,0.09023429904704178,0.12170632161693878,0.1402465213725335,0.02042739194233073,0.11453869599655526,0.09653864590019968,0.07509803716240859,0.10812294699772296,0.12991334428377344,0.021105446300567352,0.07172141037425232,0.10231637899409755,0.07697658012913655,0.11068278309947696,0.05622420025912282,0.024759652569504766,0.12495608958190987,-0.18759417061797015,0.11125456982695728,0.027158975867486928
MSFT,0.07450053986359836,0.030784965079590214,0.014540561746198253,0.019229738812708456,0.09171697540363685,-0.0029284862316903137,0.030776484490185822,0.033150466899194264,0.009819261460513989,0.021105446300567352,0.08543076028916234,0.13131473224463705,0.09330560991959924,0.01731178814887477,0.04386459847588167,0.1123700624364911,0.03838000570598201,0.008950312992540711,-0.1706271077161178,0.020022650862154115,0.030027275463155773
NXTD,0.10902161081326069,0.18088983415219637,0.06439310756736041,0.09190515813454189,0.23485058708902593,0.07250452508349584,0.18389765891034537,0.12012747516668693,0.04120965014448393,0.07172141037425232,0.13131473224463705,2.9610898955746743,0.3809126900977574,0.0342877407073121,0.2030289792925426,0.26790505771685846,0.09235391152448144,0.05889760144322357,-0.5388134844797087,0.0939103797157363,0.05298803625363012
PLUG,0.11676068859545544,0.2690108237660512,0.09058442696854846,0.13635109375036444,0.1761840241739757,0.08166945424212427,0.2857757919644943,0.14328638805689783,0.08701498057090173,0.10231637899409755,0.09330560991959924,0.3809126900977574,1.0570252166914944,0.05221495802657492,0.3563658284033353,0.29099440045766234,0.3852507517884984,0.09041797786300089,-0.4573742317236859,0.09995018131192321,0.047866908640159196
TD,0.019088150508795497,0.06026220887633992,0.09049375334007304,0.10949514236370486,0.018363374709771063,0.08460999730611882,0.08383240343719388,0.05977277186493648,0.0780935457051575,0.07697658012913655,0.01731178814887477,0.0342877407073121,0.05221495802657492,0.07776388864959136,0.06229075360015695,0.049582211510618424,0.027507239200604883,0.09647833161356201,-0.15515584010728314,0.08964390658016494,0.020518557606605686
TLRY,0.05528768639669391,1.1104266848285813,0.12524604599487682,0.14838639487500757,0.11842971894185073,0.13252533965897204,0.9706116307632285,0.1209595562067692,0.10585379977455368,0.11068278309947696,0.04386459847588167,0.2030289792925426,0.3563658284033353,0.06229075360015695,2.0328940544170013,0.15804694189826055,0.6003696700303983,0.12189369195945933,-0.3212634732608584,0.14662315865917008,0.03260869682131685
TSLA,0.13345075227820832,0.1771507528991225,0.03708042055992796,0.045368316387356715,0.15889748385375155,0.017118542965153596,0.1214971198850505,0.08229241346432542,0.02765143159736317,0.05622420025912282,0.1123700624364911,0.26790505771685846,0.29099440045766234,0.049582211510618424,0.15804694189826055,0.5548438151688659,0.16138043002406757,0.030683389273422252,-0.3024587558526298,0.0446924309469896,0.04722721653979922
UAMY,0.058836938362925355,0.3906492553870234,0.01951629066169576,0.03183575491397022,0.08631814204391682,0.004791697157336671,0.2804406139495786,0.057822783289708746,0.029403288001135792,0.024759652569504766,0.03838000570598201,0.09235391152448144,0.3852507517884984,0.027507239200604883,0.6003696700303983,0.16138043002406757,2.2113325715643133,0.031703057861314804,-0.09469968901804639,0.0698712928405171,0.026756094703941427
USB,0.009665823666613838,0.07518843530400401,0.1670114047046223,0.18262932870714768,0.0014383743359195976,0.1390605362362624,0.10854572955679877,0.08922830044601582,0.14666771772082232,0.12495608958190987,0.008950312992540711,0.05889760144322357,0.09041797786300089,0.09647833161356201,0.12189369195945933,0.030683389273422252,0.031703057861314804,0.19281124683481887,-0.1953825720132269,0.1447484881157562,0.027186226120095906
UVXY,-0.188040851039675,-0.24560598360940186,-0.1974087565363286,-0.23817729544797236,-0.27655822158189214,-0.19282007398201506,-0.2938412847998884,-0.2131657365429109,-0.16193211409831793,-0.18759417061797015,-0.1706271077161178,-0.5388134844797087,-0.4573742317236859,-0.15515584010728314,-0.3212634732608584,-0.3024587558526298,-0.09469968901804639,-0.1953825720132269,1.17570180157088,-0.23338187865784876,-0.12258203709249553
XLE,0.016984042938992076,0.11767683474250427,0.13983387552389664,0.16304818172742433,0.024379012273649508,0.14267085508841634,0.11749377515060212,0.09536710082660914,0.12090005607571959,0.11125456982695728,0.020022650862154115,0.0939103797157363,0.09995018131192321,0.08964390658016494,0.14662315865917008,0.0446924309469896,0.0698712928405171,0.1447484881157562,-0.23338187865784876,0.20037218800580273,0.03277891599304369
