strike,2021-05-21,2021-06-18,2021-08-20
1.0,1.875,1.5,0.96875
2.0,1.875,1.5,0.96875
3.0,1.875,1.5,0.96875
3.5,1.875,1.25,0.96875
4.0,1.0,1.0,0.96875
4.5,1.375,0.90625,0.875
5.0,1.125,0.8125,0.953125
5.5,0.875,0.90625,1.03125
6.0,0.875,1.0,1.015625
7.0,1.0,1.0625,1.0625
8.0,1.1875,1.265625,1.1328125
9.0,1.65625,1.46875,1.6875
10.0,1.59375,1.984375,1.3046875
11.0,1.0,1.9609375,1.3046875
12.0,1.0,1.9375,1.3046875
13.0,1.0,1.9375,1.3046875
14.0,1.0,1.9375,1.3046875
15.0,1.0,1.9375,1.3046875
16.0,1.0,1.9375,1.3046875
17.0,1.0,1.9375,1.3046875
18.0,1.0,1.9375,1.3046875
19.0,1.0,1.9375,1.3046875
20.0,1.0,1.9375,1.3046875
