strike,2021-05-21,2021-06-18,2021-08-20
1.0,1.625,0.6875,0.75
2.0,1.625,0.6875,0.75
3.0,1.625,0.6875,0.75
3.5,1.625,0.6875,0.75
4.0,1.625,0.6875,0.75
4.5,1.625,0.6875,0.71875
5.0,1.375,0.6875,0.5
5.5,1.0625,0.5625,0.40625
6.0,0.875,0.4375,0.421875
7.0,0.59375,0.546875,0.515625
8.0,0.8125,0.71875,0.609375
9.0,1.0,0.75,0.640625
10.0,1.125,0.875,0.6875
11.0,1.375,1.0,0.71875
12.0,1.5,1.0,0.78125
13.0,1.0,1.0,0.84375
14.0,1.0,1.0,0.78125
15.0,1.75,1.0,0.9375
16.0,1.375,1.0,0.90625
17.0,1.0,1.0,0.9375
18.0,1.0,1.0,0.875
19.0,1.0,1.0,0.9375
20.0,1.0,1.0,0.9375
