contractSymbol,lastTradeDate,strike,bid,ask,lastPrice,put_call,exp_date,time to maturity,implied volatility
BAC210319P00035000,2021-03-04 20:54:19,35.0,0.51,0.55,0.52,put,2021-03-19,0.0410958904109589,0.3887939453125
BAC210319P00035500,2021-03-04 20:58:51,35.5,0.64,0.7,0.66,put,2021-03-19,0.0410958904109589,0.369873046875
BAC210319P00036000,2021-03-04 20:49:40,36.0,0.83,0.88,0.84,put,2021-03-19,0.0410958904109589,0.3656005859375
BAC210319P00036500,2021-03-04 20:41:38,36.5,1.05,1.1,1.07,put,2021-03-19,0.0410958904109589,0.377197265625
BAC210319P00037000,2021-03-04 20:33:38,37.0,1.32,1.38,1.34,put,2021-03-19,0.0410958904109589,0.361328125
BAC210319P00037500,2021-03-04 20:52:36,37.5,1.61,1.69,1.59,put,2021-03-19,0.0410958904109589,0.33935546875
BAC210319P00038000,2021-03-04 20:37:15,38.0,1.96,2.03,1.99,put,2021-03-19,0.0410958904109589,0.3680419921875
BAC210319P00038500,2021-03-04 20:10:13,38.5,2.3,2.41,2.54,put,2021-03-19,0.0410958904109589,0.44677734375
BAC210319P00039000,2021-03-04 16:25:49,39.0,2.61,2.9,2.5,put,2021-03-19,0.0410958904109589,0.15625
BAC210319P00039500,2021-03-04 16:02:54,39.5,3.15,3.3,2.93,put,2021-03-19,0.0410958904109589,1.1102230246251565e-15
BAC210319P00040000,2021-03-04 15:53:57,40.0,3.45,3.75,3.9,put,2021-03-19,0.0410958904109589,0.511474609375
BAC210326C00033000,2021-03-04 17:04:27,33.0,3.65,3.9,3.66,call,2021-03-26,0.06027397260273973,0.3173828125
BAC210326C00033500,2021-03-04 18:14:12,33.5,3.1,3.45,3.18,call,2021-03-26,0.06027397260273973,0.289306640625
BAC210326C00034000,2021-03-04 20:43:38,34.0,2.9,3.05,2.97,call,2021-03-26,0.06027397260273973,0.3814697265625
BAC210326C00034500,2021-03-04 14:43:50,34.5,2.52,2.76,2.44,call,2021-03-26,0.06027397260273973,0.3271484375
BAC210326C00035000,2021-03-04 20:41:42,35.0,2.09,2.33,2.21,call,2021-03-26,0.06027397260273973,0.3619384765625
BAC210326C00035500,2021-03-04 20:34:44,35.5,1.49,2.05,1.82,call,2021-03-26,0.06027397260273973,0.3375244140625
BAC210326C00036000,2021-03-04 20:59:43,36.0,1.47,1.6,1.56,call,2021-03-26,0.06027397260273973,0.3509521484375
BAC210326C00036500,2021-03-04 20:49:09,36.5,1.2,1.32,1.25,call,2021-03-26,0.06027397260273973,0.3497314453125
BAC210326C00037000,2021-03-04 20:46:20,37.0,1.0,1.12,1.06,call,2021-03-26,0.06027397260273973,0.34820556640625
BAC210326C00037500,2021-03-04 18:21:38,37.5,0.81,0.97,0.85,call,2021-03-26,0.06027397260273973,0.340576171875
BAC210326C00038000,2021-03-04 20:21:39,38.0,0.62,0.73,0.65,call,2021-03-26,0.06027397260273973,0.3363037109375
BAC210326C00038500,2021-03-04 18:40:43,38.5,0.51,0.58,0.54,call,2021-03-26,0.06027397260273973,0.3570556640625
BAC210326C00040000,2021-03-04 20:59:41,40.0,0.24,0.31,0.25,call,2021-03-26,0.06027397260273973,0.3466796875
BAC210326P00033000,2021-03-04 16:30:48,33.0,0.26,0.35,0.21,put,2021-03-26,0.06027397260273973,0.369873046875
BAC210326P00033500,2021-03-04 19:08:33,33.5,0.31,0.42,0.41,put,2021-03-26,0.06027397260273973,0.421142578125
BAC210326P00034000,2021-03-04 20:54:08,34.0,0.44,0.5,0.47,put,2021-03-26,0.06027397260273973,0.4071044921875
BAC210326P00034500,2021-03-04 20:42:35,34.5,0.52,0.6,0.58,put,2021-03-26,0.06027397260273973,0.39794921875
BAC210326P00035000,2021-03-04 16:58:39,35.0,0.65,0.74,0.72,put,2021-03-26,0.06027397260273973,0.3814697265625
BAC210326P00035500,2021-03-03 19:23:08,35.5,0.83,0.91,1.08,put,2021-03-26,0.06027397260273973,0.4302978515625
BAC210326P00036000,2021-03-04 20:27:58,36.0,1.03,1.23,1.05,put,2021-03-26,0.06027397260273973,0.364990234375
BAC210326P00036500,2021-03-04 19:43:58,36.5,0.87,1.39,1.28,put,2021-03-26,0.06027397260273973,0.3741455078125
BAC210326P00037000,2021-03-04 20:57:48,37.0,1.47,1.62,1.56,put,2021-03-26,0.06027397260273973,0.36376953125
BAC210326P00037500,2021-03-04 14:42:36,37.5,1.68,1.95,1.68,put,2021-03-26,0.06027397260273973,0.3082275390625
BAC210326P00040000,2021-03-02 15:38:34,40.0,3.65,3.9,3.8,put,2021-03-26,0.06027397260273973,0.386962890625
BAC210401C00033000,2021-03-04 19:19:05,33.0,3.75,4.0,3.57,call,2021-04-01,0.07671232876712329,0.078125
BAC210401C00033500,2021-03-04 17:29:07,33.5,3.35,3.6,3.7,call,2021-04-01,0.07671232876712329,0.462646484375
BAC210401C00034000,2021-03-04 17:18:02,34.0,2.98,3.15,2.91,call,2021-04-01,0.07671232876712329,0.308837890625
BAC210401C00034500,2021-03-04 18:55:51,34.5,2.58,3.1,2.4,call,2021-04-01,0.07671232876712329,0.2691650390625
BAC210401C00035000,2021-03-04 19:47:20,35.0,2.1,2.45,2.26,call,2021-04-01,0.07671232876712329,0.3314208984375
BAC210401C00035500,2021-03-03 20:58:34,35.5,1.93,2.07,1.86,call,2021-04-01,0.07671232876712329,0.3070068359375
BAC210401C00036000,2021-03-04 17:30:01,36.0,1.64,1.76,1.7,call,2021-04-01,0.07671232876712329,0.3448486328125
BAC210401C00036500,2021-03-04 19:11:22,36.5,1.25,1.5,1.25,call,2021-04-01,0.07671232876712329,0.3082275390625
BAC210401C00037000,2021-03-04 20:42:22,37.0,1.13,1.26,1.21,call,2021-04-01,0.07671232876712329,0.3448486328125
BAC210401C00037500,2021-03-04 20:03:13,37.5,0.95,1.07,1.01,call,2021-04-01,0.07671232876712329,0.340576171875
BAC210401C00038000,2021-03-04 20:57:07,38.0,0.75,0.85,0.83,call,2021-04-01,0.07671232876712329,0.3411865234375
BAC210401C00038500,2021-03-04 20:35:56,38.5,0.64,0.7,0.68,call,2021-04-01,0.07671232876712329,0.34942626953125
BAC210401C00039000,2021-03-04 20:03:13,39.0,0.52,0.61,0.55,call,2021-04-01,0.07671232876712329,0.3546142578125
BAC210401C00039500,2021-03-04 14:50:57,39.5,0.3,0.56,0.48,call,2021-04-01,0.07671232876712329,0.35888671875
BAC210401C00040000,2021-03-04 20:12:05,40.0,0.32,0.44,0.34,call,2021-04-01,0.07671232876712329,0.338134765625
BAC210401P00033000,2021-03-04 20:13:28,33.0,0.34,0.47,0.43,put,2021-04-01,0.07671232876712329,0.4193115234375
BAC210401P00033500,2021-03-04 18:22:47,33.5,0.41,0.54,0.53,put,2021-04-01,0.07671232876712329,0.4229736328125
BAC210401P00034000,2021-03-04 18:31:52,34.0,0.56,0.61,0.62,put,2021-04-01,0.07671232876712329,0.41595458984375
BAC210401P00034500,2021-03-04 16:34:02,34.5,0.63,0.75,0.67,put,2021-04-01,0.07671232876712329,0.377197265625
BAC210401P00035000,2021-03-04 20:30:56,35.0,0.75,0.86,0.9,put,2021-04-01,0.07671232876712329,0.386962890625
BAC210401P00035500,2021-03-04 20:50:29,35.5,0.85,1.05,0.96,put,2021-04-01,0.07671232876712329,0.3515625
BAC210401P00036000,2021-03-04 20:10:47,36.0,1.15,1.25,1.21,put,2021-04-01,0.07671232876712329,0.3662109375
BAC210401P00036500,2021-03-04 15:42:25,36.5,1.22,1.53,1.71,put,2021-04-01,0.07671232876712329,0.44281005859375
BAC210401P00037000,2021-03-04 18:07:22,37.0,1.58,1.77,1.65,put,2021-04-01,0.07671232876712329,0.34698486328125
BAC210401P00038000,2021-03-03 20:34:44,38.0,2.2,2.42,2.34,put,2021-04-01,0.07671232876712329,0.361328125
BAC210401P00038500,2021-03-04 16:33:07,38.5,2.61,2.86,2.88,put,2021-04-01,0.07671232876712329,0.416259765625
BAC210401P00040000,2021-03-03 18:34:35,40.0,3.55,4.0,4.0,put,2021-04-01,0.07671232876712329,0.418701171875
BAC210409C00034500,2021-03-01 19:28:30,34.5,2.64,2.9,2.19,call,2021-04-09,0.09863013698630137,0.1556396484375
BAC210409C00035000,2021-03-04 18:57:43,35.0,2.36,2.59,2.45,call,2021-04-09,0.09863013698630137,0.33294677734375
BAC210409C00035500,2021-03-04 16:11:36,35.5,2.02,2.34,2.0,call,2021-04-09,0.09863013698630137,0.2996826171875
BAC210409C00036000,2021-03-04 20:00:21,36.0,1.75,1.98,1.84,call,2021-04-09,0.09863013698630137,0.333251953125
BAC210409C00036500,2021-03-04 20:02:15,36.5,1.37,1.76,1.6,call,2021-04-09,0.09863013698630137,0.347900390625
BAC210409C00037000,2021-03-04 19:55:11,37.0,1.32,1.48,1.31,call,2021-04-09,0.09863013698630137,0.3240966796875
BAC210409C00037500,2021-03-03 20:21:01,37.5,1.12,1.22,1.16,call,2021-04-09,0.09863013698630137,0.3314208984375
BAC210409C00038000,2021-03-04 17:32:25,38.0,0.89,1.08,0.9,call,2021-04-09,0.09863013698630137,0.31463623046875
BAC210409C00038500,2021-03-03 18:45:48,38.5,0.75,0.93,0.91,call,2021-04-09,0.09863013698630137,0.3564453125
BAC210409C00039000,2021-03-04 18:56:20,39.0,0.62,0.86,0.64,call,2021-04-09,0.09863013698630137,0.3375244140625
BAC210409C00040000,2021-03-04 20:46:07,40.0,0.43,0.51,0.47,call,2021-04-09,0.09863013698630137,0.3375244140625
BAC210409P00033000,2021-03-02 18:59:03,33.0,0.45,0.53,0.47,put,2021-04-09,0.09863013698630137,0.3857421875
BAC210409P00033500,2021-03-04 18:39:31,33.5,0.47,0.62,0.7,put,2021-04-09,0.09863013698630137,0.433349609375
BAC210409P00034000,2021-03-04 18:28:54,34.0,0.64,0.74,0.71,put,2021-04-09,0.09863013698630137,0.389404296875
BAC210409P00034500,2021-03-03 18:09:28,34.5,0.74,0.93,0.82,put,2021-04-09,0.09863013698630137,0.3692626953125
BAC210409P00035000,2021-03-04 17:28:42,35.0,0.88,1.02,0.88,put,2021-04-09,0.09863013698630137,0.338134765625
BAC210409P00035500,2021-03-03 18:47:31,35.5,1.03,1.2,1.1,put,2021-04-09,0.09863013698630137,0.34423828125
BAC210409P00036000,2021-03-01 20:54:54,36.0,1.25,1.5,1.41,put,2021-04-09,0.09863013698630137,0.3704833984375
BAC210416C00033000,2021-03-04 19:59:49,33.0,4.05,4.2,4.11,call,2021-04-16,0.1178082191780822,0.364990234375
BAC210416C00034000,2021-03-04 19:10:24,34.0,3.3,3.4,3.15,call,2021-04-16,0.1178082191780822,0.3179931640625
BAC210416C00035000,2021-03-04 20:57:11,35.0,2.59,2.8,2.65,call,2021-04-16,0.1178082191780822,0.34454345703125
BAC210416C00036000,2021-03-04 20:59:45,36.0,2.0,2.14,2.05,call,2021-04-16,0.1178082191780822,0.34637451171875
BAC210416C00037000,2021-03-04 20:57:41,37.0,1.55,1.65,1.53,call,2021-04-16,0.1178082191780822,0.33935546875
BAC210416C00038000,2021-03-04 20:52:05,38.0,1.15,1.19,1.15,call,2021-04-16,0.1178082191780822,0.3363037109375
BAC210416C00039000,2021-03-04 20:38:38,39.0,0.82,0.91,0.85,call,2021-04-16,0.1178082191780822,0.34912109375
BAC210416C00040000,2021-03-04 20:59:16,40.0,0.58,0.65,0.62,call,2021-04-16,0.1178082191780822,0.3509521484375
BAC210416P00033000,2021-03-04 20:16:44,33.0,0.6,0.72,0.64,put,2021-04-16,0.1178082191780822,0.41015625
BAC210416P00034000,2021-03-04 20:34:14,34.0,0.82,0.88,0.86,put,2021-04-16,0.1178082191780822,0.389404296875
BAC210416P00035000,2021-03-04 20:59:57,35.0,1.1,1.19,1.15,put,2021-04-16,0.1178082191780822,0.36773681640625
BAC210416P00036000,2021-03-04 20:20:27,36.0,1.45,1.59,1.57,put,2021-04-16,0.1178082191780822,0.37384033203125
BAC210416P00037000,2021-03-04 19:03:38,37.0,1.92,2.15,2.15,put,2021-04-16,0.1178082191780822,0.3857421875
BAC210416P00038000,2021-03-04 17:53:28,38.0,2.51,2.75,3.05,put,2021-04-16,0.1178082191780822,0.438232421875
BAC210416P00039000,2021-03-04 15:24:48,39.0,3.3,3.4,3.1,put,2021-04-16,0.1178082191780822,0.3204345703125
BAC210416P00040000,2021-03-04 16:32:55,40.0,4.05,4.2,3.83,put,2021-04-16,0.1178082191780822,0.29541015625
BAC210521C00033000,2021-03-04 19:39:44,33.0,4.5,4.65,4.59,call,2021-05-21,0.2136986301369863,0.36376953125
BAC210521C00034000,2021-03-04 18:33:09,34.0,3.8,3.9,3.67,call,2021-05-21,0.2136986301369863,0.3118896484375
BAC210521C00035000,2021-03-04 20:52:09,35.0,3.15,3.3,3.2,call,2021-05-21,0.2136986301369863,0.3338623046875
BAC210521C00036000,2021-03-04 20:13:55,36.0,2.62,2.82,2.5,call,2021-05-21,0.2136986301369863,0.31890869140625
BAC210521C00037000,2021-03-04 20:19:32,37.0,2.09,2.3,2.06,call,2021-05-21,0.2136986301369863,0.32562255859375
BAC210521C00038000,2021-03-04 20:49:39,38.0,1.66,1.77,1.77,call,2021-05-21,0.2136986301369863,0.3363037109375
BAC210521C00039000,2021-03-04 17:48:36,39.0,1.34,1.51,1.37,call,2021-05-21,0.2136986301369863,0.33050537109375
BAC210521C00040000,2021-03-04 20:09:52,40.0,1.03,1.13,1.06,call,2021-05-21,0.2136986301369863,0.3375244140625
BAC210521P00033000,2021-03-04 20:53:23,33.0,0.99,1.05,1.02,put,2021-05-21,0.2136986301369863,0.38299560546875
BAC210521P00034000,2021-03-04 19:10:48,34.0,1.25,1.43,1.48,put,2021-05-21,0.2136986301369863,0.39306640625
BAC210521P00035000,2021-03-04 18:55:27,35.0,1.58,1.76,1.78,put,2021-05-21,0.2136986301369863,0.3778076171875
BAC210521P00036000,2021-03-04 20:28:51,36.0,1.97,2.26,2.19,put,2021-05-21,0.2136986301369863,0.379638671875
BAC210521P00037000,2021-03-04 17:05:50,37.0,2.58,2.78,2.79,put,2021-05-21,0.2136986301369863,0.38970947265625
BAC210521P00038000,2021-03-03 15:40:23,38.0,3.15,3.25,3.15,put,2021-05-21,0.2136986301369863,0.34759521484375
BAC210521P00039000,2021-03-03 15:11:31,39.0,3.8,3.9,3.9,put,2021-05-21,0.2136986301369863,0.36407470703125
BAC210521P00040000,2021-03-04 19:47:50,40.0,4.5,4.65,4.65,put,2021-05-21,0.2136986301369863,0.379638671875
BAC210618C00035000,2021-03-04 20:24:53,35.0,3.4,3.55,3.56,call,2021-06-18,0.29041095890410956,0.32928466796875
BAC210618C00037000,2021-03-04 19:43:21,37.0,2.38,2.48,2.3,call,2021-06-18,0.29041095890410956,0.30609130859375
BAC210618C00040000,2021-03-04 20:48:58,40.0,1.31,1.41,1.36,call,2021-06-18,0.29041095890410956,0.323486328125
BAC210618P00035000,2021-03-04 18:57:01,35.0,2.02,2.11,2.13,put,2021-06-18,0.29041095890410956,0.3753662109375
BAC210618P00037000,2021-03-04 20:52:06,37.0,3.0,3.1,3.0,put,2021-06-18,0.29041095890410956,0.3662109375
BAC210618P00040000,2021-03-02 19:25:52,40.0,4.9,5.05,5.03,put,2021-06-18,0.29041095890410956,0.37872314453125
BAC210820C00033000,2021-03-04 17:47:31,33.0,5.25,5.4,4.95,call,2021-08-20,0.46301369863013697,0.26947021484375
BAC210820C00034000,2021-03-04 20:42:29,34.0,4.6,4.85,4.68,call,2021-08-20,0.46301369863013697,0.3070068359375
BAC210820C00035000,2021-03-04 19:35:51,35.0,4.0,4.2,4.15,call,2021-08-20,0.46301369863013697,0.3143310546875
BAC210820C00036000,2021-03-04 20:03:53,36.0,3.5,3.65,3.6,call,2021-08-20,0.46301369863013697,0.319366455078125
BAC210820C00037000,2021-03-04 20:40:55,37.0,3.0,3.15,3.15,call,2021-08-20,0.46301369863013697,0.32196044921875
BAC210820C00038000,2021-03-04 20:11:42,38.0,2.58,2.71,2.61,call,2021-08-20,0.46301369863013697,0.30303955078125
BAC210820C00039000,2021-03-04 20:36:53,39.0,2.15,2.52,2.3,call,2021-08-20,0.46301369863013697,0.3076171875
BAC210820C00040000,2021-03-04 20:47:21,40.0,1.89,2.14,1.96,call,2021-08-20,0.46301369863013697,0.30914306640625
BAC210820P00033000,2021-03-04 19:17:52,33.0,1.89,2.02,1.98,put,2021-08-20,0.46301369863013697,0.3753662109375
BAC210820P00034000,2021-03-04 19:17:52,34.0,2.13,2.46,2.43,put,2021-08-20,0.46301369863013697,0.38055419921875
BAC210820P00035000,2021-03-04 19:05:47,35.0,2.67,2.85,2.72,put,2021-08-20,0.46301369863013697,0.368194580078125
BAC210820P00036000,2021-03-03 20:39:26,36.0,3.1,3.25,3.22,put,2021-08-20,0.46301369863013697,0.377655029296875
BAC210820P00037000,2021-03-04 18:49:53,37.0,3.4,3.75,3.85,put,2021-08-20,0.46301369863013697,0.3857421875
BAC210820P00038000,2021-03-01 18:35:53,38.0,4.2,4.35,4.15,put,2021-08-20,0.46301369863013697,0.350189208984375
BAC210820P00040000,2021-03-04 17:14:36,40.0,5.45,5.65,5.8,put,2021-08-20,0.46301369863013697,0.385894775390625
