strike,2021-05-21,2021-06-18
35.0,1.1875,0.328125
37.5,1.1875,0.328125
40.0,1.1875,0.328125
42.5,1.078125,0.328125
45.0,0.96875,0.328125
47.5,0.859375,0.328125
50.0,0.75,0.328125
55.0,0.53125,0.328125
57.5,0.67578125,0.359375
60.0,0.375,0.34375
62.5,0.125,0.25
65.0,0.1953125,0.20703125
67.5,0.16015625,0.171875
70.0,0.14453125,0.16796875
72.5,0.14453125,0.16796875
75.0,0.14453125,0.16796875
