strike,2021-05-21,2021-06-18
35.0,0.125,0.125
37.5,0.125,0.125
40.0,0.125,0.125
42.5,0.125,0.125
45.0,0.125,0.125
47.5,0.125,0.125
50.0,0.125,0.125
55.0,0.125,0.125
57.5,0.125,0.125
60.0,0.125,0.125
62.5,0.125,0.125
65.0,0.125,0.125
67.5,0.125,0.125
70.0,0.125,0.142578125
72.5,0.0625,0.142578125
75.0,0.234375,0.13671875
