,AAPL,APHA,BAC,C,DT,GE,HEXO,IWM,JPM,MS,MSFT,NXTD,PLUG,TD,TLRY,TSLA,UAMY,USB,UVXY,XLE,XLV
AAPL,0.14130860810769147,0.057660287446332004,0.032527160712653776,0.04185476541361533,0.09976704897883096,0.02010497550388645,0.06616826349526128,0.05429763850685609,0.026559596622963005,0.04540238898617202,0.08787745201324364,0.11453840381688545,0.13178063704098286,0.030965065396553828,0.0781406462598653,0.14259478405002274,0.042779683834386774,0.029897920206048766,-0.21706724263948207,0.03314885205213741,0.039279261452276115
APHA,0.057660287446332004,1.0031699553105597,0.0996482667678434,0.13461089415968086,0.0913862219496939,0.1296282678293471,0.7590393497444592,0.10846197289962858,0.08726631672524714,0.10339549443096269,0.042119942139344634,0.17745609921840924,0.2593087074621326,0.0704681241109176,1.1647074105415935,0.18995558450607475,0.3762251377768227,0.10320662584602772,-0.276533473525555,0.13406708994321676,0.04726643060252609
BAC,0.032527160712653776,0.0996482667678434,0.19792438923217667,0.21280857550613255,0.02055220487758042,0.15497467486819885,0.12913116324877327,0.10861012106513858,0.1698852348794114,0.14907018614162118,0.030464862122316475,0.0773355015827519,0.10120017095744228,0.10461626962351485,0.1700751478154712,0.041743342994040596,0.007675803856595704,0.19704259309469593,-0.22415590113286873,0.16011467414277422,0.04348350472600673
C,0.04185476541361533,0.13461089415968086,0.21280857550613255,0.2750684966442732,0.02988866467449486,0.18535943089704654,0.1706068932941805,0.12852949353201065,0.18744881264611965,0.17088837306938687,0.0392399072099234,0.10596414079508787,0.15018120346170288,0.12575658946694743,0.20935646304469094,0.05404289064250908,0.012840306960001945,0.22056594503536037,-0.27238579496627974,0.1850421098839059,0.0479584602371241
DT,0.09976704897883096,0.0913862219496939,0.02055220487758042,0.02988866467449486,0.3157271606311139,-0.012099474905603447,0.057950823920902964,0.06785292204290921,0.01570459824970443,0.034978838155885726,0.0986959825437828,0.236360099603421,0.18577487050402874,0.02981233355129316,0.11985118273041036,0.16754784894139424,0.06086601545227216,0.017358249671592337,-0.2852074474486806,0.033756210799748484,0.04414798082874942
GE,0.02010497550388645,0.1296282678293471,0.15497467486819885,0.18535943089704654,-0.012099474905603447,0.2806611247944697,0.1876480479006134,0.10555058011764033,0.13829816558783758,0.13661290144677685,0.016083670436695355,0.08088754896474606,0.09577925445220019,0.10192400554824448,0.17218664422185057,0.02764991657986655,-0.019863413143273573,0.1641941090271124,-0.229400905110849,0.16151599203878123,0.04161382979582133
HEXO,0.06616826349526128,0.7590393497444592,0.12913116324877327,0.1706068932941805,0.057950823920902964,0.1876480479006134,1.642328627873295,0.12971120948685352,0.10670896424484512,0.10475157210147892,0.03553813818813291,0.21428455483151862,0.28639166244049963,0.10463002224774993,1.233183604369997,0.12640489919606832,0.31062744036574885,0.16152854658191257,-0.34371739265203954,0.13195086823797805,0.03937396312466612
IWM,0.05429763850685609,0.10846197289962858,0.10861012106513858,0.12852949353201065,0.06785292204290921,0.10555058011764033,0.12971120948685352,0.10195334742508409,0.09597627510530234,0.09704810717444959,0.04739969234215538,0.1255955251892708,0.14735229672546565,0.07328349391659035,0.1544710079577965,0.0867607226057291,0.03763849182979634,0.11556892863460866,-0.23874650607187262,0.11128691180155482,0.04411207059917844
JPM,0.026559596622963005,0.08726631672524714,0.1698852348794114,0.18744881264611965,0.01570459824970443,0.13829816558783758,0.10670896424484512,0.09597627510530234,0.16376104479465078,0.1357090664035751,0.02690132440645833,0.05577402872683672,0.0963726308501595,0.0933142907320071,0.13854407550756387,0.03133630179949731,0.015682390415903465,0.177738180085016,-0.1910336107380599,0.14040504660768352,0.039274018161875646
MS,0.04540238898617202,0.10339549443096269,0.14907018614162118,0.17088837306938687,0.034978838155885726,0.13661290144677685,0.10475157210147892,0.09704810717444959,0.1357090664035751,0.15807142994454756,0.038983459470680805,0.07530024283924008,0.11102266987042358,0.09135574679771863,0.13966645728217866,0.05933691225534028,0.003097499956825257,0.15315999260715918,-0.2221705199879885,0.13418856092399647,0.04481508699144847
MSFT,0.08787745201324364,0.042119942139344634,0.030464862122316475,0.0392399072099234,0.0986959825437828,0.016083670436695355,0.03553813818813291,0.04739969234215538,0.02690132440645833,0.038983459470680805,0.09985387886920315,0.13620036627379367,0.10401879665332855,0.027915575875794647,0.055547024582717486,0.1149434889457032,0.024174370456958832,0.027402550499252044,-0.19591003063087922,0.03411665853699103,0.043195975643913635
NXTD,0.11453840381688545,0.17745609921840924,0.0773355015827519,0.10596414079508787,0.236360099603421,0.08088754896474606,0.21428455483151862,0.1255955251892708,0.05577402872683672,0.07530024283924008,0.13620036627379367,2.9559712077984654,0.35416288098264553,0.04010905090636304,0.23770914782476926,0.26563532759580855,0.09094066101327664,0.07496160820173776,-0.5485733558186964,0.09889509567711069,0.058486803405579844
PLUG,0.13178063704098286,0.2593087074621326,0.10120017095744228,0.15018120346170288,0.18577487050402874,0.09577925445220019,0.28639166244049963,0.14735229672546565,0.0963726308501595,0.11102266987042358,0.10401879665332855,0.35416288098264553,1.0327332026883473,0.061147754505543245,0.35280573664842174,0.3030780000934153,0.3373870074861409,0.10467172804029423,-0.47379876433380147,0.11078027524405613,0.05626408093112523
TD,0.030965065396553828,0.0704681241109176,0.10461626962351485,0.12575658946694743,0.02981233355129316,0.10192400554824448,0.10463002224774993,0.07328349391659035,0.0933142907320071,0.09135574679771863,0.027915575875794647,0.04010905090636304,0.061147754505543245,0.09022399182048302,0.08181285839013314,0.057408209792341715,0.012945252814577412,0.11111415121934633,-0.17812154270890565,0.10227510041390084,0.029573924239462288
TLRY,0.0781406462598653,1.1647074105415935,0.1700751478154712,0.20935646304469094,0.11985118273041036,0.17218664422185057,1.233183604369997,0.1544710079577965,0.13854407550756387,0.13966645728217866,0.055547024582717486,0.23770914782476926,0.35280573664842174,0.08181285839013314,2.37146054310761,0.15928234126704574,0.6300019541831892,0.1999016285725791,-0.37407024944677214,0.18166638405043647,0.057861773720601396
TSLA,0.14259478405002274,0.18995558450607475,0.041743342994040596,0.05404289064250908,0.16754784894139424,0.02764991657986655,0.12640489919606832,0.0867607226057291,0.03133630179949731,0.05933691225534028,0.1149434889457032,0.26563532759580855,0.3030780000934153,0.057408209792341715,0.15928234126704574,0.5850120233627829,0.1449039395514362,0.03507811331895059,-0.3198800167543745,0.050452541577599805,0.04853383918305162
UAMY,0.042779683834386774,0.3762251377768227,0.007675803856595704,0.012840306960001945,0.06086601545227216,-0.019863413143273573,0.31062744036574885,0.03763849182979634,0.015682390415903465,0.003097499956825257,0.024174370456958832,0.09094066101327664,0.3373870074861409,0.012945252814577412,0.6300019541831892,0.1449039395514362,2.218122202080992,0.020017957321586677,-0.07135637885293823,0.06118677376471169,0.01853084040258196
USB,0.029897920206048766,0.10320662584602772,0.19704259309469593,0.22056594503536037,0.017358249671592337,0.1641941090271124,0.16152854658191257,0.11556892863460866,0.177738180085016,0.15315999260715918,0.027402550499252044,0.07496160820173776,0.10467172804029423,0.11111415121934633,0.1999016285725791,0.03507811331895059,0.020017957321586677,0.23166738822591057,-0.22605166409707161,0.16362273299745686,0.04572515586235052
UVXY,-0.21706724263948207,-0.276533473525555,-0.22415590113286873,-0.27238579496627974,-0.2852074474486806,-0.229400905110849,-0.34371739265203954,-0.23874650607187262,-0.1910336107380599,-0.2221705199879885,-0.19591003063087922,-0.5485733558186964,-0.47379876433380147,-0.17812154270890565,-0.37407024944677214,-0.3198800167543745,-0.07135637885293823,-0.22605166409707161,1.238681699088897,-0.26773301978538755,-0.1475986818990859
XLE,0.03314885205213741,0.13406708994321676,0.16011467414277422,0.1850421098839059,0.033756210799748484,0.16151599203878123,0.13195086823797805,0.11128691180155482,0.14040504660768352,0.13418856092399647,0.03411665853699103,0.09889509567711069,0.11078027524405613,0.10227510041390084,0.18166638405043647,0.050452541577599805,0.06118677376471169,0.16362273299745686,-0.26773301978538755,0.22313719916447233,0.04740083928623725
XLV,0.039279261452276115,0.04726643060252609,0.04348350472600673,0.0479584602371241,0.04414798082874942,0.04161382979582133,0.03937396312466612,0.04411207059917844,0.039274018161875646,0.04481508699144847,0.043195975643913635,0.058486803405579844,0.05626408093112523,0.029573924239462288,0.057861773720601396,0.04853383918305162,0.01853084040258196,0.04572515586235052,-0.1475986818990859,0.04740083928623725,0.043072383339369136
