contractSymbol,lastTradeDate,volume,strike,bid,ask,lastPrice,call_put,exp_date
PLUG250829C00000500,2025-08-27 13:51:50+00:00,1.0,0.5,0.0,0.0,1.13,call,2025-08-29
PLUG250829C00001000,2025-08-27 15:45:58+00:00,3.0,1.0,0.0,0.0,0.61,call,2025-08-29
PLUG250829C00001500,2025-08-27 19:45:06+00:00,695.0,1.5,0.0,0.0,0.13,call,2025-08-29
PLUG250829C00002000,2025-08-27 19:57:33+00:00,64.0,2.0,0.0,0.0,0.01,call,2025-08-29
PLUG250829C00002500,2025-08-27 18:43:51+00:00,3.0,2.5,0.0,0.0,0.01,call,2025-08-29
PLUG250829C00003000,2025-08-18 13:40:18+00:00,10.0,3.0,0.0,0.0,0.01,call,2025-08-29
PLUG250829C00003500,2025-08-26 13:38:56+00:00,3.0,3.5,0.0,0.0,0.01,call,2025-08-29
PLUG250829P00000500,2025-08-26 13:38:56+00:00,3.0,0.5,0.0,0.0,0.01,put,2025-08-29
PLUG250829P00001000,2025-08-25 13:48:25+00:00,3.0,1.0,0.0,0.0,0.01,put,2025-08-29
PLUG250829P00001500,2025-08-27 19:33:41+00:00,427.0,1.5,0.0,0.0,0.01,put,2025-08-29
PLUG250829P00002000,2025-08-27 18:42:43+00:00,40.0,2.0,0.0,0.0,0.4,put,2025-08-29
PLUG250829P00002500,2025-08-26 15:20:23+00:00,2.0,2.5,0.0,0.0,0.82,put,2025-08-29
PLUG250829P00003000,2025-08-26 13:38:56+00:00,3.0,3.0,0.0,0.0,1.49,put,2025-08-29
PLUG250829P00003500,2025-08-26 15:41:47+00:00,2.0,3.5,0.0,0.0,1.86,put,2025-08-29
PLUG250905C00000500,2025-08-27 18:33:33+00:00,1.0,0.5,0.0,0.0,1.14,call,2025-09-05
PLUG250905C00001000,2025-08-27 19:56:20+00:00,3.0,1.0,0.0,0.0,0.62,call,2025-09-05
PLUG250905C00001500,2025-08-27 19:33:19+00:00,12.0,1.5,0.0,0.0,0.15,call,2025-09-05
PLUG250905C00002000,2025-08-27 19:31:19+00:00,409.0,2.0,0.0,0.0,0.01,call,2025-09-05
PLUG250905C00002500,2025-08-27 19:58:21+00:00,28.0,2.5,0.0,0.0,0.01,call,2025-09-05
PLUG250905C00003000,2025-08-25 19:20:22+00:00,512.0,3.0,0.0,0.0,0.01,call,2025-09-05
PLUG250905C00003500,2025-08-25 14:12:30+00:00,302.0,3.5,0.0,0.0,0.01,call,2025-09-05
PLUG250905P00001000,2025-08-25 13:41:06+00:00,10.0,1.0,0.0,0.0,0.01,put,2025-09-05
PLUG250905P00001500,2025-08-27 19:33:09+00:00,143.0,1.5,0.0,0.0,0.04,put,2025-09-05
PLUG250905P00002000,2025-08-27 18:28:16+00:00,6.0,2.0,0.0,0.0,0.4,put,2025-09-05
