strike,2021-06-18,2021-07-16,2021-10-15
0.5,1.25,1.25,1.25
1.0,1.25,1.25,1.5625
1.5,1.25,1.25,1.5625
2.0,1.25,1.25,1.5625
2.5,1.25,1.25,1.5625
